key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!!!!!2xunitsize_compat_bodyguards_allinone_en
assassin_bodyguard1	wh2_main_skv_missile_infantry_throwing_star	heroes_agents
assassin_bodyguard2	wh2_main_missile_infantry_sling	heroes_agents
assassin_bodyguard3	wh2_main_infantry_dual_swords	heroes_agents
assassin_bodyguard4	wh2_dlc14_skv_infantry_guandao	heroes_agents
brt_damsel_beasts_bodyguard1	wh_dlc03_lore_beasts	heroes_agents
brt_damsel_beasts_bodyguard2	wh_dlc03_lore_beasts	heroes_agents
brt_damsel_beasts_bodyguard3	wh_dlc03_lore_beasts	heroes_agents
brt_damsel_beasts_bodyguard4	wh_dlc03_lore_beasts	heroes_agents
brt_damsel_heavens_bodyguard1	wh_main_lore_heavens	heroes_agents
brt_damsel_heavens_bodyguard2	wh_main_lore_heavens	heroes_agents
brt_damsel_heavens_bodyguard3	wh_main_lore_heavens	heroes_agents
brt_damsel_heavens_bodyguard4	wh_main_lore_heavens	heroes_agents
brt_damsel_life_bodyguard1	wh_dlc05_wef_lore_life	heroes_agents
brt_damsel_life_bodyguard2	wh_dlc05_wef_lore_life	heroes_agents
brt_damsel_life_bodyguard3	wh_dlc05_wef_lore_life	heroes_agents
brt_damsel_life_bodyguard4	wh_dlc05_wef_lore_life	heroes_agents
brt_henri_le_massif_bodyguard1	wh2_pro08_cha_felix	heroes_agents
brt_henri_le_massif_bodyguard2	cavalry	heroes_agents
brt_henri_le_massif_bodyguard3	shock_cavalry	heroes_agents
brt_henri_le_massif_bodyguard4	wh_main_brt_champion	heroes_agents
brt_paladin_bodyguard1	wh2_pro08_cha_felix	heroes_agents
brt_paladin_bodyguard2	cavalry	heroes_agents
brt_paladin_bodyguard3	shock_cavalry	heroes_agents
brt_paladin_bodyguard4	wh_main_brt_champion	heroes_agents
chd_bull_centaur_taurruk_bodyguard1	wh3_dlc23_chd_bull_centaur_taurruk	heroes_agents
chd_castellan_bodyguard1	infantry_axe	heroes_agents
chd_castellan_bodyguard2	wh3_dlc23_chd_fireglaive	heroes_agents
chd_castellan_war_machine1	wh3_dlc23_chd_iron_daemon	heroes_agents
chd_castellan_war_machine2	wh3_dlc23_chd_dreadquake	heroes_agents
chd_castellan_war_machine3	wh3_dlc23_chd_iron_daemon	heroes_agents
chd_castellan_war_machine4	wh3_dlc23_chd_dreadquake	heroes_agents
chd_daemonsmith_sorcerer_war_machine1	wh3_dlc23_chd_iron_daemon	heroes_agents
chd_overseer_bodyguard1	wh2_pro08_cha_gotrek	commander
chd_overseer_bodyguard2	wh3_dlc23_chd_blunderbuss_axe	commander
chd_overseer_war_machine1	wh3_dlc23_chd_iron_daemon	commander
chd_overseer_war_machine2	wh3_dlc23_chd_dreadquake	commander
chd_overseer_war_machine3	wh3_dlc23_chd_dreadquake	commander
chd_overseer_war_machine4	wh3_dlc23_chd_iron_daemon	commander
chd_overseer_war_machine5	wh3_dlc23_chd_dreadquake	commander
chd_sorcerer_prophet_bodyguard1	wh3_dlc23_infantry_axe_magical	commander
chd_sorcerer_prophet_bodyguard2	dwf_irondrakes_torpedo	commander
chd_zhatan_war_machine1	wh3_dlc23_chd_skullcracker	commander
chieftain_bodyguard1	infantry_sword	heroes_agents
chieftain_bodyguard2	infantry_spear	heroes_agents
chieftain_bodyguard3	wh2_main_skv_infantry_sword_stormvermin	heroes_agents
chieftain_bodyguard4	wh2_main_skv_infantry_halberd	heroes_agents
cst_damned_paladin_bodyguard1	wh_main_brt_champion	heroes_agents
cst_damned_paladin_bodyguard2	wh_main_brt_champion	heroes_agents
cst_gunnery_wight_bodyguard1	wh2_dlc11_cst_gunnery_wight	heroes_agents
cst_gunnery_wight_bodyguard2	wh2_dlc11_cst_gunnery_wight	heroes_agents
cst_gunnery_wight_bodyguard3	wh2_dlc11_cst_gunnery_wight	heroes_agents
cst_gunnery_wight_bodyguard4	wh2_dlc11_cst_gunnery_wight	heroes_agents
cst_gunnery_wight_bodyguard5	wh2_dlc11_cst_gunnery_wight	heroes_agents
cst_mourngul_haunter_bodyguard1	wh2_dlc11_cst_mourngul_haunter	heroes_agents
cst_vampire_fleet_admiral_death_bodyguard1	wh_main_lore_death	commander
cst_vampire_fleet_admiral_death_bodyguard2	wh_main_lore_death	commander
cst_vampire_fleet_admiral_death_bodyguard3	wh_main_lore_death	commander
cst_vampire_fleet_admiral_deeps_bodyguard1	wh2_dlc11_cst_lore_deeps	commander
cst_vampire_fleet_admiral_deeps_bodyguard2	wh2_dlc11_cst_lore_deeps	commander
cst_vampire_fleet_admiral_deeps_bodyguard3	wh2_dlc11_cst_lore_deeps	commander
cst_vampire_fleet_admiral_vampires_bodyguard1	wh_main_lore_vampires	commander
cst_vampire_fleet_admiral_vampires_bodyguard2	wh_main_lore_vampires	commander
cst_vampire_fleet_admiral_vampires_bodyguard3	wh_main_lore_vampires	commander
cst_vampire_fleet_captain_death_bodyguard1	wh_main_lore_death	heroes_agents
cst_vampire_fleet_captain_death_bodyguard2	wh_main_lore_death	heroes_agents
cst_vampire_fleet_captain_deeps_bodyguard1	wh2_dlc11_cst_lore_deeps	heroes_agents
cst_vampire_fleet_captain_deeps_bodyguard2	wh2_dlc11_cst_lore_deeps	heroes_agents
cst_vampire_fleet_captain_vampires_bodyguard1	wh_main_lore_vampires	heroes_agents
cst_vampire_fleet_captain_vampires_bodyguard2	wh_main_lore_vampires	heroes_agents
cth_alchemist_bodyguard1	infantry_sword	heroes_agents
cth_alchemist_bodyguard2	wh2_dlc11_cst_close_quarters_missile_infantry	heroes_agents
cth_alchemist_bodyguard3	missile_infantry_rifle	heroes_agents
cth_alchemist_bodyguard4	wh2_dlc11_cst_specialist_missile_infantry	heroes_agents
cth_alchemist_bodyguard5	wh2_dlc11_cst_specialist_missile_infantry	heroes_agents
cth_alchemist_bodyguard6	dwf_irondrakes_torpedo	heroes_agents
cth_alchemist_mount1	wh3_cth_balloon	heroes_agents
cth_alchemist_mount2	wh3_cth_balloon	heroes_agents
cth_alchemist_mount3	wh3_cth_balloon	heroes_agents
cth_astromancer_bodyguard1	infantry_spear	heroes_agents
cth_astromancer_bodyguard2	missile_infantry_bow	heroes_agents
cth_astromancer_bodyguard3	infantry_sword	heroes_agents
cth_astromancer_bodyguard4	missile_infantry_bow	heroes_agents
cth_astromancer_bodyguard5	wh3_cth_terracotta_sentinel	heroes_agents
cth_astromancer_mount1	wh3_dlc24_veh_zhangu_war_drum	heroes_agents
cth_astromancer_mount2	magic_chariot	heroes_agents
cth_gate_master_bodyguard1	wh3_dlc24_cth_gate_master	heroes_agents
cth_gate_master_bodyguard2	wh3_dlc24_cth_gate_master	heroes_agents
cth_gate_master_mount1	wh3_dlc24_veh_zhangu_war_drum	heroes_agents
cth_magistrate_bodyguard_yang_1	infantry_sword	commander
cth_magistrate_bodyguard_yang_2	infantry_spear_halberd	commander
cth_magistrate_bodyguard_yang_3	infantry_spear	commander
cth_magistrate_bodyguard_yang_4	wh2_dlc14_skv_infantry_guandao	commander
cth_magistrate_bodyguard_yang_5	infantry_sword_great	commander
cth_magistrate_bodyguard_yang_6	shock_cavalry	commander
cth_magistrate_bodyguard_yang_7	cavalry	commander
cth_magistrate_bodyguard_yin_1	missile_infantry_bow	commander
cth_magistrate_bodyguard_yin_2	missile_infantry_bow	commander
cth_magistrate_bodyguard_yin_3	wh2_main_hef_missile_infantry_bow_spear	commander
cth_magistrate_bodyguard_yin_4	wh3_ksl_bow_glaive_infantry	commander
cth_magistrate_bodyguard_yin_5	wh2_main_def_missile_infantry_bow_shades_great_weapons	commander
cth_magistrate_bodyguard_yin_6	missile_infantry_rifle	commander
cth_magistrate_bodyguard_yin_7	wh2_dlc11_cst_close_quarters_missile_infantry	commander
cth_magistrate_bodyguard_yin_8	cavalry	commander
cth_magistrate_mount1	wh3_cth_balloon	commander
cth_magistrate_mount2	wh3_cth_balloon	commander
cth_magistrate_mount3	chariot	commander
cth_magistrate_mount4	magic_chariot	commander
cth_magistrate_mount5	wh3_dlc24_veh_zhangu_war_drum	commander
cth_shugengan_yang_bodyguard1	infantry_spear	commander
cth_shugengan_yang_bodyguard2	wh2_dlc14_skv_infantry_guandao	commander
cth_shugengan_yang_bodyguard3	missile_infantry_bow	commander
cth_shugengan_yang_bodyguard4	wh2_dlc11_cst_explosives_infantry	commander
cth_shugengan_yang_bodyguard5	shock_cavalry	commander
cth_shugengan_yang_bodyguard6	cavalry_flying	commander
cth_shugengan_yin_bodyguard1	infantry_spear_halberd	commander
cth_shugengan_yin_bodyguard2	infantry_sword	commander
cth_shugengan_yin_bodyguard3	missile_infantry_bow	commander
cth_shugengan_yin_bodyguard4	wh_dlc05_wef_waystalker	commander
cth_shugengan_yin_bodyguard5	cavalry	commander
cth_shugengan_yin_bodyguard6	cavalry_flying	commander
def_death_hag_bodyguard_1	wh2_main_def_dignitary	heroes_agents
def_death_hag_bodyguard_2	wh2_main_def_dignitary	heroes_agents
def_death_hag_bodyguard_3	wh2_main_def_dignitary	heroes_agents
def_dreadlord_bodyguard_1	missile_infantry_bow	commander
def_dreadlord_bodyguard_2	missile_cavalry_bow	commander
def_dreadlord_bodyguard_3	wh2_main_cold_one	commander
def_dreadlord_bodyguard_4	missile_cavalry_bow	commander
def_dreadlord_bodyguard_5	wh2_main_def_missile_infantry_handbow	commander
def_dreadlord_female_bodyguard_1	infantry_sword	commander
def_dreadlord_female_bodyguard_2	shock_cavalry	commander
def_dreadlord_female_bodyguard_3	wh2_main_cold_one	commander
def_dreadlord_female_bodyguard_4	infantry_spear_halberd	commander
def_high_beastmaster_bodyguard_1	infantry_spear	commander
def_high_beastmaster_bodyguard_2	cavalry	commander
def_high_beastmaster_bodyguard_3	wh2_main_cold_one	commander
def_high_beastmaster_bodyguard_4	wh2_dlc17_bst_manticore	commander
def_khainite_assassin_bodyguard_1	wh2_main_def_spy	heroes_agents
def_khainite_assassin_bodyguard_2	wh2_main_def_spy	heroes_agents
def_master_bodyguard_1	wh2_dlc14_def_champion	heroes_agents
def_master_bodyguard_2	wh2_dlc14_def_champion	heroes_agents
def_master_bodyguard_3	wh2_dlc14_def_champion	heroes_agents
def_master_bodyguard_4	wh2_dlc14_def_champion	heroes_agents
dwf_dragon_slayer_bodyguard1	dwf_dragon_slayer	heroes_agents
dwf_dragon_slayer_bodyguard2	dwf_dragon_slayer	heroes_agents
dwf_dragon_slayer_bodyguard3	dwf_dragon_slayer	heroes_agents
dwf_master_engineer_bodyguard1	wh_main_dwf_master_engineer	heroes_agents
dwf_master_engineer_bodyguard2	wh_main_dwf_master_engineer	heroes_agents
dwf_master_engineer_bodyguard3	wh_main_dwf_master_engineer	heroes_agents
dwf_master_engineer_bodyguard4	wh_main_dwf_master_engineer	heroes_agents
dwf_master_engineer_bodyguard5	wh_main_dwf_master_engineer	heroes_agents
dwf_master_engineer_bodyguard6	wh_main_dwf_master_engineer	heroes_agents
dwf_master_engineer_bodyguard7	wh_main_dwf_master_engineer	heroes_agents
dwf_rune_smith_bodyguard2	wh_main_dwf_runesmith	heroes_agents
dwf_rune_smith_bodyguard3	wh_main_dwf_runesmith	heroes_agents
dwf_thane_bodyguard1	wh_main_dwf_champion	heroes_agents
