key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!!!!!2xunitsize_compat_!scm_totn
hkrul_beorg	wh_dlc06_dwf_throwing_axe	commander
hkrul_haraldur	infantry_spear	heroes_agents
hkrul_hornblower	infantry_hornblower	heroes_agents
hkrul_norsca_axe	infantry_axe	hkrul_nor_norsca
hkrul_norsca_axe_duel	infantry_axe_dual	hkrul_nor_norsca
hkrul_norsca_axe_great	infantry_axe_great	hkrul_nor_norsca
hkrul_norsca_axe_great_hero	infantry_axe_great	heroes_agents
hkrul_norsca_axe_throwing	wh_dlc06_dwf_throwing_axe	hkrul_nor_norsca
hkrul_norsca_beast	giant	hkrul_nor_norsca
hkrul_norsca_drummer_hero	hkrul_infantry_drummer	heroes_agents
hkrul_norsca_javelin_hero	infantry_sword	heroes_agents
hkrul_norsca_longship_lord	scm_nor_ship	commander
hkrul_norsca_longship_ror	scm_nor_ship	artillery_war_machines
hkrul_norsca_missile	wh2_main_missile_infantry_javelin	hkrul_nor_norsca
hkrul_norsca_missile_bow	missile_infantry_bow	hkrul_nor_norsca
hkrul_norsca_missile_bow_hero	missile_infantry_bow	heroes_agents
hkrul_norsca_missile_bow_lord	missile_infantry_bow	commander
hkrul_norsca_spear	infantry_spear	hkrul_nor_norsca
hkrul_norsca_warshrine_lord	wh3_dlc20_chs_warshrine	commander
hkrul_norsca_whip_lord	wh2_dlc09_tmb_whip_infantry	commander
hkrul_shieldmaiden	infantry_hornblower	heroes_agents
hkrul_soren	wh2_dlc12_magic_lore_generic	heroes_agents
nor_skin_wolf_lord	wh_dlc08_nor_skin_wolf_werekin	commander
scm_hero_great_hammer	infantry_hammer_great	heroes_agents
scm_norsca_alfkael	wh2_main_hef_loremaster	heroes_agents
scm_norsca_asta	wh2_main_hef_missile_infantry_bow_spear	heroes_agents
scm_norsca_asta_02	missile_cavalry_bow_wolf	heroes_agents
scm_norsca_ulsdau	wolftribe_scm_norsca_ulsdau	heroes_agents
