key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!!!!!2xunitsize_compat_!!_sartosa_overhaul
infantry_axe_dual_shock	infantry_axe_dual	infantry
sartosa_dwarf_powder_cook	wh_main_dwf_master_engineer	heroes_agents
sartosa_dwarf_powder_cook_blunderbuss	wh2_dlc11_cst_close_quarters_missile_infantry	heroes_agents
sartosa_dwarf_powder_cook_deck_gun	wh2_dlc11_cst_explosives_infantry	heroes_agents
sartosa_dwarf_powder_cook_flame_thrower	dwf_irondrakes	heroes_agents
sartosa_dwarf_powder_cook_pete_gunline	field_gun	heroes_agents
sartosa_mourngul_chariot	chariot	heroes_agents
sartosa_norscan_reaver_captain	wh_main_chs_champion	heroes_agents
sartosa_privateer_captain	wh_main_emp_champion	heroes_agents
undead_carnosaur	wh2_main_lzd_dinosaur	monster_beasts
undead_dragon	dragon	monster_beasts
undead_dread_saurian	wh2_main_lzd_dinosaur	monster_beasts
undead_kharibdyss	wh2_main_def_mon_war_hydra	monster_beasts
undead_mammoth	wh_dlc08_nor_chaos_war_mammoth	monster_beasts
