key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!!!!!2xunitsize_compat_!scm_marienburg
hkrul_mar_cannon	artillery_cannon	artillery_war_machines
hkrul_mar_caravan_hero	wh_main_emp_champion	hkrul_mar_caravan_exclusive
hkrul_mar_cav	shock_cavalry	cavalry_chariots
hkrul_mar_cav_sword	cavalry	cavalry_chariots
hkrul_mar_emp_rocket_battery	emp_rocket_battery	artillery_war_machines
hkrul_mar_field_gun	field_gun	artillery_war_machines
hkrul_mar_flying_monstrous_cavalry	wh2_dlc15_griffon_knights	monster_beasts
hkrul_mar_harbourmaster	wh2_dlc11_cst_gunnery_wight	heroes_agents
hkrul_mar_inf_gsword	infantry_sword_great	infantry
hkrul_mar_inf_sword	infantry_sword	infantry
hkrul_mar_infantry_axe	infantry_axe	infantry
hkrul_mar_infantry_spear	infantry_spear	infantry
hkrul_mar_infantry_spear_halberd	infantry_spear_halberd	infantry
hkrul_mar_manann	ovn_mar_warrior_priest_manann	commander
hkrul_mar_missile_cavalry_bow	missile_cavalry_bow	missile_cavalry_chariots
hkrul_mar_missile_cavalry_rifle	missile_cavalry_rifle	missile_cavalry_chariots
hkrul_mar_missile_infantry_bow	missile_infantry_bow	missile_infantry
hkrul_mar_missile_infantry_pistol	missile_infantry_rifle	missile_infantry
hkrul_mar_missile_infantry_rifle	missile_infantry_rifle	missile_infantry
hkrul_mar_wh2_main_infantry_dual_swords	wh2_main_infantry_dual_swords	infantry
hkrul_mar_wh_dlc07_brt_grail_relique	wh_dlc07_brt_grail_relique	infantry
hkrul_slaver	wh2_dlc14_lord_spear_whip	commander
infantry_goedendag	infantry_goedendag	infantry
infantry_trident	infantry_trident	infantry
mar_warrior_priest_magic_chariot	ovn_mar_warrior_priest_manann	commander
snek_mar_landship	mar_landship	artillery_war_machines
wizard_sea	ovn_mar_lore_sea	heroes_agents
