unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!!ak_kraka
kraka_braves	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_contact_magic_attacks_ammo_type_magic	False
kraka_braves	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_contact_arcane_fire_attacks_ammo_type_arcane_fire	False
kraka_braves	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_contact_magic_attacks_entropic_ammo_type_magic	False
kraka_braves	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
kraka_braves	nanu_dynamic_ror_ability_all_aura_of_healing	False
kraka_braves	nanu_dynamic_ror_ability_all_aura_of_hexing	False
kraka_braves	nanu_dynamic_ror_ability_all_barrier_boost	False
kraka_braves	nanu_dynamic_ror_ability_all_chain_lightning	False
kraka_braves	nanu_dynamic_ror_ability_all_ensorcelled_weapons_contact_magic_attacks_ammo_type_magic	False
kraka_braves	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_contact_arcane_fire_attacks_ammo_type_arcane_fire	False
kraka_braves	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_contact_magic_attacks_entropic_ammo_type_magic	False
kraka_braves	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
kraka_braves	nanu_dynamic_ror_ability_all_field_medic_encourage	False
kraka_braves	nanu_dynamic_ror_ability_all_hunter_snare	False
kraka_braves	nanu_dynamic_ror_ability_all_hunter_trap	False
kraka_braves	nanu_dynamic_ror_ability_all_magma_storm	False
kraka_braves	nanu_dynamic_ror_ability_all_searing_doom	False
kraka_braves	nanu_dynamic_ror_ability_all_unstable_winds	False
kraka_braves	nanu_dynamic_ror_ability_all_urannons_thunderbolt	False
kraka_braves	nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	False
kraka_braves	nanu_dynamic_ror_ability_chorf_all_sadistic_snare	False
kraka_braves	nanu_dynamic_ror_ability_chorf_all_sadistic_snare_bonus_vs_large_ammo_type_anti_large	False
kraka_braves	nanu_dynamic_ror_ability_chorf_all_special_ash_storm_contact_searing_flaming_attacks	False
kraka_braves	nanu_dynamic_ror_ability_chorf_melee_armour_of_gazrakh	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_blood	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_dispelling	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_protection	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_purity	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_rust	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_shielding	False
kraka_braves	nanu_dynamic_ror_ability_melee_aura_of_warding	False
kraka_braves	nanu_dynamic_ror_ability_melee_bathed_in_blood	False
kraka_braves	nanu_dynamic_ror_ability_melee_bathed_in_blood_bonus_vs_infantry	False
kraka_braves	nanu_dynamic_ror_ability_melee_beacon_of_hope	False
kraka_braves	nanu_dynamic_ror_ability_melee_berserk	False
kraka_braves	nanu_dynamic_ror_ability_melee_berserk_bloodthirsty_rampage	False
