unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!MAMMOTH_Mods
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_contact_magic_attacks_ammo_type_magic	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_contact_arcane_fire_attacks_ammo_type_arcane_fire	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_contact_magic_attacks_entropic_ammo_type_magic	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_aura_of_healing	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_aura_of_hexing	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_barrier_boost	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_chain_lightning	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_ensorcelled_weapons_contact_magic_attacks_ammo_type_magic	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_contact_arcane_fire_attacks_ammo_type_arcane_fire	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_contact_magic_attacks_entropic_ammo_type_magic	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_field_medic_encourage	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_hunter_snare	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_hunter_trap	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_magma_storm	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_searing_doom	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_unstable_winds	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_urannons_thunderbolt	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	False
chonky_nor_mon_war_mammoth_1	nanu_dynamic_ror_ability_chorf_all_sadistic_snare	False
