unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!dead_jade_army_pack
jade_archers	nanu_dynamic_ror_ability_all_arcane_blast	False
jade_archers	nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	False
jade_archers	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
jade_archers	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	False
jade_archers	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	False
jade_archers	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
jade_archers	nanu_dynamic_ror_ability_all_aura_of_healing	False
jade_archers	nanu_dynamic_ror_ability_all_aura_of_hexing	False
jade_archers	nanu_dynamic_ror_ability_all_barrier_boost	False
jade_archers	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	False
jade_archers	nanu_dynamic_ror_ability_all_chain_lightning	False
jade_archers	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
jade_archers	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	False
jade_archers	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	False
jade_archers	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
jade_archers	nanu_dynamic_ror_ability_all_field_medic_encourage	False
jade_archers	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	False
jade_archers	nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	False
jade_archers	nanu_dynamic_ror_ability_all_frostfire_tempest	False
jade_archers	nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	False
jade_archers	nanu_dynamic_ror_ability_all_frozen_tomb	False
jade_archers	nanu_dynamic_ror_ability_all_frozen_tomb_aoe	False
jade_archers	nanu_dynamic_ror_ability_all_hunter_snare	False
jade_archers	nanu_dynamic_ror_ability_all_hunter_trap	False
jade_archers	nanu_dynamic_ror_ability_all_magma_storm	False
jade_archers	nanu_dynamic_ror_ability_all_searing_doom	False
jade_archers	nanu_dynamic_ror_ability_all_unstable_winds	False
jade_archers	nanu_dynamic_ror_ability_all_urannons_thunderbolt	False
jade_archers	nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	False
jade_archers	nanu_dynamic_ror_ability_powder_entrench	False
jade_archers	nanu_dynamic_ror_ability_powder_firing_line	False
jade_archers	nanu_dynamic_ror_ability_powder_firing_line_aoe	False
jade_archers	nanu_dynamic_ror_ability_ranged_expert_skirmisher	False
jade_archers	nanu_dynamic_ror_ability_ranged_hawkish_precision	False
jade_archers	nanu_dynamic_ror_ability_ranged_rapid_fire	False
jade_archers	nanu_dynamic_ror_ability_ranged_rapid_fire_aoe	False
jade_archers	nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard	False
jade_archers	nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard_snipe	False
jade_archers	nanu_dynamic_ror_ability_ranged_smokebomb	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_arcane	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_arcane_greater	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_barbed	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_barbed_greater	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_fire_charge	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_fire_charge_greater	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_flaming	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_flaming_greater	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_ice_shard	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_ice_shard_greater	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_piercing	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_piercing_greater	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_poison	False
jade_archers	nanu_dynamic_ror_ability_ranged_volley_poison_greater	False
jade_archers	nanu_dynamic_ror_attribute_all_immPsy_vanguard	False
jade_archers	nanu_dynamic_ror_attribute_all_immune_to_contact	False
jade_archers	nanu_dynamic_ror_attribute_all_perfect_vigour	False
jade_archers	nanu_dynamic_ror_attribute_all_piercing_gaze	False
jade_archers	nanu_dynamic_ror_attribute_all_stalk_vanguard	False
jade_archers	nanu_dynamic_ror_attribute_all_strider_vanguard	False
jade_archers	nanu_dynamic_ror_attribute_all_wayfarer	False
jade_archers	nanu_dynamic_ror_attribute_ranged_piercing_gaze_ammo_type_seeking	False
jade_archers	nanu_dynamic_ror_attribute_ranged_stalk_snipe	False
jade_archers	nanu_dynamic_ror_attribute_ranged_unspottable_snipe_vanguard	False
jade_archers	nanu_dynamic_ror_basic_all_arcane_fire_attacks_ammo_type_arcane_fire	False
jade_archers	nanu_dynamic_ror_basic_all_barrier	False
jade_archers	nanu_dynamic_ror_basic_all_barrier_greater	False
jade_archers	nanu_dynamic_ror_basic_all_flaming_attacks_ammo_type_flaming	False
jade_archers	nanu_dynamic_ror_basic_all_magic_attacks_ammo_type_magic	False
jade_archers	nanu_dynamic_ror_basic_elite_1	False
jade_archers	nanu_dynamic_ror_basic_elite_2	False
jade_archers	nanu_dynamic_ror_basic_elite_3	False
jade_archers	nanu_dynamic_ror_basic_ranged_1	False
jade_archers	nanu_dynamic_ror_basic_ranged_2	False
jade_archers	nanu_dynamic_ror_basic_ranged_3	False
jade_archers	nanu_dynamic_ror_cathay_ability_all_martial_mastery	False
jade_archers	nanu_dynamic_ror_cathay_ability_all_special_heroic_victory_stone_and_steel_attribute_immPsy_encourage	False
jade_archers	nanu_dynamic_ror_cathay_ability_all_special_heroic_victory_strength_of_the_great_bastion_attribute_immPsy_encourage	False
jade_archers	nanu_dynamic_ror_cathay_ability_all_stone_and_steel	False
jade_archers	nanu_dynamic_ror_cathay_ability_all_tactician	False
