key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_!scm_totn
calm_fc_norsca_raven	0	0	30	15	1.0000	axe	creatures_claws		1	1.0000	1.2500	0.0000	false		0	0	2.0		false
dead_drenok_greater_ice_golem	0	25	150	450	12.0000	axe	club_huge	large	12	1.7000	1.2500	0.0000	false	wh_dlc08_unit_contact_frostbite	6	10	2.0		false
dead_drenok_ice_golem	0	0	60	26	2.0000	axe	club_medium	medium	3	1.0000	1.2500	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	2.0		false
hkrul_adella	0	25	250	100	3.0000	sword	sword	medium	5	1.3000	0.7500	0.0000	false		0	10	2.0		false
hkrul_adella_chariot	0	45	250	100	3.0000	sword	sword	medium	5	1.3000	0.7500	0.0000	false		0	10	2.0		false
hkrul_akkorak	25	0	125	285	3.0000	lance	spear	medium	8	1.0000	0.5000	0.0000	false		0	10	2.0		false
hkrul_alfkael	0	0	250	100	3.0000	sword	sword	medium	5	1.3000	0.7500	0.0000	false		0	10	2.0		false
hkrul_asta_spear	35	0	50	250	3.0000	spear	spear	large	4	1.0000	0.5000	0.0000	false		0	2	2.0		false
hkrul_axe_skald	0	0	285	115	3.0000	axe	axe	large	8	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_bear_summon	0	0	100	200	5.0000	axe	creatures_claws	large	7	2.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_bearmen	0	5	32	12	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_beorg	35	0	300	120	3.0000	axe	axe	large	8	1.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_beorg_axe	25	0	315	100	3.0000	axe	axe	large	8	1.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_beorg_bear	0	40	175	300	2.0000	axe	creatures_claws	medium	4	1.5000	1.2500	0.0000	false		0	10	2.0		false
hkrul_beorg_bear_sem	0	25	110	250	5.0000	axe	creatures_claws	large	8	2.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_beorg_bear_touched	0	30	41	35	5.0000	axe	creatures_claws	large	3	1.0000	1.2500	0.0000	false		3	2	2.0		false
hkrul_berus	0	0	150	315	6.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	2.0		false
hkrul_birna	0	30	240	190	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	2.0		false
hkrul_boartusk_boss	0	50	200	425	12.0000	axe	creatures_big	large	7	1.0000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	5	5	1.75		false
hkrul_boartusk_mammoth_ror	0	30	165	375	10.0000	axe	creatures_big	large	5	1.0000	1.2500	0.0000	false		5	5	1.75		false
hkrul_bubos_boss	0	0	193	356	3.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	3	2.0		false
hkrul_drenok	0	15	225	250	1.0000	axe	axe	medium	8	1.5000	1.0000	0.0000	false		0	10	2.0		false
hkrul_drenok_chariot	0	35	225	250	1.0000	axe	axe	medium	8	1.5000	1.0000	0.0000	false		0	10	2.0		false
hkrul_drenok_ice_bear	35	0	42	35	5.0000	axe	creatures_claws	large	3	1.0000	1.0000	0.0000	false	wh_dlc08_unit_contact_frostbite	3	2	2.0		false
hkrul_drenok_wolf	20	0	115	220	6.0000	axe	creatures_claws	medium	4	1.5000	1.0000	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	1.45		false
hkrul_einar	0	30	165	310	7.0000	sword	sword	large	6	1.0000	1.2500	0.0000	true		0	10	2.0		false
hkrul_eyri	0	15	175	300	3.0000	axe	axe	large	8	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_geimdall	0	30	295	150	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	2.0		false
hkrul_godi	0	20	115	300	5.0000	axe	club_huge	large	5	1.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_goftur	0	30	280	150	3.0000	axe	axe	large	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_graill	20	0	110	300	5.0000	axe	axe	large	6	1.0000	1.2500	1.0000	false		0	10	2.0	wh2_dlc17_bst_ghorgon_ror	false
hkrul_grydal	25	0	155	315	5.0000	axe	axe	medium	4	1.0000	1.0000	1.0000	false	wh2_dlc12_unit_contact_flammable	0	10	2.0		false
hkrul_grydal_warshrine	0	0	300	175	6.0000	axe	creatures_claws	very_large	4	1.6000	1.0000	1.0000	false	wh2_dlc12_unit_contact_flammable	0	10	2.0		false
