key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_Updated_crys_leaders
crys_boyar_axe	0	10	250	150	3.0000	axe	axe	medium	7	1.0000	1.2500	0.0000	false		0	10	2.0		false
crys_boyar_dualaxe	0	20	250	250	2.0000	axe	axe	small	5	1.5000	1.2500	0.0000	false		0	10	1.5		false
crys_boyar_greataxe	20	0	120	380	3.0000	axe	axe	small	5	1.5000	1.2500	0.0000	false		0	10	2.0		false
crys_boyar_greatsword	0	20	150	350	3.0000	sword	sword	small	8	1.0000	1.0000	0.0000	false		0	10	2.0		false
crys_boyar_gunhalberd	10	0	100	300	1.0000	axe	axe	medium	2	0.1000	1.2500	0.0000	false		0	10	2.25		false
crys_dwarf_lord_axe	0	0	250	150	2.0000	axe	axe	small	3	1.0000	1.2500	0.0000	false		0	10	2.0		false
crys_dwarf_lord_daemonslayer	0	0	200	350	3.0000	axe	axe	small	5	1.5000	1.5000	0.0000	true		0	10	2.0		false
crys_dwarf_lord_giantslayer	20	0	100	400	3.0000	axe	axe	small	4	1.0000	1.2500	0.0000	false		0	10	2.0		false
crys_dwarf_lord_hammerer	0	0	50	450	3.0000	axe	axe	small	5	1.5000	2.0000	0.0000	true		0	10	2.0		false
crys_dwarf_lord_ranger_axe	0	0	150	300	2.0000	axe	axe	small	3	1.0000	1.2500	0.0000	false		0	10	2.0		false
crys_dwarf_lord_trollslayer	0	20	260	240	2.0000	axe	axe	small	3	1.0000	1.0000	0.0000	false		0	10	2.0		false
