key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_@xou_emp
axe_knight_north_star	0	0	14	15	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false		0	10	2.1		false
banner	0	0	20	20	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	5	499.5		false
cr_emp_hurricanum	0	0	20	6	1.0000	axe	unarmed	very_large	4	1.0000	1.0000	0.0000	false		3	2	2.0		false
emp_cav_griffon_riders_ror	0	0	100	150	7.0000	sword	creatures_claws	large	8	1.0000	1.0000	0.0000	false		0	3	2.0		false
emp_huntsmaster_0	0	0	232	80	3.0000	sword	sword	medium	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
emp_sisters_sigmar	0	10	12	20	3.0000	axe	hammer	medium	3	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_artur	0	20	300	150	3.0000	axe	axe	large	8	1.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_egil	30	0	280	150	3.0000	axe	axe	large	8	1.0000	1.2500	0.0000	false		0	10	2.0		false
hkrul_kant	0	0	220	75	3.0000	sword	staff	medium	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_raphael	0	0	205	110	3.0000	sword	sword	medium	5	1.0000	1.0000	0.0000	true		0	10	2.0		false
hkrul_setanta	20	0	215	85	3.0000	sword	staff	medium	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_setanta_wolf	15	0	100	45	6.0000	axe	creatures_claws	medium	4	1.5000	1.2500	0.0000	false		0	10	1.45		false
hkrul_setanta_wolf_form	30	0	150	285	2.0000	axe	creatures_claws	medium	4	1.5000	1.2500	0.0000	false		0	10	2.0		false
hkrul_starke	0	0	225	70	3.0000	sword	staff	medium	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
hkrul_tochter	0	0	215	85	3.0000	sword	staff	medium	5	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.0		false
hkrul_viggo	0	15	200	110	3.0000	sword	sword	medium	5	1.0000	1.0000	0.0000	false	wh_dlc06_unit_contact_discouraged	0	10	2.0		false
wh_main_emp_halberd_reiksguard	26	0	15	22	1.0000	spear	halberd		1	1.0000	1.0000	0.0000	false		0	10	2.8		false
wh_main_emp_hussar_lance	0	4	21	9	1.4000	lance	spear		1	1.0000	1.0000	0.0000	false		0	10	2.55		false
wh_main_emp_sword_hero_helborg	0	0	170	300	3.0000	sword	sword	medium	3	1.0000	1.0000	0.0000	false		0	10	1.5		false
wh_main_emp_sword_hero_schwarzhelm	0	0	270	132	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	2.0		false
wh_main_emp_sword_reiksguard	0	10	29	9	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	1.95		false
wh_valten_blacksmith_hammers	0	50	200	150	3.0000	axe	hammer	medium	8	1.0000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	2.1		false
xou_thyrus	0	0	245	105	3.0000	sword	sword	medium	5	1.0000	1.0000	1.0000	true	wh_main_unit_contact_morale	0	10	2.0		false
