key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_!!!!!!Champions_of_undeath_merged_fun_tyme																			
blood_dragon_champion_inf_sword	0	0	300	100	3.0000	sword	sword	medium	6	2.0000	1.0000	0.0000	true	bd_the_cold_death	0	10	1.9000		false
blood_dragon_champion_cav_sword	0	0	300	100	4.0000	sword	sword	medium	6	2.0000	1.0000	0.0000	true	bd_the_cold_death	0	10	1.9000		false
blood_dragon_champion_terrorgheist	15	0	100	350	8.0000	axe	claw	large	8	2.5000	1.2500	0.0000	true	bd_the_cold_death	0	10	2.0000		false
blood_dragon_lord_inf_glaive	10	0	140	320	3.0000	spear	halberd	medium	6	1.0000	1.0000	0.0000	true	bd_the_cold_death	0	10	1.9000		false
blood_dragon_lord_cav_glaive	10	0	140	320	6.0000	lance	spear	medium	6	1.2500	1.2500	0.0000	true	bd_the_cold_death	0	10	1.9000		false
bm_blood_dragon_lord_dragon	0	15	100	400	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	true	bd_the_cold_death	0	10	2.0000		false
blood_dragon_mikael_mounted	0	15	200	250	4.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	true	bd_the_cold_death	0	10	1.7500		false
blood_dragon_mikael_hippo_claws	0	15	175	300	6.0000	axe	claw	medium	8	1.3000	1.2500	0.0000	true	bd_the_cold_death	0	10	2.0000		false
blood_dragon_walach_inf_sword	0	10	100	380	4.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	true	bd_the_cold_death	0	10	1.7500		false
blood_dragon_walach_cav_sword	0	10	100	380	4.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	true	bd_the_cold_death	0	10	1.7500		false
blood_dragon_walach_dragon_claws	0	25	180	380	8.0000	axe	claw	large	10	1.0000	1.2500	0.0000	true	bd_the_cold_death	0	10	1.9000		false
depth_guard_champion_axe	0	0	200	200	3.0000	axe	axe	medium	6	1.7500	1.2500	0.0000	true	dg_weeping_blades	0	10	1.7500		false
depth_guard_champion_bonezz	15	0	150	300	20.0000	axe	claw	large	8	1.0000	1.2500	0.0000	true	dg_weeping_blades	0	10	2.0000		false
depth_guard_lord_glaive	10	0	250	200	4.0000	axe	axe	medium	6	1.7500	1.2500	0.0000	true	dg_weeping_blades	0	10	1.7500		false
depth_guard_lord_glaive_kill_me_now	15	0	25	45	4.0000	axe	axe	medium	6	1.7500	1.2500	0.0000	true	dg_weeping_blades	0	10	1.7500		false
depth_guard_lord_bonezz	15	0	200	300	20.0000	axe	claw	large	8	1.0000	1.2500	0.0000	true	dg_weeping_blades	0	10	2.0000		false
depth_guard_xaaggon_flail_axe	0	15	250	200	3.0000	sword	sword	medium	6	1.7000	1.0000	0.0000	true	dg_weeping_blades	0	10	1.7500		false
depth_guard_xaaggon_bonezz	20	0	200	275	20.0000	axe	claw	large	8	1.7000	1.0000	0.0000	true	dg_weeping_blades	0	10	1.7500		false
depth_guard_soggy_duke_trident	20	0	150	300	3.0000	spear	halberd	medium	7	1.0000	1.2500	0.0000	true	dg_weeping_blades	0	10	1.7500		false
depth_guard_soggy_duke_ascended_trident	20	0	150	380	9.0000	axe	axe_huge	large	8	1.0000	1.2500	0.0000	true	dg_weeping_blades	0	10	2.0000		false
soggy_coatl	20	0	150	350	10.0000	axe	claw	large	6	1.0000	1.2500	0.0000	true	dg_weeping_blades	0	10	1.7500		false
drahkenhof_templar_champion_inf_axe	0	0	100	300	1.0000	axe	axe	medium	4	2.0000	1.2500	0.0000	true	dt_soul_siphoner	0	10	1.9000		false
drahkenhof_templar_champion_cav_axe	0	0	100	300	4.0000	axe	axe	medium	4	2.0000	1.2500	0.0000	true	dt_soul_siphoner	0	10	1.9000		false
drahkenhof_templar_champion_manticore_claws	0	15	275	175	8.0000	axe	claw	large	6	2.5000	1.2500	0.0000	true	dt_soul_siphoner	0	10	2.0000		false
drahkenhof_templar_lord_inf_spear_mace	0	10	250	200	3.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.9000		false
drahkenhof_templar_lord_cav_spear_mace	0	10	250	200	4.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.9000		false
drahkenhof_templar_lord_griffon_claws	0	0	150	300	8.0000	sword	claw	large	8	1.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	2.0000		false
drahkenhof_templar_albrecht_claws	15	0	100	350	6.0000	axe	claw	large	8	1.1000	1.2500	0.0000	true	dt_soul_siphoner	0	10	1.4500		false
drahkenhof_templar_anark_sword_0	0	10	180	300	3.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.7500		false
drahkenhof_templar_anark_sword_1	0	10	180	300	4.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.7500		false
drahkenhof_templar_anark_sword_2	0	25	200	325	6.0000	sword	sword	large	8	1.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.9000		false
jade_daimyo_sword	0	0	100	350	4.0000	sword	sword	medium	6	1.8000	1.2500	0.0000	true		0	10	1.7500		false
jade_daimyo_sword_claws	0	0	100	400	4.0000	axe	claw	large	10	1.8000	1.2500	0.0000	true		0	10	2.0000		false
stal_bkc_rider	0	15	140	330	3.0000	axe	hammer	medium	8	1.0000	1.2500	0.0000	true	dt_soul_siphoner	0	10	1.5000		false
stal_bkc_0	0	10	140	330	3.0000	sword	sword	medium	7	2.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.7500		false
stal_bkc_1	0	15	140	330	4.0000	sword	sword	medium	7	2.0000	1.0000	0.0000	true	dt_soul_siphoner	0	10	1.7500		false
tibeius_maul	10	0	150	300	3.0000	axe	hammer_huge	medium	6	1.8000	1.2500	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	2.0000		false
