key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_!!!3_legendary_mount																			
grimgor_immotulz	0	0	60	140	3.0000	axe	axe	medium	3	1.0000	1.2500	0.0000	false		0	10	1.9000		false
sigvald_war_alter	0	0	300	150	6.0000	axe	claw	very_large	8	1.7000	1.2500	0.0000	false	wh3_main_unit_contact_soporific_musk	0	10	2.0000		false
vilitch_war_alter	0	0	290	130	6.0000	axe	claw	very_large	6	1.7000	1.2500	0.0000	true		0	10	2.0000		false
festus_war_alter	0	0	250	125	6.0000	axe	claw	very_large	5	1.6000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	10	2.0000		false
archaon_chaos_dragon	0	0	135	450	8.0000	axe	claw	large	8	1.5000	1.2500	10.0000	true		0	3	1.9000		false
vlad_zombie_dragon	0	0	145	315	9.0000	sword	claw	large	8	1.0000	1.0000	0.0000	false		0	10	2.0000		false
queek_red_guard	0	0	45	130	3.0000	spear	halberd	small	3	1.0000	1.0000	0.0000	false		0	10	2.3000		false
tretch_bonebreaker	10	0	165	255	7.0000	axe	claw	medium	6	1.5000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.0000		false
goblin_big_boss_gigantic_spider	8	0	170	200	3.0000	spear	spear	medium	5	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.0000		false
morathi_manticore	15	0	190	255	6.0000	axe	claw	large	5	1.0000	1.2500	0.0000	false		0	3	1.8000		false
sigvald_exalted_seeker_chariot	0	30	135	225	7.0000	axe	claw	very_large	8	1.1000	1.2500	0.0000	true	wh_main_unit_contact_poison	4	4	2.0000		false
grimgor_stonehorn	0	20	155	405	10.0000	axe	claw	medium	8	1.0000	1.2500	0.0000	false		4	2	1.9000		false
greasus_stonehorn	0	20	135	455	10.0000	axe	claw	medium	8	1.0000	1.2500	0.0000	true		4	2	1.9000		false
azhag_zombie_dragon	0	0	145	390	8.0000	sword	claw	large	7	1.5000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	3	1.9000		false
queek_mutant_rat_ogre	0	25	140	350	6.0000	axe	claw	large	8	1.5000	1.0000	0.0000	false		0	10	1.9000		false
kemmler_ghost_dragon	0	0	140	410	8.0000	axe	claw	large	8	1.0000	1.0000	0.0000	true		0	3	1.9000		false
wightking_skeleton_dragon	0	0	100	330	8.0000	sword	claw	large	6	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	2.0000		false
banshee_terrorgheist	25	0	0	435	6.0000	axe	claw	large	6	1.5000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	3	2.0000		false
valkia_chaos_dragon	0	0	145	425	8.0000	axe	claw	large	8	1.0000	1.2500	10.0000	false		0	3	1.9000		false
vilith_chaos_dragon	0	0	140	410	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	true		0	3	1.9000		false
isabella_varghulf	0	0	195	305	6.0000	axe	claw	medium	6	1.2000	1.2500	0.0000	false		0	10	1.4500		false
varghulf_mount	0	0	200	250	6.0000	axe	claw	medium	6	1.1000	1.2500	0.0000	false		0	10	1.4500		false
khazrak_minotaurs	0	0	150	340	5.0000	axe	axe	very_large	6	1.5000	1.2500	0.0000	false	wh2_dlc17_unit_contact_dazed	3	2	2.0000		false
damned_paladin_hippogryph	20	0	0	440	9.0000	sword	claw	large	8	1.0000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	2.0000		false
malus_chaos_dragon	0	0	150	440	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	false		0	3	1.9000		false
giant_squig	0	40	170	290	10.0000	spear	spear	very_large	8	1.2500	1.0000	0.0000	false	wh_main_unit_contact_poison	4	2	1.9000		false
giant_squig_skarsnik	0	40	175	320	10.0000	spear	spear	very_large	8	1.5000	1.0000	0.0000	false	wh_main_unit_contact_poison	4	2	1.9000		false
harald_hammerstorm_mkho_juggernaut	0	0	100	450	5.0000	axe	hammer_huge	medium	8	1.8000	1.0000	0.0000	false		0	10	1.9000		false
grimgor_rogue_idol_fist	0	0	200	500	12.0000	axe	club_huge	large	10	1.7000	1.2500	0.0000	false		6	6	1.9000		false
