key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_loupi_ten_kingdoms_IE																			
loupi_knights_of_anlec_lance	0	0	15	20	1.0000	lance	spear		1	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_ellyrian_lance	0	0	20	11	2.0000	lance	spear		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_chracian_pike	25	0	5	20	3.0000	spear	spear		4	1.0000	1.0000	0.0000	false		0	10	2.2000		false
loupi_dragon_prince_foot_sword	0	0	30	13	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_shore_rider_spear	0	0	20	8	1.0000	spear	spear		1	1.0000	1.0000	0.0000	false		0	10	2.2500		false
loupi_saphery_pegasus	0	14	20	30	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_avelorn_sword	0	0	22	6	1.0000	sword	sword		4	1.0000	1.0000	0.0000	true	wh_dlc06_unit_contact_blinded	0	10	2.0000		false
loupi_sea_ranger_sword	0	5	25	10	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_eagle_rider_claws	15	0	75	75	7.0000	axe	claw	large	5	1.0000	1.0000	0.0000	false		0	3	2.0000		false
loupi_knights_of_anlec_ror_lance	0	0	15	20	1.0000	lance	spear		1	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_chracian_glaive	15	0	9	27	1.0000	axe	axe		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_swordmaster_ror	0	14	10	35	1.0000	sword	sword		4	1.0000	1.0000	100.0000	true		0	10	2.0000		false
loupi_silverin_spear_ror	20	0	10	22	4.0000	pike	spear		4	1.0000	1.0000	0.0000	false		0	10	2.1000		false
loupi_eagle_claw_ror	0	0	20	6	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_dragon_gate_guard_spear	0	8	30	13	2.0000	spear	spear		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
loupi_avelorn_treeman_claws	0	0	210	490	5.0000	axe	claw	large	10	1.5000	1.0000	0.0000	true		0	10	1.9000		false
loupi_sisters_spear	20	0	20	25	1.0000	spear	spear		4	1.0000	1.0000	1.0000	true		0	10	2.0000		false
loupi_tiranoc_ror_halberd	0	18	11	29	5.0000	axe	claw	very_large	4	1.0000	1.0000	0.0000	false	wh2_dlc12_unit_contact_sundered_armour	3	2	2.0000		false
loupi_ulthane_sword	0	0	30	65	1.0000	sword	sword	medium	2	1.5000	1.0000	0.0000	true		0	10	1.5000		false
loupi_mistwalker_spear	16	0	23	12	1.0000	spear	spear		4	1.0000	1.0000	0.0000	true		0	10	2.1000		false
