key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_ab_mixu_mousillon
mixu_claw_silver_shriekers_ror	0	0	8	22	1.0000	knife	creatures_claws	small	3	1.0000	1.0000	0.0000	true		0	10	1.9		false
mixu_claw_wailing_hags	0	0	8	22	1.0000	knife	creatures_claws	small	3	1.0000	1.0000	0.0000	true	wh2_dlc11_unit_contact_charmed	0	10	1.9		false
mixu_claws_the_grey_men	0	0	40	12	1.0000	sword	creatures_claws	medium	6	1.3000	1.0000	0.0000	false	mixu_msl_unit_contact_entrenched	0	10	1.9		false
mixu_claws_the_grey_men_ror	0	0	0	52	1.0000	sword	creatures_claws	medium	6	1.3000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	1.9		false
mixu_claws_the_old_one	0	0	90	220	6.0000	axe	creatures_claws	very_large	6	1.1000	1.0000	0.0000	false		0	10	1.45		false
mixu_halberd_aucassin_de_hane	25	0	120	280	3.0000	spear	halberd	medium	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
mixu_lance_black_grail_knights	0	0	24	38	1.0000	axe	axe	small	3	1.0000	1.0000	10.0000	true	mixu_msl_unit_contact_balefire	0	10	2.15		false
mixu_lance_dreadwings_ror	22	0	42	14	1.0000	lance	spear	medium	2	1.0000	1.0000	0.0000	false		0	10	2.35		false
mixu_lance_the_rose_lances_ror	18	0	28	9	1.0000	lance	spear		2	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.35		false
mixu_mace_bougars_the_butcher	0	0	100	290	3.0000	axe	axe	large	8	1.0000	1.0000	0.0000	false		0	10	2.15		false
mixu_msl_claws_dracoleech	35	0	100	250	6.0000	axe	creatures_claws	large	6	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	1.85		false
mixu_msl_claws_ghouls_ror	0	14	36	4	1.0000	sword	creatures_claws		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.0		false
mixu_msl_damsel_sword	0	0	280	100	3.0000	sword	sword	medium	6	1.0000	1.0000	0.0000	false		0	10	2.0		false
mixu_msl_dual_swords_bastards_of_chalons	0	0	36	8	1.0000	sword	sword		1	1.0000	1.0000	10.0000	true	mixu_msl_unit_contact_balefire	0	10	2.15		false
mixu_msl_halberd_wight	25	0	110	260	3.0000	spear	halberd	large	4	1.0000	1.0000	0.0000	false		0	10	2.0		false
mixu_msl_lady_of_the_black_grail	0	0	0	300	3.0000	sword	sword	medium	7	1.0000	1.0000	10.0000	true	mixu_msl_unit_contact_balefire	0	10	2.0		false
mixu_msl_lady_of_the_black_grail_coach	0	20	0	260	3.0000	axe	axe	very_large	6	1.0000	1.0000	10.0000	true	mixu_msl_unit_contact_balefire	4	4	2.4		false
mixu_msl_lance_black_knights	10	0	28	9	1.0000	lance	spear		1	1.0000	0.7500	0.0000	false		0	10	2.55		false
mixu_msl_lance_hellsteed_knights	12	0	42	19	1.0000	lance	spear	medium	2	1.0000	1.0000	0.0000	false		0	10	2.35		false
mixu_msl_mon_giant_snail	0	18	100	200	6.0000	sword	creatures_mid	medium	5	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	1.85		false
mixu_msl_squires_spear	16	0	8	20	2.0000	spear	halberd		1	1.0000	0.0000	0.0000	false		0	10	1.9		false
mixu_msl_sword_black_knights	0	8	30	12	1.0000	sword	sword		1	1.0000	1.0000	0.0000	true		0	10	2.0		false
mixu_msl_sword_bougar_knights	0	12	32	8	1.0000	sword	sword		1	1.0000	1.2500	10.0000	false		0	10	2.35		false
mixu_msl_sword_coach_prophetess	0	20	105	155	3.0000	axe	axe	very_large	6	1.0000	1.0000	0.0000	false		4	4	2.4		false
mixu_sword_eustache_of_the_rusting_blade	0	0	270	130	3.0000	sword	sword	medium	3	1.0000	1.0000	0.0000	false		0	10	1.9	wh2_dlc14_skv_cha_snikch	false
mixu_sword_mallobaude	0	20	310	170	3.0000	sword	sword	medium	5	1.0000	1.0000	0.0000	false		0	10	2.0		false
mixu_sword_midnight_ravens_ror	0	0	19	4	1.0000	sword	sword		2	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.3		false
mixu_sword_spectres_of_gisoreux_ror	0	0	22	7	1.0000	sword	sword		2	1.0000	1.0000	0.0000	true		0	10	2.15		false
