key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat__hv_overhaul_hvo
wh_main_emp_spear	15	0	18	6	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.2		false
wh_main_emp_spear_0	15	0	17	8	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.85		false
wh_main_brt_spear_2handed	15	0	15	8	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.85		false
wh_dlc08_brt_lance_errant_ror	5	0	24	9	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	2.55		false
wh_main_brt_lance	5	0	28	9	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	2.55		false
wh_main_brt_lance_grail_knight	18	0	20	24	2.0000	lance	spear	small	2	1.2000	0.5000	0.0000	true		0	10	2.55		false
wh_dlc07_brt_sword_grail_guardian	0	0	30	33	1.0000	sword	sword	small	2	1.2000	0.5000	0.0000	true		0	10	2.25		false
wh_main_brt_lance_pegasus_knights	15	0	42	14	1.0000	lance	spear	medium	2	1.0000	0.5000	0.0000	false		0	10	2.35		false
wh3_main_cth_dragon_guard_halberd	20	0	16	20	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	2.2		false
wh3_main_cth_dragon_guard_halberd_ancestor	20	0	0	36	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	2.2		false
wh2_dlc09_tmb_halberd	19	0	13	16	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	2.45		false
wh3_main_sla_furies_claws	0	0	12	20	1.0000	axe	creatures_claws		1	1.0000	0.5000	0.0000	true		0	0	2.0		false
wh3_main_nur_plague_drone_stinger	4	0	30	75	4.0000	sword	creatures_claws	medium	4	1.0000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	10	2.0		false
wh_dlc02_vmp_blood_knight_lance	22	0	26	20	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	2.55		false
wh2_main_skv_sword	0	0	18	4	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	2.15		false
wh2_main_skv_sword_skavenslaves	0	0	12	3	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	2.15		false
wh2_main_skv_spear	8	0	16	3	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.15		false
wh2_main_skv_spear_skavenslaves	5	0	10	2	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.3		false
wh_main_grn_goblin_spear	0	0	17	6	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.3		false
hv_def_spear_2h_darkriders	0	0	20	9	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.25		false
hv_wef_asrai_2h_spear	15	0	4	22	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.25		false
hv_wef_asrai_1h_spear_weak	15	0	16	9	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.25		false
hv_grn_goblin_dual_sword_poison	0	0	22	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	2.3		false
hv_wef_inf_mournsingers_dual_axe	0	5	7	32	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	2.35		false
hv_wef_inf_mournsingers_dual_axe_ror	0	5	7	32	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	2.35		false
hv_emp_inf_penitent_dual_sword	0	15	270	140	3.0000	sword	sword	medium	3	1.0000	0.7500	1.0000	true		0	10	2.0		false
hv_emp_inf_penitent_scythe	0	0	110	240	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	true		0	10	2.0		false
hv_dwf_rangers_dual_axe	0	5	35	10	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false		0	10	2.15		false
hv_emp_lance_knights_panther	5	0	29	10	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	2.55		false
hv_wef_treeman_sword	0	0	90	375	5.0000	axe	creatures_claws	large	5	1.8000	1.2500	0.0000	true		0	10	2.0		false
hv_brt_inf_carcassonne_elite_2h_spear	15	0	15	10	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	2.85		false
hv_brt_inf_parravon_elite_axe	0	0	17	10	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	2.15		false
hv_brt_inf_bordeleaux_foot_squires_sword	0	0	22	7	1.0000	sword	sword		1	1.0000	0.5000	0.0000	false		0	10	2.15		false
