key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_@LOW_Dragon_Princes_Legion																			
low_hef_dragon_legion_spear_specialist	20	0	24	12	1.0000	spear	spear		4	1.0000	0.7500	0.0000	false		0	10	2.1000		false
low_hef_dragon_legion_spear	16	0	22	10	1.0000	spear	spear		4	1.0000	0.7500	0.0000	false		0	10	2.4000		false
low_hef_dragon_legion_sword_specialist	0	10	26	10	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
low_hef_dragon_legion_sword	0	0	22	10	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.1000		false
low_hef_dragon_legion_sword_cav_specialist	0	12	30	12	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	2.1000		false
low_hef_dragon_legion_lance_cav_specialist	16	0	29	15	1.0000	lance	spear		1	1.0000	0.7500	0.0000	false		0	10	2.5000		false
low_hef_dragon_legion_great_sun_dragon	0	0	145	435	8.0000	axe	claw	large	8	1.5000	1.2500	0.0000	false		0	10	1.9000		false
low_hef_dragon_legion_great_moon_dragon	0	0	145	435	8.0000	axe	claw	large	8	1.5000	1.2500	0.0000	true		0	10	1.9000		false
low_hef_dragon_legion_great_star_dragon	0	0	145	435	8.0000	axe	claw	large	8	1.5000	1.2500	0.0000	false		0	10	1.9000		false
low_hef_dragon_legion_caledorian_chariot	0	24	18	38	5.0000	axe	claw	very_large	4	1.0000	1.2500	0.0000	false		3	2	2.0000		false
low_hef_dragon_legion_corsair_sword_dual_specialist	0	10	24	12	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	1.4000		false
low_hef_dragon_legion_corsair_sword_specialist	0	8	26	10	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	2.0000		false
low_hef_dragon_legion_lord_sword	0	0	220	200	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	2.0000		false
low_hef_dragon_legion_lord_lance	0	0	220	200	3.0000	lance	spear	medium	8	1.0000	1.0000	0.0000	false		0	10	2.0000		false
wh2_main_hef_lance_dragon_princes	0	0	20	24	1.0000	lance	spear		1	1.0000	0.7500	0.0000	false		1	1	2.0000		false
wh2_main_hef_lance_dragon_princes_fireborn	18	0	20	24	1.0000	lance	spear		1	1.0000	0.7500	10.0000	false		1	1	2.0000		false
