key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_!uber_red_host_additional_units
roy_lzd_cold_one_spear	12	0	16	24	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	2.1		false
roy_lzd_horned_one_club	0	0	19	31	2.0000	axe	creatures_claws		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	2.25		false
roy_lzd_krox_mauls_of_sotek	18	0	40	60	2.0000	axe	club_medium	medium	4	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	1.9		false
roy_lzd_red_crests_braves_spear	16	0	16	9	2.0000	spear	spear		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	1.95		false
roy_lzd_red_crests_club	0	0	19	6	1.0000	axe	club		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	2.0		false
roy_lzd_red_crests_club_elite	0	5	21	13	1.0000	axe	club		2	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	1.9		false
roy_lzd_red_crests_spear	16	0	16	8	2.0000	spear	spear		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	1.95		false
roy_lzd_saurus_of_sotek_club	0	6	30	20	2.0000	axe	club_saurus		1	1.0000	0.7500	0.0000	false		0	10	1.85		false
roy_lzd_skink_sotek_blade	0	0	19	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	2.1		false
roy_lzd_skink_temple_guard_spear	18	0	16	22	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	1.95		false
roy_lzd_skink_verminbane_blade	0	8	16	12	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	roy_phase_unit_contact_morale	0	10	2.1		false
roy_lzd_terradon_wing_of_sotek	0	0	45	25	2.0000	axe	creatures_claws	small	4	1.0000	0.7500	0.0000	false		0	10	2.0		false
