key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_derpy_gunpowder_units
derpy_dwf__ironbucklers_leader_melee	0	0	30	40	3.0000	axe	axe	medium	3	0.8000	1.0000	0.0000	false		3	10	0.05		false
derpy_dwf_karaklad_ironbucklers_melee	0	0	15	25	3.0000	axe	club	small	3	0.8000	1.0000	0.0000	false		3	10	0.05		false
derpy_dwf_thunderbreaker_melee	0	0	24	20	3.0000	axe	axe	small	3	0.9000	1.0000	0.0000	false		3	10	0.05		false
derpy_dwf_thunderguard_melee	0	0	12	28	3.0000	axe	axe_2h	small	3	0.8000	0.7500	0.0000	true		3	10	0.05		false
derpy_dwf_valley_guard_melee	0	0	15	29	3.0000	axe	club	small	3	0.8000	1.0000	0.0000	true		3	10	0.05		false
dwf_boar_melee	0	0	40	23	5.0000	axe	axe	medium	3	0.8000	1.2500	0.0000	false		3	10	0.05		false
dwf_goat_melee	0	0	25	20	5.0000	axe	axe	medium	4	0.8000	1.2500	0.0000	false		3	10	0.05		false
dwf_tank_large	0	0	225	50	5.0000	axe	unarmed	very_large	12	1.0000	0.7500	0.0000	false		8	2	2.0		false
dwf_tank_small	0	0	50	60	4.0000	axe	unarmed	very_large	6	1.0000	0.7500	0.0000	false		3	2	2.0		false
dwf_turret_none	0	0	0	0	0.0000	axe	axe	medium	3	0.8000	1.2500	0.0000	false		3	10	0.05		false
