key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/!!!!!!!50meleeattackspeed_compat_!!YL_binzhong
YLlyxw_weapon	0	0	14	47	4.0000	sword	halberd	medium	3	1.0000	1.0000	1.0000	true	yinglongzhixi	0	10	2.0		false
YL_pjcw_weapon	0	0	18	20	3.0000	sword	sword	medium	1	1.0000	1.0000	1.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	2.0		false
YL_lycs_weapon	0	0	15	7	1.0000	sword	sword	small	1	1.0000	1.0000	1.0000	false		0	10	2.15		false
YL_xtw_weapon	0	12	35	75	3.0000	axe	axe_medium	medium	3	1.0000	1.0000	0.0000	false		0	10	1.9		false
YL_yhcf_weapon	25	0	180	520	12.0000	axe	claw	large	12	1.7000	1.2500	1.0000	true	ranyanxiongwei	0	10	1.9		false
YL_cgs_weapon	0	8	19	9	1.0000	sword	halberd		1	1.0000	1.0000	0.0000	false	posui	0	10	2.0		false
YL_zsyw_weapon	0	0	110	60	3.0000	sword	sword_medium	medium	3	1.0000	1.2500	1.0000	false		0	10	2.0		false
YL_sxdw_weapon	0	2	13	30	1.0000	sword	sword	small	3	1.0000	1.0000	0.0000	false		0	10	1.9		false
YL_chlw_weapon	0	0	21	3	0.0000	sword	sword		1	1.0000	1.0000	0.0000	false		0	10	2.15		false
YL_hytj_weapon	12	0	20	28	2.0000	axe	axe	small	3	1.0000	0.7500	0.0000	false		0	10	1.95		false
YL_zyxj_weapon	0	0	18	16	2.0000	lance	spear	small	2	1.0000	0.7500	0.0000	false		0	10	1.9		false
YL_lysw_weapon	0	0	35	85	4.0000	sword	stone_club_medium	medium	4	1.0000	1.0000	0.0000	true	liangyibian	0	10	1.6		false
