key	text	tooltip
#Loc;1;text/@@zerooz_nur_units.loc		
land_units_onscreen_name_nur_inf_plague_cultist	Plague Cultists	false
unit_description_short_texts_text_nur_inf_plague_cultist	Their job is to spread plague; they may look like ordinary people, but their bodies are no longer human.	false
land_units_onscreen_name_chs_inf_chaos_marauders_mnur_throwing_axes	Marauders of Nurgle (Throwing Axes)	false
land_units_onscreen_name_chs_inf_death_guard_mnur	Death Guard	false
unit_description_short_texts_text_chs_inf_death_guard_mnur	They are beyond the Chosen of Nurgle and act as the gardeners of Nurgle's garden, emitting a stench potent enough to rot everything.	false
land_units_onscreen_name_nur_cav_plague_cultist	Plague Spreaders	false
unit_description_short_texts_text_nur_cav_plague_cultist	Mounted for faster plague spreading and quicker escape from towns.	false
land_units_onscreen_name_chs_cav_chaos_knights_mnur_axe	Chaos Knights (Great Axes)	false
unit_description_short_texts_text_chs_cav_chaos_knights_mnur_axe	Chaos Knights wielding poison-coated great axes capable of rotting anything they touch, including armor and bones.	false
land_units_onscreen_name_chs_cav_death_reaper_mnur	Death Reapers	false
unit_description_short_texts_text_chs_cav_death_reaper_mnur	Loyal followers of Nurgle, wielding scythes as symbols of their role as the Father’s emissaries, leaving a trail of skeletons.	false
land_units_onscreen_name_nur_mon_plague_toads_armoured	Armored Plague Toads of Nurgle	false
unit_description_short_texts_text_nur_mon_plague_toads_armoured	More powerful toads, usually not leaving Nurgle’s garden, often collecting and decorating themselves with discarded parts from the garden.	false
land_units_onscreen_name_nur_inf_centigors_throwing_axes	Centigors of Nurgle (Throwing Axes)	false
unit_description_short_texts_text_nur_inf_centigors_throwing_axes	Centigors throwing poison-tipped axes; they lack heavy armor but are faster moving.	false
land_units_onscreen_name_nur_inf_centigors_great_axe	Centigors of Nurgle (Great Axes)	false
unit_description_short_texts_text_nur_inf_centigors_great_axe	Centigors wielding heavy weapons, crushing all enemies in sight. Blessed by the Plague Father with strong life and heavier armor.	false
land_units_onscreen_name_nur_inf_plague_ogres_cannon	Plague Ogres (Nurgling Cannon)	false
unit_description_short_texts_text_nur_inf_plague_ogres_cannon	Plague Ogres using a once-great cannon, now firing Nurgle's essence that has parasitized them.	false
unit_description_short_texts_text_inf_chaos_marauders_mnur_throwing_axes	Plague Marauders throw axes to smash enemy armor, making it simpler and quicker.	false
