key	text	tooltip
#Loc;1;text/@@zerooz_haven_units.loc		
unit_description_short_texts_text_haven_crossbowman	Experienced crossbowmen who have guarded the walls of the capital for generations.	true
land_units_onscreen_name_haven_crossbowman	Castle Crossbowmen	true
unit_description_short_texts_text_haven_praetorian	Also known as the Golden Cloaks, these officers have earned their honorable status through courageous deeds and fearless hearts.	true
land_units_onscreen_name_haven_praetorian	Praetorians	true
unit_description_short_texts_text_haven_squire	Elite infantry who can effectively withstand enemy charges, creating opportunities for other units to defeat the enemy.	true
land_units_onscreen_name_haven_squire	Royal Guards	true
unit_description_short_texts_text_haven_royal_hippogryph	Trained and powerful beasts that aid the Bretonnians in battle.	true
land_units_onscreen_name_haven_royal_hippogryph	Royal Hippogryphs	true
unit_description_short_texts_text_haven_sunrider	Cavalry who have accepted a sacred mission as the elite Sun Knights.	true
land_units_onscreen_name_haven_sunrider	Knights of the Radiant Order	true
unit_description_short_texts_text_haven_sunrider_sun	Cavalry who have accepted a sacred mission as the elite Sun Knights.	false
land_units_onscreen_name_haven_sunrider_sun	Knights of the Radiant Order	false
unit_description_short_texts_text_haven_paladin	The Paladins are the elite troops and ultimate defenders of Bretonnia.	true
land_units_onscreen_name_haven_paladin	Paladins	true
unit_description_short_texts_text_haven_inquisitor	The Inquisitors are faithful upholders of the doctrines of the Dragon of Light, Elrath.	true
land_units_onscreen_name_haven_inquisitor	Inquisitors	true
unit_description_short_texts_text_haven_zealot	Guided by higher powers, Zealots use their staff weapons to whip those heretics.	true
land_units_onscreen_name_haven_zealot	Zealots	true
unit_description_short_texts_text_haven_angel	Angels are the humanoid manifestations of the Dragon of Light, Elrath, and the ultimate embodiment of its power.	false
land_units_onscreen_name_haven_angel	Angels	false
unit_description_short_texts_text_haven_arcangel	Among the holy ranks of the Dragon of Light's servants, Archangels are the highest beings.	false
land_units_onscreen_name_haven_arcangel	Archangels	false
unit_description_short_texts_text_haven_judge	They roam throughout Bretonnia in the name of the Lake of the Lake, monitoring and judging various injustices.	false
land_units_onscreen_name_haven_judge	Magistrates	false
