key	text	tooltip
#Loc;1;text/@@@Deer24batuoniya/!!!deer24_kkability.loc		
unit_abilities_onscreen_name_BJQSBAB	Crusader Knights	false
unit_abilities_tooltip_text_BJQSBAB	Knights of Glory will fearlessly throw themselves into the war against the great enemies of Order.	false
unit_abilities_onscreen_name_YZQSBAB	The Glory of the Thirteen	false
unit_abilities_tooltip_text_YZQSBAB	The miracles of the Grail Champions are once again witnessed on mortal soil. Here and now, a new legend is being written!	false
unit_abilities_onscreen_name_SZQSBAB	The Lion Roars	false
unit_abilities_tooltip_text_SZQSBAB	The proud lions dare to face any challenge.	false
unit_abilities_onscreen_name_YEZHUQSBAB	Savage Fury	false
unit_abilities_tooltip_text_YEZHUQSBAB	As the war becomes bloodier, these furious warriors will also sacrifice themselves.	false
unit_abilities_onscreen_name_FMQSBAB	Pegasus Radiance	false
unit_abilities_tooltip_text_FMQSBAB	These noble knights will always lend a hand whenever people are in need.	false
