key	text	tooltip
#Loc;1;text/!!!YL_bingzhong.loc		
ui_unit_groupings_onscreen_YLlyxw	[[col:yellow]]Battleguard[[/col]]	false
ui_unit_groupings_onscreen_YL_pjcw	[[col:yellow]]Ranged Battleguard[[/col]]	false
ui_unit_groupings_onscreen_YL_lycs	Shield & Double-Barreled Shotgun	false
ui_unit_groupings_onscreen_YL_xtw	Axe & Shield Monster Infantry	false
ui_unit_groupings_onscreen_YL_yhcf	[[col:red]]Molten Beasts[[/col]]	false
ui_unit_groupings_onscreen_YL_cgs	Short Spear Infantry	false
ui_unit_groupings_onscreen_YL_zsyw	Monster Artillery	false
ui_unit_groupings_onscreen_YL_sxdw	Sword & Musket Hybrid Infantry	false
ui_unit_groupings_onscreen_YL_hytj	Guan Dao Cavalry	false
ui_unit_groupings_onscreen_YL_SHSQB	Guardian Lion Cavalry	false
ui_unit_bullet_point_enums_onscreen_name_LYXW	Bloodguard	false
ui_unit_bullet_point_enums_onscreen_name_YLZX	Breath of Yinglong	true
ui_unit_bullet_point_enums_onscreen_name_CW	Musket Guard	false
ui_unit_bullet_point_enums_onscreen_name_LY	Dragonfire	false
ui_unit_bullet_point_enums_onscreen_name_LY1	Thunderfire	false
ui_unit_bullet_point_enums_onscreen_name_RYXW	Blazing Fury	false
ui_unit_bullet_point_enums_onscreen_name_CFZL	Imbued with the Spirit of Chaofeng	false
ui_unit_bullet_point_enums_onscreen_name_PS	Shattering	false
ui_unit_bullet_point_enums_onscreen_name_ZD	Concussive	false
ui_unit_bullet_point_enums_onscreen_name_JZ_anti_infantry	Melee Anti-Infantry	false
ui_unit_bullet_point_enums_onscreen_name_YC_anti_large	Ranged Anti-Large	false
ui_unit_bullet_point_enums_onscreen_name_CH	Residue Rockets	false
ui_unit_bullet_point_enums_onscreen_name_FWSH	Area Damage	false
ui_unit_bullet_point_enums_onscreen_name_YYJ	Moon Shadow Arrows	false
ui_unit_bullet_point_enums_onscreen_name_HTZY	Earth-Shaking Charge	false
ui_unit_bullet_point_enums_onscreen_name_ZYM	Cloud Chasing Spear	false
ui_unit_bullet_point_enums_onscreen_name_YYXJ	Yin Yang Harmony	false
ui_unit_bullet_point_enums_onscreen_name_LYTB	Dualforce Iron Whip	false
unit_description_short_texts_text_YLlyxw	A hundred battles, crimson blood seeps through inky armor, gleaming blades shatter the wicked.	false
unit_description_short_texts_text_YL_pjcw	Nan-Gau summons heavenly fire, dragon flames blaze in all directions.	false
unit_description_short_texts_text_YL_lycs	A unit armed with the new double-barreled blunderbuss from the Nan-Gau Celestial Foundry.	false
unit_description_short_texts_text_YL_xtw	Ogre warriors blessed by the blood of Xing Tian, they are the best breakthrough specialists on the front line.	false
unit_description_short_texts_text_YL_yhcf	A ferocious beast forged by the Celestial Foundry in collaboration with the Astronomer Royal, imbued with the spirit of Chaofeng.	false
unit_description_short_texts_text_YL_cgs	These Short Spearmen may not be well-trained, but they often participate in military drills.	false
unit_description_short_texts_text_YL_zsyw	The Earthshaker Terracotta Sentinels are another masterpiece of the Celestial Foundry, although it may seem unorthodox to traditional workshops.	false
unit_description_short_texts_text_YL_sxdw	Equipped with the new Celestial Foundry's charged musket-blade - the Divine Saltpeter Musket and the Xuan Dao, a unit composed of elites drawn from various units.	false
unit_description_short_texts_text_YL_chlw	The Remnant Fire units are composed of experienced peasant archers, and disrupting enemy formations with residue rockets during battle is their specialty.	false
unit_description_short_texts_text_YL_hytj	Still as a fortress, moving like a mountain!	false
unit_description_short_texts_text_YL_zyxj	Swift horses chase clouds across the snow, silver spears break formations and strike fear into the enemy.	false
unit_description_short_texts_text_YL_lysw	Duality intertwined, hardness and softness combined.	false
land_units_onscreen_name_YLlyxw	Dragonfang Bloodguard	false
land_units_onscreen_name_YL_pjcw	Vanguard Musket Guard	false
land_units_onscreen_name_YL_lycs	Thunderfire Gunners	false
land_units_onscreen_name_YL_xtw	Xing Tian Guard	false
land_units_onscreen_name_YL_yhcf	Inferno Chaofeng	false
land_units_onscreen_name_YL_cgs	Short Spearmen	false
land_units_onscreen_name_YL_zsyw	Earthshaker Terracotta Sentinels	false
land_units_onscreen_name_YL_sxdw	Divine Saltpeter Bladeguard	false
land_units_onscreen_name_YL_chlw	Remnant Fire Forest Guard	false
land_units_onscreen_name_YL_hytj	Mountainquaker Iron Cavalry	false
land_units_onscreen_name_YL_zyxj	Cloud Chasing Cavalry	false
land_units_onscreen_name_YL_lysw	Dualforce Lion Guard	false
special_ability_phases_onscreen_name_yinglongzhixi	[[col:red]][[img:ui/battle ui/ability_icons/yinglongzhixi.png]][[/img]]Breath of Yinglong[[/col]]	true
special_ability_phases_onscreen_name_longyan	[[col:red]][[img:ui/battle ui/ability_icons/longyan.png]][[/img]]Dragonfire![[/col]]	false
special_ability_phases_onscreen_name_leiyan	[[col:red]][[img:ui/battle ui/ability_icons/leiyan.png]][[/img]]Thunderfire![[/col]]	false
special_ability_phases_onscreen_name_ranyanxiongwei	[[col:red]][[img:ui/battle ui/ability_icons/ranyanxiongwei.png]][[/img]]Blazing Fury![[/col]]	false
special_ability_phases_onscreen_name_posui	[[col:red]][[img:ui/battle ui/ability_icons/posui.png]][[/img]]Shattering![[/col]]	false
special_ability_phases_onscreen_name_zhendang	[[col:red]][[img:ui/battle ui/ability_icons/zhendang.png]][[/img]]Concussive![[/col]]	false
special_ability_phases_onscreen_name_rongchuan	[[col:red]][[img:ui/battle ui/ability_icons/rongchuan.png]][[/img]]Melt Through![[/col]]	false
special_ability_phases_onscreen_name_canhuo	[[col:red]][[img:ui/battle ui/ability_icons/canhuo.png]][[/img]]Remnant Fire![[/col]]	false
special_ability_phases_onscreen_name_yuezhiying	[[col:red]][[img:ui/battle ui/ability_icons/yuezhiying.png]][[/img]]Shadow of the Moon![[/col]]	false
special_ability_phases_onscreen_name_yueyingjian	[[col:red]][[img:ui/battle ui/ability_icons/yueyingjian.png]][[/img]]Moon Shadow Arrows![[/col]]	false
special_ability_phases_onscreen_name_dangkou	[[col:red]][[img:ui/battle ui/ability_icons/dangkou.png]][[/img]]Bandit Suppression![[/col]]	false
special_ability_phases_onscreen_name_zhuiyunmao	[[col:red]][[img:ui/battle ui/ability_icons/zhuiyunmao.png]][[/img]]Cloud Chasing Spear[[/col]]	false
special_ability_phases_onscreen_name_liangyibian	[[col:red]][[img:ui/battle ui/ability_icons/liangyibian.png]][[/img]]Dualforce Whip![[/col]]	false
special_ability_phases_onscreen_name_qiankunliuzhuan1	[[col:green]]Qian Yang Cycle[[/col]]	false
special_ability_phases_onscreen_name_qiankunliuzhuan2	[[col:green]]Kun Yin Cycle[[/col]]	false
unit_abilities_onscreen_name_yuxueshachang	Bathed in Blood	false
unit_abilities_onscreen_name_jianwei	Sword Wall	false
