key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_!ak_teb
teb_asarnil_dragon	dr1_dragon	wh2_main_hef_mon_star_dragon	body	teb_asarnil_dragon	wh_main_vo_culture_Dragon_Small
teb_barded_lupio	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	teb_barded_lupio	wh_main_vo_culture_Horse
teb_cadavo_barded_horse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	teb_cadavo_barded_horse	wh_main_vo_culture_Horse
teb_catrazza_griffon	bc2_griffon	wh_main_flying_griffon_blood	plate	teb_catrazza_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
teb_gausser_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	teb_gausser_pegasus	wh_main_vo_culture_Pegasus
teb_golden_lion_mount	bc2_deathclaw	wh3_dlc24_cth_mon_celestial_lion	plate	teb_golden_lion_mount	wh3_dlc24_vo_culture_celestial_lion
teb_lucrezzia_steed	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	leather	teb_lucrezzia_steed	wh_main_vo_culture_Horse
teb_lupio_demi	bc2_demigryph	wh_main_cavalry_slow_hero_blood	plate	teb_lupio_demi	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
teb_roc_montecastello	hr1_warhorse	wh_dlc04_emp_cavalry_blazing_sun_blood	plate	wh_brt_warhorses_barded_faction_colours	wh_main_vo_culture_Horse
teb_templar_demi	bc2_demigryph	wh_main_cavalry_slow_hero_blood	plate	teb_templar_demi	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
teb_warhorse_360_riders	hr1_warhorse	teb_warhorse_360_riders	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
teb_warhorse_barded_borgio	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	warhorse_barded_borgio_campaign	wh_main_vo_culture_Horse
teb_warhorse_barded_captain_120	hr1_warhorse	teb_warhorse_barded_captain_120	plate	wh_emp_warhorse_armoured	wh_main_vo_culture_Horse
teb_warhorse_barded_militia_knights	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh_brt_warhorses_barded_faction_colours	wh_main_vo_culture_Horse
teb_warhorse_borgio	hr1_warhorse	teb_warhorse_lanze	leather	wh_emp_warhorse_campaign	wh_main_vo_culture_Horse
teb_warhorse_carab	hr1_warhorse	teb_warhorse_carab	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
teb_warhorse_ducale	hr1_warhorse	wh_main_cavalry_slow_blood	plate	teb_warhorse_ducale	wh_main_vo_culture_Horse
teb_warhorse_ducale_LH	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	teb_warhorse_ducale	wh_main_vo_culture_Horse
teb_warhorse_encarmine	hr1_warhorse	wh_main_cavalry_slow_blood	plate	teb_warhorse_encarmine	wh_main_vo_culture_Horse
teb_warhorse_lanze	hr1_warhorse	teb_warhorse_lanze	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
teb_warhorse_teb_freelance_knights	hr1_warhorse	wh_dlc04_emp_cavalry_blazing_sun_blood	plate	wh_brt_warhorses_barded_faction_colours	wh_main_vo_culture_Horse
teb_warhorse_venators	hr1_warhorse	wh_main_cavalry_slow_blood	plate	teb_warhorse_venators	wh_main_vo_culture_Horse
