key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_!!scm_motm
gnoblar_spider_chariot	sp1_arachnarok	wh_main_monster_spider_giant_blood	body	gnoblar_spider_chariot_spider	wh_main_vo_culture_Spider_Large
hunter_spider_chariot	sp1_arachnarok	wh_main_monster_spider_giant_blood	body	hunter_spider_chariot_spider	wh_main_vo_culture_Spider_Large
motm_gutter_stonehorn	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	stone	motm_gutter_stonehorn	wh3_main_vo_culture_Ogres
motm_vazgrat_rhinox	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	motm_vazgrat_rhinox	wh3_main_vo_culture_Ogres
motm_white_rhinox	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	motm_white_rhinox	wh3_main_vo_culture_Ogres
ogr_arachnarok_spider_flinger	ogr_arachnarok_spider_flinger_stand	wh_main_monster_spider_arachnarok_blood	body	grn_arachnarok_flinger	wh_main_vo_culture_Spider_Small
ogr_lava_arachnarok_ror_spider	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	ogr_lava_arachnarok_ror_spider	wh_main_vo_culture_Spider_Small
um_bul_mallet_arachnarok	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	um_bul_mallet_arachnarok	wh_main_vo_culture_Spider_Small
um_ogr_blackpowder_draft	hq2_wh3_mournfang_draught	wh3_main_ogr_veh_rhinox_draught	body	um_ogr_blackpowder_draft	wh3_main_vo_culture_Ogres
um_ogr_flamefang	hq2_wh3_mournfang	um_ogr_flamefang_cavalry	body	um_ogr_flamefang	wh3_main_vo_culture_Ogres
um_ogr_fulg_brood	rt1_dlc16_brood_horror	wh2_dlc12_skv_mon_brood_horror_blood	body	lab_skv_brood_horror_mount	wh2_main_vo_culture_Skaven
