key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ghs_great_harmony
cth_armour_warpanda	be1_wh3_warbear	cth_armour_warpanda	plate	cth_armour_warpanda	wh_main_vo_culture_Kislev
cth_black_longma_heavy	hr1_pegasus	wh3_main_flying_jade_longma_blood	leather	cth_black_longma_heavy	wh_main_vo_culture_Pegasus
cth_dragon_turtle	cth_dragon_turtle	cth_dragon_turtle_slow	body	cth_dragon_turtle	wh2_main_vo_culture_Lizardmen
cth_fire_horse	hr1_warhorse	cth_fire_horse	plate	cth_fire_horse	wh_main_vo_culture_Horse
cth_fire_longma_nowing	hr1_warhorse	cth_fire_longma_nowing	plate	cth_fire_longma_nowing	wh_main_vo_culture_Horse
cth_missile_horse	hr1_warhorse	cth_missile_horse	plate	cth_missile_horse	wh_main_vo_culture_Horse
cth_sky_clouds	hr1_warhorse	cth_sky_cloud	plate	cth_sky_clouds	wh_main_vo_culture_Horse
cth_steed_chariot	hr1_warhorse_draught	cth_dark_warchariot_true	plate	cth_warchariot_horse_heavy	wh_main_vo_culture_Horse
dragon_boat	cth_dragon_boat1	dragon_boat	plate	cth_dragon_boat	wh3_main_vo_culture_Cathay
dwf_ancestor_statue	gi2_cst_colossus	dwf_ancestor_statue	bone	dwf_ancestor_statue	vo_culture_Invalid
dwf_cannon_chariot	bo1_warboar_draught	dwf_goat_rider_medieum_blood	leather	dwf_goat_hammer_mnt	wh_main_vo_culture_Horse
dwf_flame_cannon_chariot	bo1_warboar_draught	dwf_goat_rider_medieum_blood	leather	dwf_goat_hammer_mnt	wh_main_vo_culture_Horse
dwf_goat_hammer_mnt	bo1_goat	dwf_goat_rider_heavy_blood	heavy_metal	dwf_goat_hammer_mnt	wh_main_vo_culture_Horse
dwf_goat_ironbreaker_mnt	bo1_goat	dwf_goat_rider_medieum_blood	leather	dwf_goat_ironbreaker_mnt	wh_main_vo_culture_Horse
dwf_goat_ranger_mnt	bo1_goat	dwf_goat_rider_light_blood	chainmail	dwf_goat_ranger_mnt	wh_main_vo_culture_Horse
dwf_goat_slayer_mnt	bo1_goat	dwf_goat_rider_light_blood	body	dwf_goat_slayer_mnt	wh_main_vo_culture_Horse
dwf_grimnir	gi2_cst_colossus	dwf_god_machine	bone	dwf_grimnir	vo_culture_Invalid
dwf_grungni	gi2_cst_colossus	dwf_god_machine	bone	dwf_grungni	vo_culture_Invalid
