key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ab_mixu_mousillon
mixu_msl_barded_nightmare_characters	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_msl_barded_nightmare_characters	wh_main_vo_culture_Skeletal_horse
mixu_msl_barded_nightmare_red_coach	mixu_hr1_skeletal_steed_red_draught	mixu_msl_cavalry_hero_blood	plate	mixu_msl_skeletal_steed_characters	wh_main_vo_culture_Skeletal_horse
mixu_msl_barded_warhorse_mallobaude	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	leather	msl_barded_warhorse_mallobaude	wh_main_vo_culture_Horse
mixu_msl_hellsteed_knights	hr1_pegasus	wh_main_flying_pegasus_blood	leather	mixu_msl_hellsteed	wh_main_vo_culture_Skeletal_horse
mixu_msl_hippogryph_generic	bc2b_hippogryph	wh_main_brt_mnt_hippogryph_hero_blood	leather	msl_hippogryph_generic	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
mixu_msl_hippogryph_mallobaude	bc2b_hippogryph	wh_main_brt_mnt_hippogryph_hero_blood	leather	msl_hippogryph_mallobaude	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
mixu_msl_skeletal_steed	hr1_skeletal_steed	mixu_msl_cavalry_knights	plate	mixu_msl_skeletal_steed	wh_main_vo_culture_Horse
mixu_msl_skeletal_steed_black_grail_knights	mixu_hr1_skeletal_steed_black_grail_knights	mixu_msl_cavalry_knights_heavy_blood	plate	mixu_msl_skeletal_steed	wh_main_vo_culture_Skeletal_horse
mixu_msl_skeletal_steed_red_coach_flying	mixu_hr1_skeletal_steed_coach_flying	mixu_msl_cavalry_hero_blood	plate	msl_skeletal_steed_ethereal_red	wh_main_vo_culture_Skeletal_horse
mixu_msl_skeletal_steed_the_rose_lances	hr1_skeletal_steed	mixu_msl_cavalry_knights	leather	msl_skeletal_steed_the_rose_lances	wh_main_vo_culture_Skeletal_horse
mixu_msl_skeletal_steed_wight	hr1_skeletal_steed	mixu_msl_cavalry_hero_blood	plate	mixu_msl_skeletal_steed_characters	wh_main_vo_culture_Skeletal_horse
msl_barded_warhorse_characters	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	msl_barded_warhorse_characters	wh_main_vo_culture_Horse
msl_warhorse_basic	hr1_warhorse	wh_main_brt_mnt_cavalry_fast_blood	plate	msl_horse	wh_main_vo_culture_Horse
