key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ovn_araby
ovn_arb_mnt_air_skiff	bl3_araby_air_skiff	ovn_arb_flying_air_skiff	bone	ovn_arb_veh_air_skiff	vo_culture_None
ovn_arb_mnt_camel	cm1_camel	ovn_arb_mnt_camel	body	ovn_arb_mnt_camel	wh_main_vo_culture_Stag
ovn_arb_mnt_camel_armoured	cm1_camel	ovn_arb_mnt_camel_armoured	chainmail	ovn_arb_mnt_camel_armoured	wh_main_vo_culture_Stag
ovn_arb_mnt_camel_hero	cm1_camel	ovn_arb_mnt_camel_hero	body	ovn_arb_mnt_camel	wh_main_vo_culture_Stag
ovn_arb_mnt_camel_magus	cm1_camel	ovn_arb_mnt_camel_armoured_hero	chainmail	ovn_arb_mnt_camel_armoured_ror	wh_main_vo_culture_Stag
ovn_arb_mnt_elephant	el1_elephant	ovn_arb_mon_elephant_blood	body	ovn_arb_mnt_elephant	vo_culture_Invalid
ovn_arb_mnt_emir_warhorse_hero	hr1_warhorse	wh2_main_hef_mnt_barded_steed_hero	plate	ovn_arb_mnt_sipahis_warhorse	wh_main_vo_culture_Horse
ovn_arb_mnt_fatandira_roc	bi1_eagle	wh_dlc05_wef_mon_great_eagle_blood	body	ovn_arb_mnt_fatandira_roc	wh_main_vo_culture_Hawk
ovn_arb_mnt_fatandira_warhorse	hr1_warhorse	wh2_main_hef_mnt_barded_steed_hero	plate	ovn_arb_mnt_fatandira_warhorse	wh_main_vo_culture_Horse
ovn_arb_mnt_flying_carpet	fc2_flying_carpet	ovn_arb_cav_flying_carpet	leather	ovn_arb_mnt_flying_carpet	vo_culture_Invalid
ovn_arb_mnt_flying_carpet_hero	fc2_flying_carpet	ovn_arb_cav_flying_carpet_hero	leather	ovn_arb_mnt_flying_carpet	vo_culture_Invalid
ovn_arb_mnt_flying_carpet_ror	fc2_flying_carpet	ovn_arb_cav_flying_carpet	leather	ovn_arb_mnt_flying_carpet_ror	vo_culture_Invalid
ovn_arb_mnt_hippo	bo1_warboar	ovn_arb_cav_hippo_blood	body	ovn_arb_mnt_hippo	wh_dlc03_vo_culture_Boar
ovn_arb_mnt_horse	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	ovn_arb_horse	wh_main_vo_culture_Horse
ovn_arb_mnt_horse_desert_dog	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	ovn_arb_horse_desert_dogs	wh_main_vo_culture_Horse
ovn_arb_mnt_knight_warhorse	hr1_warhorse	wh2_main_hef_mnt_barded_steed	plate	ovn_arb_mnt_knight_warhorse	wh_main_vo_culture_Horse
ovn_arb_mnt_radiant_pegasus_emir	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	ovn_radiant_pegasus_emir	wh_main_vo_culture_Pegasus
ovn_arb_mnt_radiant_pegasus_sheikh	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	ovn_radiant_pegasus_sheikh	wh_main_vo_culture_Pegasus
ovn_arb_mnt_royal_war_elephant	el1_elephant	ovn_arb_mon_royal_elephant_blood	chainmail	ovn_arb_mnt_royal_war_elephant	vo_culture_Invalid
ovn_arb_mnt_sheikh_warhorse_hero	hr1_warhorse	wh2_main_hef_mnt_barded_steed_hero	plate	ovn_arb_mnt_sheikh_warhorse	wh_main_vo_culture_Horse
ovn_arb_mnt_sipahis_warhorse_ror	hr1_warhorse	wh2_main_hef_mnt_barded_steed	plate	ovn_arb_mnt_sipahis_warhorse_ror	wh_main_vo_culture_Horse
ovn_arb_mnt_war_elephant	el1_elephant	ovn_arb_mon_war_elephant_blood	body	ovn_arb_mnt_war_elephant	vo_culture_Invalid
ovn_arb_mnt_war_elephant_cannon_ror	el1_elephant	ovn_arb_mon_war_elephant_cannon_blood	body	ovn_arb_mnt_war_elephant_ror_2	vo_culture_Invalid
ovn_arb_mnt_war_elephant_ravager_ror	el1_elephant	ovn_arb_mon_elephant_ror_blood	body	ovn_arb_mnt_war_elephant_ror_1	vo_culture_Invalid
