key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ror_all
wh3_main_cth_mnt_horse_heavy_ror	hr1_warhorse	jadehorse	plate	wh3_main_cth_mnt_horse_hero_ror	wh_main_vo_culture_Horse
wh3_main_cth_mnt_jade_longma_heavy_ror	hr1_wh3_longma	longma	plate	wh3_main_cth_mnt_jade_longma_lord	wh_main_vo_culture_Pegasus
wh3_main_cth_mnt_sky_junk_bomber	sj1_wh3_skyjunk01	skyjunk	leather	8skyjunk	wh3_main_vo_culture_Cathay
wh3_main_kho_mnt_juggernaut_bloodcrusher_ror	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut_ror	plate	wh3_main_kho_juggernaut_bloodcrusher_ror	vo_culture_Invalid
wh3_main_kho_mnt_skullcannon_pro	wm_wh3_skullcannon_blood_throne01	wh3_main_kho_vehicle_skullcannon_pro	plate	wh3_main_kho_veh_skullcannon_0_	vo_culture_Invalid
wh3_main_ksl_mnt_horse_medium_pro	hr1_warhorse	wh3_main_ksl_cav_winged_lancers_0	leather	wh3_main_ksl_horse_heavy_tzar	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_war_bear_draught_little_grom_ror	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_little_grom_blood_pro	plate	wh3_main_ksl_mon_elemental_bear_grom	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_heavy_pro	be1_wh3_warbear_katarin	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_rors	wh_main_vo_culture_Kislev
wh3_main_ogr_mnt_rhinox_ror	hq2_wh3_mournfang	rhinox	body	wh3_main_ogr_veh_rhinox_draft_rors	wh3_main_vo_culture_Ogres
wh3_main_ogr_veh_rhinox_draft_ror	hq2_wh3_mournfang_draught	rhinox_draught	body	wh3_main_ogr_veh_rhinox_draft_ror	wh3_main_vo_culture_Ogres
wh3_main_sla_mnt_steed_of_slaanesh_draught_ror	rp1_wh3_steed_of_slaanesh_draught	wh3_main_sla_cavalry_steed_of_slaanesh_draught	body	wh3_main_sla_mnt_steed_of_slaanesh_draught_ror	vo_culture_Invalid
wh3_main_sla_mnt_steed_of_slaanesh_ror	rp1_steed_of_slaanesh	wh3_main_sla_cavalry_steed_of_slaanesh_blood	body	wh3_main_sla_mnt_steed_of_slaanesh_ror	vo_culture_Invalid
wh3_main_sla_mnt_steed_of_slaanesh_ror_1	rp1_steed_of_slaanesh	wh3_main_sla_cavalry_steed_of_slaanesh_blood	body	wh3_main_sla_mnt_steed_of_slaanesh_ror	vo_culture_Invalid
wh3_main_tze_burning_chariot_ror	wm_wh3_burning_chariot01	wh3_main_flying_tze_burning_chariot	body	wh3_main_tze_mnt_burning_chariot_of_tzeentch_0_ror	vo_culture_None
