key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_DEER24Cathay
LX_deer_horse	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	wh3_main_cth_mnt_horse_hero	wh_main_vo_culture_Horse
burenjia_ma	hr1_warhorse	wh3_dlc20_chs_mnt_chaos_steed_knights	leather	burenjia_ma	wh_main_vo_culture_Pegasus
chituma	hr1_warhorse	chituma	leather	chituma	wh_main_vo_culture_Horse
cth_steed_chariot	hr1_tomb_steed_draught	wh2_dlc09_tmb_cav_skeletal_steed_chariot	plate	wh3_main_cth_mnt_horse_heavy	wh_main_vo_culture_Horse
deer_baochuan	sj1_wh3_skyjunk01	deer_baochuan	leather	deer_baochuan	wh3_main_vo_culture_Cathay
deer_cth_hanxin_bixie	bc2_deathclaw	wh3_dlc24_cth_mon_celestial_lion	leather	deer_cth_hanxin_bixie	wh2_dlc15_vo_culture_War_Lion
deer_cth_jinfo_lion	bc2_deathclaw	wh3_dlc24_cth_mon_celestial_lion	leather	deer_cth_jinfo_lion	wh2_dlc15_vo_culture_War_Lion
deer_cth_tianshi_qilin	hr1_warhorse	wh_dlc05_wef_cav_stag_blood	plate	deer_cth_tianshi_qilin	wh_main_vo_culture_Horse
deer_cth_yangjian_horse	hr1_warhorse	wh_dlc05_wef_cav_stag_blood	plate	deer_cth_yangjian_horse	wh_main_vo_culture_Horse
deer_cth_zhouyu_horse2	sj1_wh3_skyjunk01	deer_cth_zhouyu_horse2	leather	deer_cth_zhouyu_horse2	wh3_main_vo_culture_Cathay
deer_cth_zhugeliang_3	bi1_dlc24_moon_bird	wh3_dlc24_cth_mon_great_moon_bird	body	deer_cth_zhugeliang_3	wh_main_vo_culture_Eagle
deerduanzhu_horse	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	wh3_main_cth_mnt_horse_hero	wh_main_vo_culture_Horse
deershizi_horse	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	wh3_main_cth_mnt_horse_hero	wh_main_vo_culture_Horse
doushen_horse	hr1_warhorse	wh2_main_hef_cavalry_fast_blood	leather	wh3_main_cth_mnt_horse_hero	wh_main_vo_culture_Horse
doushen_longma	hr1_warhorse	doushen_longma	leather	doushen_longma	wh_main_vo_culture_Pegasus
guanyu_horse	hr1_wh3_longma	wh3_deer24_MOXIAN_blood	leather	guanyu_horse	wh_main_vo_culture_Pegasus
jinwu_longma	hr1_warhorse	wh3_dlc20_chs_mnt_chaos_steed_knights	leather	jinwu_longma	wh_main_vo_culture_Pegasus
qinqiong_ma	hr1_wh3_longma	wh_main_flying_pegasus_hero_blood	leather	qinqiong_ma	wh_main_vo_culture_Pegasus
wh3_deer24_BAIMA	hr1_warhorse	wh_dlc05_wef_cav_stag_blood	plate	wh3_deer24_BAIMA	wh_main_vo_culture_Horse
wh3_deer24_LUOPAN_BAIMA	hr1_warhorse	wh3_main_cth_veh_oxen_draught_compass	leather	wh3_deer24_BAIMA	wh_main_vo_culture_Horse
wh3_deer24_MA	hr1_warhorse	wh_main_cavalry_slow_blood	leather	wh3_deer24_MA	wh_main_vo_culture_Horse
wh3_deer24_NUQIMA	hr1_warhorse	wh_main_cavalry_fast_blood	leather	wh3_main_ksl_horse_light	wh_main_vo_culture_Horse
wh3_deer24_QILIN	st1_dlc16_great_stag	wh2_dlc16_wef_cav_great_stag_hero_blood	body	wh3_deer24_QILIN	wh_main_vo_culture_Pegasus
wh3_deer24_QINTONGLONGMA	hr1_wh3_longma	wh3_main_cth_veh_oxen_draught_artillery	leather	wh3_deer24_QINTONGLONGMA	wh_main_vo_culture_Pegasus
wh3_deer24_chishizi	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_deer24_chishizi	vo_culture_Invalid
wh3_deer24_jiaNUQIma	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh3_deer24_jiaNUQIma	wh_main_vo_culture_Horse
wh3_deer24_jinhunqilin	st1_dlc16_great_stag	wh2_dlc16_wef_cav_great_stag_blood	body	wh3_deer24_jinhunqilin	wh_main_vo_culture_Pegasus
wh3_deer24_jiuselu	st1_dlc16_great_stag	wh2_dlc16_wef_cav_great_stag_hero_blood	body	wh3_deer24_jiuselu	wh_main_vo_culture_Horse
