key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_bodyguards_allinone_en
banshee_mount1_mount	hr1_skeletal_steed_draught	banshee_mount1_mount	leather	wh_vmp_coach_nightmare	wh_main_vo_culture_Skeletal_horse
brt_bodyguard_mount_hippogryph_legendary	bc2b_hippogryph	brt_bodyguard_mount_hippogryph_legendary	chainmail	wh_brt_hippogryphs_lord_faction_colours	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
brt_bodyguard_mount_hippogryph_lord	bc2b_hippogryph	brt_bodyguard_mount_hippogryph_lord	chainmail	wh_brt_hippogryphs_lord	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
brt_bodyguard_mount_warhorse_fast_lord	hr1_warhorse	brt_bodyguard_mount_warhorse_fast_lord	leather	wh_brt_warhorses	wh_main_vo_culture_Horse
brt_bodyguard_mount_warhorse_legendary	hr1_warhorse	brt_bodyguard_mount_warhorse_legendary	plate	wh_brt_warhorses_barded_faction_colours	wh_main_vo_culture_Horse
brt_bodyguard_mount_warhorse_lord	hr1_warhorse	brt_bodyguard_mount_warhorse_lord	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
brt_damsel_bodyguard_mount_fly	hr1_pegasus	brt_damsel_bodyguard_mount_fly	leather	wh_brt_royal_pegasus	wh_main_vo_culture_Pegasus
brt_damsel_bodyguard_mount_mel	hr1_warhorse	brt_damsel_bodyguard_mount_mel	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
brt_damsel_bodyguard_mount_shk	hr1_warhorse	brt_damsel_bodyguard_mount_shk	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
brt_henri_le_massif_bodyguard_mount_fly	hr1_pegasus	brt_henri_le_massif_bodyguard_mount_fly	leather	wh_brt_royal_pegasus	wh_main_vo_culture_Pegasus
brt_henri_le_massif_bodyguard_mount_mel	hr1_warhorse	brt_henri_le_massif_bodyguard_mount_mel	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
brt_henri_le_massif_bodyguard_mount_shk	hr1_warhorse	brt_henri_le_massif_bodyguard_mount_shk	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
brt_paladin_bodyguard_mount_fly	hr1_pegasus	brt_paladin_bodyguard_mount_fly	leather	wh_brt_royal_pegasus	wh_main_vo_culture_Pegasus
brt_paladin_bodyguard_mount_mel	hr1_warhorse	brt_paladin_bodyguard_mount_mel	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
brt_paladin_bodyguard_mount_shk	hr1_warhorse	brt_paladin_bodyguard_mount_shk	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
chd_bodyguard_war_machine_mount1	default_skeleton	chd_bodyguard_war_machine_mount1	heavy_metal	dummy_variant	vo_culture_Invalid
chd_bodyguard_war_machine_mount2	default_skeleton	chd_bodyguard_war_machine_mount2	heavy_metal	dummy_variant	vo_culture_Invalid
chd_bodyguard_war_machine_mount3	default_skeleton	chd_bodyguard_war_machine_mount3	heavy_metal	dummy_variant	vo_culture_Invalid
chd_bodyguard_war_machine_mount4	default_skeleton	chd_bodyguard_war_machine_mount4	heavy_metal	dummy_variant	vo_culture_Invalid
