key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_!TW_Millennium_Public
wh_twm_emp_mnt_air_reikland_t5_biplane_mg	wm_biplane01	wh_twm_emp_biplane	plate	wh_twm_emp_air_reikland_t5_biplane_mg	vo_culture_None
wh_twm_emp_mnt_air_reikland_t5_bomber	wm_bomber_01	wh_twm_emp_giant_plane	plate	wh_twm_emp_air_reikland_t5_bomber	vo_culture_None
wh_twm_emp_mnt_air_t5_zeppelin_general	wm_zeppelin_general_01	wh_twm_zeppelin_general	plate	wh_twm_emp_air_reikland_t5_zeppelin_general	vo_culture_None
wh_twm_emp_mnt_air_t5_zeppelin_heavy	wm_zeppelin_heavy_01	wh_twm_zeppelin_heavy	heavy_plate	wh_twm_emp_air_reikland_t5_zeppelin_heavy	vo_culture_None
wh_twm_emp_mnt_air_t5_zeppelin_medium	wm_zeppelin_medium_01	wh_twm_zeppelin_medium	plate	wh_twm_emp_air_reikland_t5_zeppelin_medium	vo_culture_None
wh_twm_emp_mnt_air_t5_zeppelin_small	wm_zeppelin_light_01	wh_twm_zeppelin_light	plate	wh_twm_emp_air_reikland_t5_zeppelin_small	vo_culture_None
wh_twm_emp_mnt_air_t5_zeppelin_willhelm	wm_zeppelin_willhelm_01	wh_twm_zeppelin_general	plate	wh_twm_emp_air_reikland_t5_zeppelin_general	vo_culture_None
wh_twm_emp_mnt_heavy_tank	wm_emp_heavy_tank_01	wh_twm_heavy_tank	heavy_metal	wh_twm_emp_veh_reikland_t5_heavy_tank	vo_culture_None
wh_twm_emp_mnt_heavy_tank_flame	wm_emp_heavy_tank_01	wh_twm_heavy_tank	heavy_metal	wh_twm_emp_veh_reikland_t5_heavy_tank_flame	vo_culture_None
wh_twm_emp_mnt_heavy_tank_gelt	wm_emp_heavy_tank_gelt	wh_twm_heavy_tank	heavy_metal	wh_twm_emp_veh_reikland_t5_heavy_tank_gelt	vo_culture_None
wh_twm_emp_mnt_medium_tank	wm_emp_medium_tank_01	wh_twm_medium_tank	heavy_metal	wh_twm_emp_veh_reikland_t5_medium_tank	vo_culture_None
wh_twm_emp_mnt_modern_mechanical_steed	hr2_twm_mechanical_steed	wh_twm_mechanical_steed_modern	heavy_metal	wh_twm_emp_mnt_modern_mechanical_steed	vo_culture_None
wh_twm_emp_mnt_modern_warhorse	hr1_warhorse	wh_twm_warhorse_modern	plate	wh_twm_emp_modern_warhorse	wh_main_vo_culture_Horse
wh_twm_emp_mnt_modern_warhorse_cuirassier	hr1_warhorse	wh_twm_warhorse_modern	plate	wh_twm_emp_modern_warhorse_cuirassier	wh_main_vo_culture_Horse
wh_twm_emp_mnt_modern_warhorse_draught	hr1_emp_artillery_draught_horse	wh_twm_warhorse_modern	plate	wh_twm_emp_cav_draught_horse_tier_5	wh_main_vo_culture_Horse
wh_twm_emp_mnt_modern_warhorse_draught_invisible	hr1_emp_artillery_draught_horse	wh_twm_emp_art_draught_horse_invisible		wh_twm_emp_cav_draught_horse_tier_5_invisible	
wh_twm_emp_mnt_super_heavy_tank	wm_emp_super_heavy_tank_01	wh_twm_super_heavy_tank	heavy_metal	wh_twm_emp_veh_reikland_t5_super_heavy_tank	vo_culture_None
