key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ovn_grudgebringers
black_grail_knights_horse	hr1_skeletal_steee	wh_main_vmp_cav_skeletal_steed_hero	plate	black_grail_knights_horse	wh_main_vo_culture_Skeletal_horse
carlsson_cavalry_horse	hr1_warhorse	wh_main_emp_cav_outriders_blood	leather	carlsson_cavalry_horse	wh_main_vo_culture_Horse
grail_knights_tristan_de_la_tourtristan_de_la_tour_horse	hr1_warhorse	wh_main_brt_mnt_cavalry_knights_blood	plate	grail_knights_tristan_de_la_tourtristan_de_la_tour_horse	wh_main_vo_culture_Horse
grudgebringer_cavalry_mount	hr1_warhorse	grudgebringer_cavalry_mount_entity	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
knights_of_the_realm_bertrand_le_grande_horse	hr1_warhorse	wh_main_brt_mnt_cavalry_knights_blood	plate	knights_of_the_realm_bertrand_le_grande_horse	wh_main_vo_culture_Horse
ludwig_uberdorf_mechanical_steed_horse	hr1_warhorse	wh_main_vmp_cav_skeletal_steed_barded_hero	heavy_plate	ludwig_uberdorf_mechanical_steed_horse	wh_main_vo_culture_Skeletal_horse
luther_flamenstrike_horse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	leather	luther_flamenstrike_horse	wh_main_vo_culture_Horse
morgan_bernhardt_horse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	leather	morgan_bernhardt_horse	wh_main_vo_culture_Horse
oath_stone_bearers_dwarf_envoy	th1_shield_bearers	ovn_grudge_dwf_shield_bearers	chainmail	oath_stone_bearers_dwarf_envoy	wh_main_vo_culture_Dwarf
ragnars_wolves_horse	hr1_warhorse	ragnars_wolves_horse	leather	ragnars_wolves_horse	wh_main_vo_culture_Horse
vladimir_stormbringer_mount	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	vladimir_stormbringer_mount	wh_main_vo_culture_Horse
wh_main_van_mnt_warhorse_barded	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh_van_warhorse_armoured	wh_main_vo_culture_Horse
