key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_@xou_emp
emp_cav_knight_north_star	hr1_warhorse	wh_main_cavalry_slow_blood	plate	emp_cav_knight_north_star_warhorse	wh_main_vo_culture_Horse
emp_cav_knights_higth_helms_mount	hr1_warhorse	wh3_main_ksl_cav_gryphon_legion_0	plate	emp_cav_knights_higth_helms_mount	wh_main_vo_culture_Horse
emp_gelt_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	emp_gelt_pegasus	wh_main_vo_culture_Pegasus
emp_helborg_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	emp_helborg_warhorse	wh_main_vo_culture_Horse
emp_mnt_imp_dragon	dr1_dragon	wh2_main_hef_mon_sun_dragon_blood	body	emp_mnt_imp_dragon	wh_main_vo_culture_Dragon_Small
emp_schwartzhelm_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	emp_schwartzhelm_warhorse	wh_main_vo_culture_Horse
emp_sister_sigmar_bertha_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	emp_sister_sigmar_bertha_warhorse	wh_main_vo_culture_Horse
emp_zintler_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	emp_zintler_warhorse	wh_main_vo_culture_Horse
hkrul_artur_imperial_griffon	bc2_griffon	wh_main_flying_griffon_blood	plate	xou_artur_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
hkrul_artur_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	xou_artur_pegasus	wh_main_vo_culture_Pegasus
hkrul_artur_warhorse_barded	hr1_warhorse	wh_main_cavalry_slow_blood	plate	xou_artur_warhorse_armoured	wh_main_vo_culture_Horse
hkrul_kant_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	leather	hkrul_kant_warhorse	wh_main_vo_culture_Horse
hkrul_raphael_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	hkrul_raphael_warhorse	wh_main_vo_culture_Horse
hkrul_setanta_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	leather	hkrul_setanta_warhorse	wh_main_vo_culture_Horse
hkrul_starke_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	leather	hkrul_starke_warhorse	wh_main_vo_culture_Horse
hkrul_tochter_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	leather	hkrul_tochter_warhorse	wh_main_vo_culture_Horse
hkrul_viggo_mount	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	hkrul_viggo_warhorse	wh_main_vo_culture_Horse
snek_wh_mount_iron_colossus	gi2_emp_iron_colossus	snek_iron_colossus	body	emp_iron_colossus	vo_culture_Invalid
wax_emp_valten_althandin	hr1_warhorse	wh2_main_hef_cavalry_fast_malhandir_blood	plate	wax_emp_valten_althandin	wh_main_vo_culture_Horse
wax_emp_valten_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	wax_emp_valten_warhorse	wh_main_vo_culture_Horse
xou_thyrus_mount	hr1_thyrus_warhorse	wh_main_cavalry_slow_hero_blood	plate	xou_thyrus_warhorse	wh_main_vo_culture_Horse
