key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ab_unwashed_masses
gnob_cav_pigback_riders	mixu_hu5_pigback	gnob_cav_pigback_riders	body	gnob_pigback	vo_culture_None
gnob_cav_pigback_riders_javelin	mixu_hu5_pigback	gnob_cav_pigback_riders_javelin	body	gnob_pigback	vo_culture_None
gnob_cha_gnoblar_throne_01	mixu_gnob_throne01	wh_main_dwf_veh_dwarf_throne_blood	body	gnob_gnoblar_throne_01	vo_culture_None
gnob_cha_gnoblar_throne_bezer	mixu_gnob_throne01	wh_main_dwf_veh_dwarf_throne_blood	body	gnob_gnoblar_throne_bezer	vo_culture_None
gnob_lava_arachnarok	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	gnob_lava_arachnarok	wh_main_vo_culture_Spider_Small
gnob_mon_rhinox_platform_01	hq2_wh3_mournfang	gnob_mon_rhinox_platform_01	body	gnob_rhinox_platform_01	wh3_main_vo_culture_Ogres
gnob_mon_rhinox_platform_02	hq2_wh3_mournfang	gnob_mon_rhinox_platform_01	body	gnob_rhinox_platform_02	wh3_main_vo_culture_Ogres
gnob_pigback_character	mixu_hu5_character_pigback	gnob_cav_pigback_riders_character	body	gnob_pigback_character	vo_culture_None
gnob_ror_knights_of_pigbarter	mixu_hu5_pigback	gnob_ror_knights_of_pigbarter	body	gnob_pigback_ror	vo_culture_None
gnob_ror_mist_dragons	hu7d_fimir_dual_axes	wh_dlc08_nor_monster_fimir_blood	body	gnob_ror_mist_dragons_fimir	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend
gnob_sabretusk_bloodnose	bc4_wh3_sabretusk	gnob_mon_sabretusk_bloodnose	body	gnob_sabretusk	wh_main_vo_culture_Var_Creature
gnob_sabretusk_chariot	mixu_bc4_sabretusk_chariot	wh2_dlc15_hef_mon_war_lion	body	wh3_main_ogr_sabretusk_pack_0	wh_main_vo_culture_Var_Creature
