key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_Trajanns_Khorne_Compilation
KhoKnightsRORSteed	hr1_wh3_dlc20_large_heavy_horse	wh3_dlc20_chs_mnt_chaos_steed_mkho_lords	plate	KhoKnightsRORSteed	wh_main_vo_culture_Horse
KhoShrineRORShrine	wm_wh3_blood_throne01	wh3_main_kho_mnt_blood_shrine	plate	KhoShrineRORShrine	vo_culture_Invalid
bloodsaurian	rp4_dlc13_dread_saurian_howdaah	bloodsaurian	body	bloodsaurian	vo_culture_Invalid
bloodsaurian_normal	rp4_dlc13_dread_saurian_howdaah	bloodsaurian	body	bloodsaurian_normal	vo_culture_Invalid
eku_arachnarok_spider_mount	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	eku_arachnarok_spider_mount	wh_main_vo_culture_Spider_Small
eku_dragon_princes_mounted_mount	hr1_warhorse	wh2_main_hef_mnt_barded_steed_dragon_princes	plate	eku_dragon_princes_mounted_mount	wh_main_vo_culture_Horse
eku_heavy_war_sled_mount	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_heavy_war_sled_blood	plate	eku_heavy_war_sled_mount	wh_main_vo_culture_Kislev
eku_juggernaught_chariot_mount	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut	plate	eku_juggernaught_chariot_mount	vo_culture_Invalid
eku_thundertusk_mount	hq3b_dlc26_thundertusk	wh3_dlc26_ogr_monster_thundertusk	body	eku_thundertusk_mount	wh3_main_vo_culture_Ogres
traj_azrakaar_mount	ox1_dlc23_taurus_mount	wh3_dlc23_chd_mnt_bale_taurus	plate	traj_azrakaar_mount_taurus	wh3_dlc23_vo_culture_Chd_Bale_Taurus
traj_blood_dragon_longma_ror_mount	hr1_wh3_longma	wh3_main_flying_jade_longma_blood	leather	traj_blood_dragon_longma_ror_mount	wh_main_vo_culture_Pegasus
traj_bloodcharger_mount	st1_dlc16_great_stag	wh2_dlc16_wef_cav_great_stag_blood	body	traj_bloodcharger_mount	wh_main_vo_culture_Horse
traj_bloodcrusher_ror_mount	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut	plate	traj_bloodcrusher_ror_mount	vo_culture_Invalid
traj_bloodfeaster_mount	bc2_griffon	wh_main_flying_griffon_blood	plate	traj_bloodfeaster_mount	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
traj_bloodfeaster_mount_ror	bc2_griffon	wh_main_flying_griffon_blood	plate	traj_bloodfeaster_mount_ror	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
traj_bloodqueen_lord_mount_dragon	dr1_dragon	wh2_main_def_black_dragon_blood	body	traj_bloodqueen_lord_mount_dragon	wh_main_vo_culture_Dragon_Large
traj_bloodqueen_lord_mount_griffon	bc2_griffon	wh_main_flying_griffon_legendary_blood	body	traj_bloodqueen_lord_mount_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
traj_bloodqueen_lord_mount_raptor	rp3_cold_one	wh2_main_def_cavalry_cold_one_170_hero_blood	body	traj_bloodqueen_lord_mount_raptor	wh2_main_vo_culture_Dark_Elves
traj_bloodseeker_mount	hr1_pegasus	wh_main_flying_pegasus_hero_blood	plate	traj_bloodseeker_mount	wh_main_vo_culture_Pegasus
traj_bloodtracker_mount	rp3_cold_one	wh2_main_def_cavalry_cold_one_blood	body	traj_bloodtracker_mount	wh2_main_vo_culture_Dark_Elves
traj_castellan_skullcrusher_mount	hq4_wh3_juggernaut	traj_castellan_skullcrusher_mount	plate	traj_castellan_skullcrusher_mount	vo_culture_Invalid
traj_elder_mount_stegadon	hq1_stegadon	wh2_main_lzd_mon_stegadon_platform_zlaaq	body	traj_elder_mount_stegadon	wh2_main_vo_culture_Lizardmen
traj_hespia_mount_dragon	dr1_dragon	traj_hespia_dragon	body	traj_hespia_mount_dragon	wh_main_vo_culture_Dragon_Large
traj_hespia_mount_griffon	bc2_griffon	wh_main_flying_griffon_legendary_blood	body	traj_hespia_mount_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
traj_hespia_mount_raptor	rp3_cold_one	wh2_main_def_cavalry_cold_one_170_hero_blood	body	traj_hespia_mount_raptor	wh2_main_vo_culture_Dark_Elves
traj_hespia_ror_mount	rp3_cold_one	wh2_main_def_cavalry_cold_one_blood	body	traj_hespia_ror_mount	wh2_main_vo_culture_Dark_Elves
traj_kho_bastiladon_engine	hq1_bastiladon	wh2_main_lzd_mon_bastiladon_platform	body	traj_kho_bastiladon_engine	wh2_main_vo_culture_Lizardmen
