key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_AAA_dynasty_of_the_damned
astro_dead_horse_hero	dy_of_da_hr1_skeletal_steed	wh_main_cavalry_slow_blood	leather	jiang_astro_steed	wh_main_vo_culture_Skeletal_horse
astro_dead_jade_longma_hero	dy_of_da_hr1_wh3_longma	wh_main_flying_pegasus_hero_blood	leather	jiang_longma	wh_main_vo_culture_Skeletal_horse
astro_necrocoil	sj1_wh3_skylantern01	wh3_main_cth_flying_sky_lantern	leather	jiang_necro_coil	wh_main_vo_culture_Vampire
dotd_hu1_pegasus	dotd_hr1_hu1_pegasus	wh_main_flying_pegasus_hero_blood	leather	jiang_longma	wh_main_vo_culture_Skeletal_horse
dy_of_da_vmp_mnt_barded_skeletal_steed	dy_of_da_hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed_barded	plate	wh_vmp_barded_skeletal_steed	wh_main_vo_culture_Skeletal_horse
dy_of_da_vmp_mnt_skeletal_steed	dy_of_da_hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed	bone	wh_vmp_skeletal_steed_black	wh_main_vo_culture_Skeletal_horse
jaugral_yuwei_mount	dy_of_da_dr1_dragon_zombie	flying_jaugrel_blood	body	jaugrel_dragon	wh_main_vo_culture_Dragon_Large
jiang_longma	dy_of_da_hr1_wh3_longma	wh3_main_flying_jade_longma_blood	leather	jiang_longma	wh_main_vo_culture_Skeletal_horse
jiang_mnt_oxen_draught_artillery	vigpro_skeleton_ox	wh3_main_cth_veh_oxen_draught_artillery	bone	skeleton_cth_oxen	wh_main_vo_culture_Skeletal_horse
jiang_mnt_sky_lantern	wh3_shadow_lantern	wh3_main_cth_flying_sky_lantern	leather	jiang_shadow_lantern	wh_main_vo_culture_Skeletal_horse
jiang_vmp_mnt_zombie_corpse_cart	hu1_vampire_zombie_sword_draught	wh_dlc04_vehicle_zombie_corpse_cart	body	cth_zombie_corpse_cart	wh_main_vo_culture_Skeletal_horse
vmp_jiang_mnt_oxen_draught_compass	vigpro_skeleton_ox	vmp_jiang_veh_oxen_draught_compass	leather	skeleton_cth_oxen	wh_main_vo_culture_Skeletal_horse
