key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_@exp_roster_compilation
dec_oblivion_dragon	dr1_dragon	dec_lords_oblivion	body	dec_oblivion_dragon	wh_main_vo_culture_Dragon_Large
deco_chd_hobhound	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	deco_chd_hobhound	wh_main_vo_culture_Wolf
deco_griffon_knights_mount	bc2_griffon	wh_main_flying_griffon_blood	plate	deco_griffon_knights_mount	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
deco_meadow_chariots	hr1_warhorse_draught	wh_dlc05_wef_cavalry_fast_360_blood	leather	wh_dlc05_wef_elven_steed	wh_main_vo_culture_Horse
deco_skywardens_mount	bi1_hawk	wh_dlc05_wef_hawk_blood	body	deco_skywardens_mount	wh_main_vo_culture_Hawk
deco_wind_riders_hawk	bi1_hawk	wh_dlc05_wef_hawk_blood	body	deco_wind_riders_hawk	wh_main_vo_culture_Hawk
forest_goblin_warboss_giant_spider	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	for_gob_spider	wh_main_vo_culture_Spider_Small
grn_poop_squig	rp2_squig_hopper	wh_dlc06_grn_mnt_squig	body	grn_poop_squig	wh_dlc06_vo_culture_Squig
str_urgat_grn_giant_wolf_chariot	wf1_giant_wolf_draught	wh_main_grn_wolf_mount_chariot_blood	leather	wh_grn_giant_wolf	wh_main_vo_culture_Wolf
wh_main_grn_mnt_savage_wyvern	bi2_wyvern	wh_main_flying_wyvern_blood	leather	wh_dec_wyvern	wh_main_vo_culture_Dragon_Small
