key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_str_skaven_clans
kou_goblin_shaman_squig_mount	rp2_great_cave_squig	wh_dlc06_grn_mnt_great_cave_squig	body	str_garbag_mount	wh_dlc06_vo_culture_Squig
kou_rat_mnt_giant_spider	sp1_giant_spider	wh_main_monster_spider_giant_blood	body	kou_rat_mnt_giant_spider	wh_main_vo_culture_Spider_Large
nathan_rat_mount_cart_slaves	hu17_skaven_sword	wh_dlc01_veh_chs_chariot_gorebeast	plate	nathan_rat_mount_cart_slaves	wh2_main_vo_culture_Skaven
rathan_ferrik_rat_ogre	hu18_rat_ogre_claws	wh2_main_skv_monster_rat_ogre	body	rathan_ferrik_rat_ogre_draught	wh2_main_vo_culture_Skaven
str_bonebreaker_sitch	hu18_rat_ogre_drill	wh2_dlc16_skv_monster_rat_ogre_mutant_blood	body	str_bonebreaker_sitch	wh2_main_vo_culture_Skaven
str_garbag_squig_rider	rp2_squig_hopper	wh_dlc06_grn_mnt_great_cave_squig	body	wh_dlc06_grn_great_cave_squig	wh_dlc06_vo_culture_Squig
str_garbag_wolf_ap	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	str_garbag_wolf_ap	wh_main_vo_culture_Wolf
str_garbag_wolf_poison	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	str_garbag_wolf_poison	wh_main_vo_culture_Wolf
str_garbag_wolf_poison_draught	wf1_giant_wolf_draught	wh_main_grn_wolf_mount_blood	leather	wh2_dlc16_skv_mon_wolf_rat_1	wh_main_vo_culture_Wolf
str_gnaw_duneskulk_arach	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	str_gnaw_duneskulk_arach	wh_main_vo_culture_Spider_Small
str_gnaw_wyvern_mount	bi2_wyvern	wh_main_flying_wyvern_blood	leather	str_gnaw_wyvern_mount	wh_main_vo_culture_Dragon_Small
str_pox_rat_mount	rt1_dlc16_brood_horror	str_giant_pox_rat	body	str_pox_rat_mount	wh2_main_vo_culture_Skaven
str_pox_rat_nurglitch	rt1_dlc16_brood_horror	str_giant_pox_rat	body	str_pox_rat_nurglitch	wh2_main_vo_culture_Skaven
str_skarrik_mount	hu18_rat_ogre_drill	wh2_dlc16_skv_monster_rat_ogre_mutant_blood	body	str_skarrik_mount	wh2_main_vo_culture_Skaven
str_tenscratch_arach	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	str_tenscratch_arach	wh_main_vo_culture_Spider_Small
str_urgat_grn_giant_wolf_chariot	wf1_giant_wolf_draught	wh_main_grn_wolf_mount_blood	leather	wh2_dlc16_skv_mon_wolf_rat_0	wh_main_vo_culture_Wolf
thom_ferrik_rat_ogre	hu18_rat_ogre_claws	wh2_main_skv_monster_rat_ogre	body	thom_ferrik_armoured_rat_ogre_chariot	wh2_main_vo_culture_Skaven
thom_ferrik_skv_mnt_bonebreaker	hu18_rat_ogre_drill	wh2_main_skv_monster_bonebreaker	body	wh2_main_skv_rat_ogre_bonebreaker	wh2_main_vo_culture_Skaven
