key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_!!!3_legendary_mount
aekold_helbrass_mutalith_vortex_beast	mutalith_vortex_beast_mount	wh3_dlc24_tze_mon_mutalith_vortex_beast	body	aekold_helbrass_mutalith_vortex_beast	vo_culture_None
aranessa_mammoth	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	aranessa_mammoth	vo_culture_Invalid
archaon_chaos_dragon_dorghar	archaon_dorghar_chimera	archaon_chaos_dragon_dorghar	body	archaon_chaos_dragon_dorghar	wh_main_vo_culture_Dragon_Large
azhag_skullmuncha_upgrade	bi2_wyvern	azhag_skullmuncha_upgrade	body	azhag_skullmuncha_upgrade	wh_main_vo_culture_Dragon_Small
banshee_terrorgheist	bi2_terrorgheist	wh_main_flying_terrorgheist_blood	bone	banshee_terrorgheist	wh_main_vo_culture_Terrorgheist
blue_scribes_mutalith_vortex_beast	mutalith vortex_beast_mount_for_blue_scribe	wh3_dlc24_tze_mon_mutalith_vortex_beast	body	blue_scribes_mutalith_vortex_beast	vo_culture_None
bragg_stonehorn	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	body	bragg_stonehorn	wh3_main_vo_culture_Ogres
colossal_squig_skarsnik	colossal_squig_mount	wh3_dlc26_grn_mon_colossal_squig	body	colossal_squig_skarsnik	vo_culture_None
cst_terrorgheist_mount	bi2_terrorgheist	wh2_dlc11_cst_terrorgheist_blood	bone	cst_terrorgheist_mount	wh_main_vo_culture_Terrorgheist
damned_paladin_hippogryph	bc2b_hippogryph	wh_main_brt_mnt_hippogryph_hero_blood	chainmail	damned_paladin_hippogryph	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
epidemius_warshrine	wsh1_wh3_dlc20_warshrine	wh3_dlc20_chs_mnt_warshrine_mnur	body	epidemius_warshrine	vo_culture_None
festus_war_alter	hr1_chaos_steed_draught	wh_main_emp_luminark_war_altar_draught_blood	plate	wh3_dlc20_chs_chaos_steed_mnur_large	wh_main_vo_culture_Horse
frost_wyrm	dr1b_wyrm_dragon	wh_dlc08_flying_chaos_frost_dragon_blood	body	frost_wyrm	wh_main_vo_culture_Dragon_Large
giant_squig	colossal_squig_mount	wh3_dlc26_grn_mon_colossal_squig	body	colossal_squig	vo_culture_None
gorduz_giant_mount	giant_mount	wh_main_monster_giant_blood	body	gorduz_giant_mount	wh_main_vo_culture_Giant
greasus_stonehorn	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	body	greasus_stonehorn	wh3_main_vo_culture_Ogres
grimgor_rogue_idol	grimgor_rogue_idol_mount	grimgor_stonehorn_rogue_idol	body	grimgor_rogue_idol	vo_culture_None
grn_giant_mount	giant_mount	wh_main_monster_giant_blood	body	grn_giant_mount	wh_main_vo_culture_Giant
isabella_varghulf	hu8b_varghulf	isabella_varghulf	body	isabella_varghulf	wh_main_vo_culture_Vampire_Creature_Order_Giver
khazrak_ghorgon	hu11b_dlc17_ghorgon	wh2_dlc17_bst_mon_ghorgon_blood	body	khazrak_ghorgon	wh2_dlc17_vo_culture_Ghorgon
morghur_Jabberslythe	hc3_dlc17_jabberslythe	wh2_dlc17_bst_mon_jabberslythe	body	morghur_Jabberslythe	vo_culture_None
mount_Jabberslythe	hc3_dlc17_jabberslythe	wh2_dlc17_bst_mon_jabberslythe	body	mount_Jabberslythe	vo_culture_None
platform_chaos_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	body	platform_chaos_dragon	wh_main_vo_culture_Dragon_Large
queek_mutant_rat_ogre	hu18_dlc16_mutant_rat_ogre	queek_mutant_rat_ogre	body	queek_mutant_rat_ogre	wh2_main_vo_culture_Skaven
skrag_stonehorn	skrag_stonehron	wh3_main_ogr_monster_stonehorn	body	skrag_stonehorn	wh3_main_vo_culture_Ogres
snagla_arachnarok_flinger	sp1b_arachnarok_flinger	wh_main_monster_spider_arachnarok_blood	body	snagla_arachnarok_flinger	wh_main_vo_culture_Spider_Small
valkia_platform_chaos_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	body	valkia_platform_chaos_dragon	wh_main_vo_culture_Dragon_Large
varghulf_mount	hu8b_varghulf	wh_main_monster_varghulf_blood	body	varghulf_mount	wh_main_vo_culture_Vampire_Creature_Order_Giver
vilith_platform_chaos_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	body	vilith_platform_chaos_dragon	wh_main_vo_culture_Dragon_Large
vlad_warsphinx	bc1_warsphinx	wh2_dlc09_tmb_mon_warsphinx	bone	vlad_khemrian_warsphinx	vo_culture_None
vlad_zombie_dragon	bc2_griffon	wh_main_flying_griffon_blood	plate	vlad_zombie_dragon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wight_king_chariot_steed	hr1_skeletal_steed_draught	wh_main_cavalry_standard_360_blood	bone	wh_vmp_skeletal_steed_black	wh_main_vo_culture_Skeletal_horse
wightking_skeleton_pegasus	hr1_pegasus	wh_main_vmp_cavalry_flying_hellsteed_blood	bone	skeleton_pegasus	wh_main_vo_culture_Skeletal_horse
wurrzag_feral_wyvern	bi2_wyvern	wh_main_flying_wyvern_blood	leather	wh2_dlc15_grn_wyvern_feral	wh_main_vo_culture_Dragon_Small
wurrzag_rogue_idol	rogue_idol_mount	stonehorn_rogue_idol	body	wurrzag_rogue_idol	vo_culture_None
zombie_chaos_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	body	zombie_chaos_dragon	wh_main_vo_culture_Dragon_Large
