key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!!!!!2xunitsize_compat_ab_mixu_legendary_lords
mixu_brt_adalhard_mount_barded_warhorse	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_brt_adalhard_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_brt_amalric_de_gaudaron_mount_barded_warhorse	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_brt_amalric_de_gaudaron_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_brt_bohemond_mount_barded_warhorse	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_brt_bohemond_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_brt_cassyon_mount_barded_warhorse	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_brt_cassyon_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_brt_cassyon_mount_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	mixu_brt_cassyon_mount_pegasus	wh_main_vo_culture_Pegasus
mixu_brt_chilfroy_mount_barded_warhorse	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_brt_chilfroy_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_brt_chilfroy_mount_royal_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	wh_brt_royal_pegasus_campaign	wh_main_vo_culture_Pegasus
mixu_brt_knights_of_origo_mount_warhorse	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	mixu_brt_knights_of_origo_mount_warhorse	wh_main_vo_culture_Horse
mixu_chs_egrimm_mount_barded_chaos_steed	hr1_wh3_dlc20_large_generic_lord_heavy_horse	wh3_dlc20_chs_mnt_chaos_steed_mtze_lords	plate	wh3_dlc20_chs_chaos_steed_mtze_large	wh_main_vo_culture_Horse
mixu_chs_egrimm_mount_chaos_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	plate	mixu_chs_egrimm_mount_chaos_dragon	wh_main_vo_culture_Dragon_Large
mixu_emp_aldebrand_ludenhof_mount_barded_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	mixu_emp_aldebrand_ludenhof_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_emp_daughters_of_rhya_mount_stag	st1_stag	wh_dlc05_wef_cav_stag_blood	body	mixu_emp_daughters_of_rhya_mount_stag	wh_main_vo_culture_Horse
mixu_emp_helmut_feuerbach_mount_barded_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	mixu_emp_helmut_feuerbach_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_emp_helmut_feuerbach_mount_demigryph	bc2_demigryph	mixu_emp_helmut_feuerbach_mount_demigryph	plate	mixu_emp_helmut_feuerbach_mount_demigryph	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
mixu_emp_luthor_huss_mount_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	mixu_emp_luthor_huss_mount_warhorse	wh_main_vo_culture_Horse
mixu_emp_marius_leitdorf_mount_barded_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	mixu_emp_marius_leitdorf_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_emp_mount_leviathan	cr1_cst_leviathon	wh2_dlc11_cst_mon_rotting_leviathan_blood	body	mixu_emp_leviathan	vo_culture_None
mixu_emp_mount_promethean_riders	cr1_cst_promethean	wh2_dlc11_cst_mon_rotting_promethean_blood		mixu_emp_mount_promethean_riders	vo_culture_None
mixu_emp_theoderic_gausser_mount_griffon	bc2_griffon	wh_main_flying_griffon_blood	plate	mixu_emp_theoderic_gausser_mount_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
mixu_emp_valmir_von_raukov_mount_barded_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	mixu_emp_valmir_von_raukov_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_emp_vorn_thugenheim_mount_barded_warhorse	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	mixu_emp_vorn_thugenheim_mount_barded_warhorse	wh_main_vo_culture_Horse
mixu_emp_warrior_priest_of_taal_mount_stag	st1_stag	wh_dlc05_wef_cav_stag_blood	body	mixu_emp_warrior_priest_of_taal_mount_stag	wh_main_vo_culture_Horse
mixu_emp_wolfram_hertwig_mount_griffon	bc2_griffon	wh_main_flying_griffon_blood	plate	mixu_emp_wolfram_hertwig_mount_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
mixu_hef_caradryan_mount_frostheart_phoenix	bi1_eagle	mixu_hef_caradryan_mount_frostheart_phoenix	body	mixu_hef_caradryan_mount_frostheart_phoenix	wh2_main_vo_culture_Phoenix
mixu_hef_korhil_mount_chariot	bc4_dlc15_lion_draught	wh2_dlc15_hef_mon_war_lion	body	wh2_dlc15_hef_war_lion_ror	wh_main_vo_culture_Var_Creature
mixu_lzd_tetto_eko_mount_ancient_stegadon	hq1_stegadon	wh2_main_lzd_mon_stegadon_platform_thunderous_one	body	wh2_main_lzd_stegadon_ancient	wh2_main_vo_culture_Lizardmen
mixu_nor_egil_styrbjorn_mount_barded_chaos_steed_chariot	hr1_chaos_steed_draught	wh3_dlc20_chs_mnt_chaos_steed_mkho_chariots	leather	wh3_dlc20_chs_chaos_steed_mkho_chariot	wh_main_vo_culture_Horse
mixu_skv_feskit_mount_bonebreaker	hu18_rat_ogre_drill	wh2_main_skv_monster_bonebreaker	body	mixu_skv_feskit_mount_bonebreaker	wh2_main_vo_culture_Skaven
mixu_tmb_ramhotep_mount_necroserpent	sn1_khalida_serpent	wh2_dlc09_tmb_mon_sepulchral_stalker	bone	mixu_tmb_ramhotep_mount_necroserpent	vo_culture_None
mixu_tmb_ramhotep_mount_warsphinx	bc1_warsphinx	wh2_dlc09_tmb_mon_warsphinx	bone	mixu_tmb_ramhotep_mount_warsphinx	vo_culture_None
mixu_tmb_tutankhanut_mount_skeletal_steed_chariot	hr1_tomb_steed_draught	wh2_dlc09_tmb_cav_skeletal_steed_barded	bone	wh2_dlc09_tmb_skeletal_steed_hero	vo_culture_None
mixu_tmb_tutankhanut_mount_warsphinx	bc1_warsphinx	wh2_dlc09_tmb_mon_warsphinx	bone	mixu_tmb_tutankhanut_mount_warsphinx	vo_culture_None
mixu_vmp_dieter_helsnicht_mount_manticore	bc3_manticore	wh_dlc01_flying_manticore_blood	body	mixu_vmp_dieter_helsnicht_mount_manticore	wh_main_vo_culture_Manticore
mixu_wef_naieth_mount_great_eagle	bi1_eagle	wh_dlc05_wef_mon_great_eagle_blood	body	mixu_wef_naieth_mount_great_eagle	wh_main_vo_culture_Eagle
