vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_ab_mixu_legendary_lords
mixu_LL_bound_spell_thorsens_howling_gale	170	wh2_main_spell_high_magic_tempest	24	12	11.0000	20.0000	20.0000	false	1.0000	1.0000	20.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_high_tempest.csc	10.0000	target_centre	1.ignore		20.5000	0.0000	1		true	0.0000	mixu_chain_lightning	1.0000	false	circle	0.0000	0.0000	true	false
mixu_bst_ghorros_ability_skull_of_the_unicorn_lord	0		6	0	1.0000	15.0000	10.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\mixu_bst_ghorros_ability_skull_of_the_unicorn_lord.csc	150.0000	target_centre	1.ignore		0.0000	0.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
mixu_bst_slugtongue_ability_the_black_harvest	360	mixu_bst_slugtongue_ability_the_black_harvest_phase	4	4	10.0000	5.0000	10.0000	true	0.1000	0.0000	5.0000	1.0000	true	composite_scene\spells_and_abilities\mixu_bst_slugtongue_ability_lord_of_the_black_harvest.csc	80.0000	target_centre	1.ignore		0.1000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
mixu_dwf_kragg_the_grim_ability_master_rune_of_kragg	0	wh_main_unit_contact_morale	32	0	10.0000	2.0000	6.0000	false	0.0000	10.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/mixu_dwf_kragg_the_grim_ability_master_rune_of_kragg.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	false	circle	0.0000	0.0000	true	false
mixu_emp_priest_of_taal_prayer_earthshudder	0		48	12	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_ruination_of_cities.csc	225.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
mixu_emp_witch_doctor_ability_creeping_menace	0	wh_main_unit_contact_poison	0	4	20.0000	-15.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	false	composite_scene/spells_and_abilities/wh2_dlc12_character_ability_ark_of_sotek.csc	1.0000	target_centre	1.ignore		0.0000	6.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
mixu_grn_gorfang_rotgut_ability_massiv_n_mighty	0	wh2_dlc11_unit_contact_monstrous_impact	0	0	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\gaze_of_kaine.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		0.0000	false	circle	0.0000	0.0000	true	false
mixu_hef_caradryan_ability_mark_of_asuryan	0		22	22	1.0000	25.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene/spells_and_abilities/fiery_ring_of_thori.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		0.0000	false	circle	0.0000	0.0000	true	false
mixu_nor_hrefna_ability_skull_pendant	0		6	0	1.0000	15.0000	10.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_blood_forged_armour.csc	150.0000	target_centre	1.ignore		0.0000	0.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
mixu_tze_melekh_ability_zarechgors_blade	360	wh3_main_unit_contact_warpflame	9	4	17.0000	-22.0000	7.0000	true	2.0000	4.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_firestorm.csc	40.0000	target_centre	1.ignore		0.0000	3.0000	3		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
mixu_wef_wychwethyl_ability_dance_of_doom	0		0	108	5.0000	50.0000	5.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene/spells_and_abilities/mixu_wef_wychwethyl_ability_dance_of_doom.csc	60.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh2_dwf_grimm_burloksson_smoke_bomb	0	wh_dlc06_unit_contact_blinded	0	0	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_main_abilities_swiftness_of_itzl.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		0.0000	false	circle	0.0000	0.0000	true	false
