vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_Trajanns_Khorne_Compilation
kho_skaven_mortar	0	traj_kho_contact_bloodflame	0	6	4.0000	-20.0000	3.0000	false	0.0000	0.0000	3.0000	10.0000	false	composite_scene\spells_and_abilities\wh3_dlc23_magma_cannon_vortex.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_blood_dragon_dragon_breath	0	traj_kho_contact_bloodflame	20	10	1.5000	6.0000	9.0000	false	0.0000	25.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_yang_dragons_breath.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		false	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_blood_dragon_human_sweep	0		0	120	2.0000	50.0000	6.0000	false	0.0000	0.0000	1.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_dlc24_ability_celestial_sweep.csc	60.0000	target_centre	1.ignore		0.0000	2.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_castellan_ability_blast	0	traj_kho_contact_bloodflame	0	50	1.0000	15.0000	35.0000	false	0.0000	0.0000	0.1000	10.0000	true	composite_scene/spells_and_abilities/wh3_main_abilities_burning_rage.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
traj_elder_bound_ritual_bloodflame_ruination	0	traj_kho_contact_bloodflame	16	12	12.0000	10.0000	20.0000	false	0.0000	0.0000	0.1000	10.0000	true	composite_scene/spells_and_abilities/wh3_cataclysm_magma_storm.csc	40.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
traj_gormak_ability_eruption_1	0	traj_kho_contact_bloodflame	20	20	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_abilities_eruption.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
traj_kho_bastiladon_engine	0	traj_kho_contact_bloodflame	0	8	6.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	10.0000	true	composite_scene\spells_and_abilities\wh3_dlc23_magma_cannon_vortex.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_bastiladon_engine_ror	0	traj_kho_contact_bloodflame_destruction	0	8	6.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	10.0000	true	composite_scene\spells_and_abilities\wh3_dlc23_magma_cannon_vortex.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_bloodflame_magic_eruption	0	traj_kho_contact_bloodflame	36	20	5.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	10.0000	true	composite_scene\spells_and_abilities\empty.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_bloodflame_magic_eruption_upgraded	0	traj_kho_contact_bloodflame	36	40	5.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	10.0000	true	composite_scene\spells_and_abilities\empty.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_bloodflame_magic_skull	10	traj_kho_contact_bloodflame	20	0	20.0000	20.0000	7.0000	false	0.5000	9.0000	7.0000	10.0000	true	composite_scene/spells_and_abilities/the_burning_head.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_bloodflame_magic_skull_upgraded	10	traj_kho_contact_bloodflame	30	0	20.0000	20.0000	7.0000	false	0.5000	9.0000	7.0000	10.0000	true	composite_scene/spells_and_abilities/the_burning_head.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_coatl_eruption	0	traj_kho_contact_bloodflame	36	20	5.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	10.0000	true	composite_scene\spells_and_abilities\empty.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_jabberslythe_ability	0	traj_kho_contact_bloodflame	0	12	2.0000	-1.0000	10.0000	false	0.0000	0.0000	5.0000	10.0000	true	composite_scene\spells_and_abilities\wh3_dlc23_magma_cannon_vortex.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
traj_kho_stegadon_shrine_ror_ability	0	traj_kho_contact_bloodflame	0	20	10.0000	16.0000	6.0000	false	0.0000	7.0000	6.0000	1.0000	true	composite_scene/spells_and_abilities/wh2_dlc12_abilities_burning_alignment.csc	100.0000	target_near_edge	1.ignore		0.0000	2.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
