vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_!TW_Millennium_Public
wh_twm_army_abilities_hellhammer_rolling_barrage	0	wh2_dlc11_unit_contact_monstrous_impact	0	262	5.0000	10.0000	7.0000	false	0.0000	5.0000	7.0000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_sartosa_grapeshot.csc	135.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	rectangle	15.0000	15.0000	true	false
wh_twm_brt_75mm_he_shell_explosion_vortex_radius_3	0		30	15	0.1000	343.2000	9.2900	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_10,5cm_howitzer_gas_shell_vortex	0	wh_twm_unit_contact_poison_gas	4	0	22.0000	4.0000	12.0000	false	0.0000	0.0000	0.1000	0.0000	false		0.0000	target_centre	1.ignore		0.0000	0.5000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_10,5cm_howitzer_he_shell_vortex_radius_3	0		30	15	0.1000	343.2000	10.4700	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_10,5cm_howitzer_smoke_shell_vortex	0	wh_twm_unit_contact_smoke_screen	0	0	22.0000	12.0000	12.0000	false	0.0000	0.0000	0.1000	0.0000	false		0.0000	target_centre	1.ignore		0.0000	0.5000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_1000kg_bomb_vortex_radius_3	0		30	15	0.1000	343.2000	72.6100	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_100kg_bomb_vortex_radius_3	0		30	15	0.1000	343.2000	33.7000	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_12,8cm_cannon_he_shell_vortex_radius_3	0		30	15	0.1000	343.2000	9.0200	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_150mm_rocket_he_warhead_vortex_radius_3	0		30	15	0.1000	343.2000	12.7700	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_15cm_cannon_he_shell_vortex_radius_3	0		30	15	0.1000	343.2000	13.9500	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_15cm_howitzer_gas_shell_vortex	0	wh_twm_unit_contact_poison_gas	6	0	22.0000	8.0000	24.0000	false	0.0000	0.0000	0.1000	0.0000	false		0.0000	target_centre	1.ignore		0.0000	0.5000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_15cm_howitzer_he_shell_vortex_radius_3	0		30	15	0.1000	343.2000	19.2700	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_15cm_howitzer_incendary_initial_shell_vortex	0	wh_main_unit_contact_morale	6	0	21.0000	14.0000	7.0000	false	0.0000	0.0000	1.0000	1.0000	false	composite_scene/spells_and_abilities/wh3_abilities_flame_incarnate.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_15cm_howitzer_incendary_shell_vortex	0	wh_main_unit_contact_morale	1	0	21.0000	10.0000	2.0000	false	0.0000	0.0000	1.0000	1.0000	false		0.0000	target_centre	1.ignore	wh_main_weapon_muzzle_flash_small	0.0000	0.0000	1		true	0.0000		0.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_15cm_howitzer_smoke_shell_vortex	0	wh_twm_unit_contact_smoke_screen	0	0	22.0000	12.0000	24.0000	false	0.0000	0.0000	0.1000	0.0000	false		0.0000	target_centre	1.ignore		0.0000	0.5000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_17cm_mortar_he_shell_vortex_radius_3	0		30	15	0.1000	343.2000	19.9900	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_300kg_bomb_vortex_radius_3	0		30	15	0.1000	343.2000	48.6100	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_42cm_mortar_he_shell_vortex_radius_3	0		30	15	0.1000	343.2000	48.5600	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_5,7cm_he_shell_explosion_vortex_radius_3	0		30	15	0.1000	343.2000	5.1100	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_twm_emp_50kg_bomb_vortex_radius_3	0		30	15	0.1000	343.2000	26.7500	false	0.0000	0.0000	0.1000	0.0000	false		20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
