vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_nag_nagash
wh_main_spell_nagash_soul_stealer	0		0	1	18.0000	16.0000	30.0000	true	0.0000	0.0000	6.0000	0.0000	true	composite_scene/spells_and_abilities/nagash_soul_stealer.csc	0.0000	target_near_edge	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_main_spell_nagash_abyssal_swarm	60		2	2	10.0000	15.0000	7.0000	false	0.5000	12.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/abyss_hounds.csc	150.0000	target_centre	1.ignore		0.0000	0.0000	6		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
wh_main_spell_nagash_abyssal_swarm_upgrade	0		1	0	30.0000	15.0000	40.0000	false	0.0000	0.0010	7.0000	0.0000	true	composite_scene/spells_and_abilities/abyss_bats.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		3.0000	false	circle	0.0000	0.0000	true	false
wh_main_spell_nagash_breath_of_darkness	0		0	0	7.0000	16.0000	30.0000	false	0.0000	0.0000	6.0000	0.0000	true	composite_scene/spells_and_abilities/nagash_breath_of_darkness.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_blyramid_itself	0		0	0	20.0000	20.0000	7.0000	false	0.0000	0.0010	7.0000	1.0000	true	composite_scene/spells_and_abilities/nagash_blyramid_itslef.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_army_abilities_blyramid_bombardment_00	0		0	0	11.5000	20.0000	7.0000	false	0.5000	0.0010	7.0000	1.0000	true	composite_scene/spells_and_abilities/nagash_blyramid_bombard_00.csc	200.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_army_abilities_blyramid_bombardment_01	0		0	0	12.5000	20.0000	7.0000	false	0.5000	0.0010	7.0000	1.0000	true	composite_scene/spells_and_abilities/nagash_blyramid_bombard_01.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_army_abilities_blyramid_bombardment_02	0		0	0	13.5000	20.0000	7.0000	false	0.5000	0.0010	7.0000	1.0000	true	composite_scene/spells_and_abilities/nagash_blyramid_bombard_02.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_army_abilities_blyramid_bombardment_03	0		0	0	14.5000	20.0000	7.0000	false	0.5000	0.0010	7.0000	1.0000	true	composite_scene/spells_and_abilities/nagash_blyramid_bombard_03.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_army_abilities_blyramid_bombardment_04	0		0	0	15.5000	20.0000	7.0000	false	0.5000	0.0010	7.0000	1.0000	true	composite_scene/spells_and_abilities/nagash_blyramid_bombard_04.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_shade_haunt_hidden_vortex	170		0	6	1.0000	-22.0000	12.0000	false	1.0000	0.0000	12.0000	1.0000	true	composite_scene\spells_and_abilities\empty.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_spectre_swarm_hidden_vortex	170		0	6	1.0000	-22.0000	12.0000	false	1.0000	0.0000	12.0000	1.0000	true	composite_scene\spells_and_abilities\empty.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
nag_kalledria_sonic_boom	0	wh3_main_unit_contact_disorientated	4	4	5.0000	30.0000	25.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene/spells_and_abilities/nagash_kalledria_sonic_boom.csc	450.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		0.2000	false	circle	0.0000	0.0000	true	false
