vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_!str_legendary
str_lilaeth_rage_storm	170		14	4	35.0000	22.0000	10.0000	true	2.0000	4.0000	10.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_dark_bladewind.csc	30.0000	target_centre	1.ignore		0.0000	2.0000	7		true	0.0000		4.0000	false	circle	0.0000	0.0000	true	false
str_ironarm_onslaught	0		0	108	5.0000	50.0000	5.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_bloodbeast.csc	60.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
str_ironarm_bloodblade_mace	0	wh3_twa06_unit_contact_rampage	6	6	2.0000	-1.0000	10.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_searing_bile_blood.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
kou_frob_nobber_da_moon_curse	360	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	9	2	22.0000	-22.0000	7.0000	true	2.0000	3.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/bad_moon_upgr_kou.csc	40.0000	target_centre	1.ignore		0.0000	3.0000	3		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
kou_sakw_spawned_vortex	170	wh3_main_spell_tempest_hawks_of_miska	3	1	7.0000	15.0000	10.0000	false	1.0000	0.0000	8.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_tempest_hawks_of_miska.csc	40.0000	target_centre	1.ignore		0.0000	1.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
dead_kes_ab_wrath	0		44	0	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/skabscrath.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000	true	false
hunt_dwf_sea_pounders_vortex	0		0	12	1.0000	26.0000	9.0000	false	0.0000	55.0000	7.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	30.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
hunt_dwf_sea_pounders_capola_vortex	0		0	7	1.0000	26.0000	9.0000	false	0.0000	45.0000	7.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	25.0000	target_near_edge	1.ignore		0.0000	0.5000	2		true	24.0000		2.0000	false	circle	0.0000	0.0000	true	false
hkrul_erkstein_army_bombard	0		0	19	1.0000	25.0000	10.0000	false	0.0000	55.0000	8.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	30.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000	true	false
kou_aurelion_ll_storm_aurelion	0		1	2	31.0000	-6.0000	25.0000	false	0.0000	0.0000	25.0000	0.0000	true		30.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
