vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_str_skaven_clans
str_haematoma_bombadiers	0		0	2	2.0000	-20.0000	6.0000	false	0.0000	0.0000	6.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_dlc26_unit_passive_hellraiser.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
str_gnaw_poison_spray	0	wh_main_unit_contact_poison	20	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_pestilent_breath.csc	135.0000	activator_front	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
str_gnaw_swirling_sirocco	360	wh3_main_unit_contact_disorientated	5	2	17.0000	-22.0000	7.0000	true	2.0000	3.0000	7.0000	0.0000	false	composite_scene\wh2_dlc14_stealth_black_whirlwind_dome.csc	40.0000	target_centre	1.ignore		0.0000	3.0000	4		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
str_gnaw_sudden_gust	5	wh3_dlc20_unit_contact_corrosion	0	1	10.0000	20.0000	6.0000	false	0.1000	20.0000	6.0000	0.0000	false	composite_scene\spells_and_abilities\wh3_dlc20_ability_violent_wind.csc	250.0000	target_near_edge	1.ignore		0.0000	3.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
gabe_spell_ruin_cracks_call	0		0	35	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_cracks_call.csc	150.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
gabe_spell_ruin_cracks_call_upgraded	0		35	35	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_cracks_call.csc	200.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
str_gnaw_duneskulk_sandsnare	0		6	3	14.0000	60.0000	25.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc09_abilities_sandstorm.csc	220.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
str_kreepus_misericorde_warp_shock	0	str_kreepus_warpstone	288	300	1.0000	15.0000	3.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh2_dlc14_stealth_veil_of_shadows.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
str_kreepus_gnawlitch_globe	0		2	2	5.0000	-30.0000	10.0000	false	0.0000	0.0000	10.0000	0.0000	true	composite_scene/spells_and_abilities/black_horror.csc	20.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
