vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height	affects_enemies	follow_target
#battle_vortexs_tables;19;db/battle_vortexs_tables/!!!!!!!double_projectile_velocity_compat_DEER24Cathay
baijie_exp	0	wh3_deer24_abilities_BAIHONG	16	6	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	false		200.0000	target_centre	1.ignore		0.0000	0.8000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
baixiang_bi	0	wh3_deer24_abilities_HU	6	3	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene\spells_and_abilities\wh3_dlc24_ability_celestial_sweep.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
baixiang_bi2	0		15	15	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_dlc20_ability_spear_of_slaupnir.csc	150.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000	true	false
baixiang_bi3	0		0	0	1.0000	35.0000	35.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_bloodbeast.csc	3000.0000	target_centre	1.ignore		0.0000	0.8000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
deer_ability_lvqiling_lidiqianjun	0	wh_dlc06_unit_contact_discouraged	24	12	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc15_abilities_blood_forged_armour.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
deer_hanxin_hengxing	0		20	10	2.0000	50.0000	9.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh3_dlc24_ability_celestial_sweep.csc	60.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
deer_huangfengdasheng_sanmeishengfeng	170		2	1	27.0000	22.0000	10.0000	true	1.0000	2.0000	10.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc09_nehekhara_skullstorm_upgraded.csc	6000.0000	target_near_edge	1.ignore		0.0000	0.0000	20		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
deer_meihouwang_danaotiangong	0	wh3_deer24_abilities_HU	0	60	4.0000	50.0000	6.0000	false	0.0000	0.0000	1.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_dlc24_ability_celestial_sweep.csc	60.0000	target_centre	1.ignore		0.0000	2.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
deer_meihouwang_danaotiangong_null	0	wh3_deer24_abilities_HU	0	0	12.0000	50.0000	6.0000	false	0.0000	0.0000	1.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_dlc24_ability_celestial_sweep.csc	200.0000	target_centre	1.ignore		0.0000	2.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000	true	false
deer_meihouwang_fatianxiangdi	0		48	24	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/foot_of_gork.csc	200.0000	target_centre	1.ignore		0.0000	1.6000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000	true	false
