key	text	tooltip
#Loc;1;text/!!!db/ghs_projectile_shot_type.loc		
projectile_shot_type_enum_onscreen_name_infantry_dwf_heavy	Heavy Ammunition	true
projectile_shot_type_enum_onscreen_name_infantry_dwf_shot	Scattershot Design	true
projectile_shot_type_enum_onscreen_name_infantry_dwf_flammable	Incendiary Rounds	true
projectile_shot_type_enum_onscreen_name_infantry_dwf_explosive	Explosive Rounds	true
projectile_shot_type_enum_onscreen_name_infantry_dwf_homing	Homing Missiles	true
effects_description_wh_main_effect_ability_enable_deploy_stakes	Enable Deploy Stakes	true
effects_description_wh_main_effect_ability_enable_deploy_caltrops	Enable Deploy Caltrops	true
effects_description_wh_main_effect_ability_enable_deploy_volley_gun	Enable Volley Gun	true
effects_description_wh_main_effect_ability_enable_deploy_organ_gun	Enable Organ Gun	true
projectile_shot_type_displays_onscreen_name_small_arm_fire	Fire Arrows	false
projectile_shot_type_displays_onscreen_name_small_arm_poison	Poison Arrows	false
projectile_shot_type_displays_onscreen_name_small_arm_yang	Yang Arrows	false
projectile_shot_type_displays_onscreen_name_small_arm_yin	Yin Arrows	false
