key	text	tooltip
#Loc;1;text/!!!db/ghs_hef_initiatives.loc		
initiatives_localised_name_ghs_hef_character_initiative_phoenix_champion_01	Champion Warrior	false
initiatives_localised_name_ghs_hef_character_initiative_phoenix_champion_02	Omen of Doom	false
initiatives_localised_name_ghs_hef_character_initiative_phoenix_champion_03	Fearless Vanguard	false
initiatives_localised_name_ghs_hef_character_initiative_hoeth_champion_01	Champion Warrior	false
initiatives_localised_name_ghs_hef_character_initiative_hoeth_champion_02	Arcane Knowledge	false
initiatives_localised_name_ghs_hef_character_initiative_hoeth_champion_03	Courage and Wisdom	false
initiatives_localised_name_ghs_hef_character_initiative_prince_01	Master of Raids	false
initiatives_localised_name_ghs_hef_character_initiative_prince_02	Illustrious Glory	false
initiatives_localised_name_ghs_hef_character_initiative_prince_03	Undefeated General	false
initiatives_localised_name_ghs_hef_character_initiative_prince_04	Mana Eradicator	false
initiatives_localised_name_ghs_hef_character_initiative_prince_05	Survivor of Defeat	false
initiatives_localised_name_ghs_hef_character_initiative_prince_06	Shadow Sentinel	false
initiatives_localised_name_ghs_hef_character_initiative_prince_07	Not to Be Trifled With	false
initiatives_localised_name_ghs_hef_character_initiative_prince_08	Cloud-Cloaked	false
initiatives_localised_name_ghs_hef_character_initiative_prince_09	United Effort	false
initiatives_localised_name_ghs_hef_character_initiative_prince_10	K'daai's Chosen	false
initiatives_localised_name_ghs_hef_character_initiative_princess_01	Master of Raids	false
initiatives_localised_name_ghs_hef_character_initiative_princess_02	Illustrious Glory	false
initiatives_localised_name_ghs_hef_character_initiative_princess_03	Undefeated General	false
initiatives_localised_name_ghs_hef_character_initiative_princess_04	Mana Eradicator	false
initiatives_localised_name_ghs_hef_character_initiative_princess_05	Survivor of Defeat	false
initiatives_localised_name_ghs_hef_character_initiative_princess_06	Shadow Sentinel	false
initiatives_localised_name_ghs_hef_character_initiative_princess_07	Not to Be Trifled With	false
initiatives_localised_name_ghs_hef_character_initiative_princess_08	Cloud-Cloaked	false
initiatives_localised_name_ghs_hef_character_initiative_princess_09	United Effort	false
initiatives_localised_name_ghs_hef_character_initiative_princess_10	K'daai's Chosen	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_01	Full Momentum	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_02	Hunter's Oracle	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_03	Mana Eradicator	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_04	Survivor of Defeat	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_05	A One-Person Army	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_06	Shadow Sentinel	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_07	Master of Raids	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_08	Blessed Quiver	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_09	United Effort	false
initiatives_localised_name_ghs_hef_character_initiative_handmaiden_10	Not to Be Trifled With	false
initiatives_localised_name_ghs_hef_character_initiative_noble_01	Full Momentum	false
initiatives_localised_name_ghs_hef_character_initiative_noble_02	Hunter's Oracle	false
