key	text	tooltip
#Loc;1;text/!!!db/ghs_effects.loc		
effects_description_ghs_effect_cth_hongying_magic_cost	Magic cost: Winds of Magic – Occam's Mindrazor %+n	false
effects_description_ghs_effects_hongying_secret_follower_physic_resist	Physical resistance: Moonlight Division and Onyx Crowmen %+n%	false
effects_description_ghs_effects_hongying_secret_follower_morale	Morale: Moonlight Division and Onyx Crowmen %+n	false
effects_description_ghs_effects_hongying_secret_follower_speed	Speed: Moonlight Division and Onyx Crowmen %+n%	false
effects_description_ghs_effects_hongying_secret_follower_melee_expert	Passive ability: Moonlight Division units gain "Adapt and Counter"	false
effects_description_ghs_effects_hongying_secret_follower_devestating_flanker	Unlock attribute: Grants Moonlight Division units the "Devastating Flanker" ability	false
effects_description_ghs_effects_hongying_secret_follower_weapon_strength	Weapon strength: Moonlight Division and Onyx Crowmen %+n%	false
effects_description_ghs_effect_hongying_enable_passive_fire_dance	Passive ability: "Obsidian Flame Dance"	false
effects_description_ghs_effect_hongying_enable_cth_royal_guard_avatar	Unlocks the "Avatar of Yu Zhuo" for Avatar of the Roc.	false
effects_description_ghs_effect_hongying_cth_unit_contact_ink	Grants enchantment: "Eternal Inkfire"	false
effects_description_ghs_cth_royal_guard_crowmen_unique_0	Gains the skill: "Avatar of Yu Zhuo".	false
effects_description_ghs_cth_replace_construct_instability_i	Passive ability: "Minor Structural Instability"	false
effects_description_ghs_cth_replace_construct_instability_ii	Removes passive ability: "Collapse"	false
effects_description_ghs_cth_replace_construct_instability_iii	Removes passive ability: "Ashes to Dust"	false
effects_description_ghs_skv_ll_ikit_avatar	Unlocks ability: "Disasterlord Avatar: Greed"	false
effects_description_ghs_skv_ll_queek_avatar	Unlocks ability: "Disasterlord Avatar: Wrath"	false
effects_description_ghs_skv_ll_skrolk_avatar	Unlocks ability: "Disasterlord Avatar: Plague"	false
effects_description_ghs_skv_ll_snikch_avatar	Unlocks ability: "Disasterlord Avatar: Pride"	false
effects_description_ghs_skv_ll_throt_avatar	Unlocks ability: "Disasterlord Avatar: Gluttony"	false
effects_description_ghs_skv_ll_tretch_avatar	Unlocks ability: "Disasterlord Avatar: Cunning"	false
