key	text	tooltip
#Loc;1;text/!!!db/ghs_mount_units.loc		
land_units_onscreen_name_ghs_lzd_mon_giant_ripperdactyl_old_blood	Saurus Oldblood on Ancient Ripperdactyl	false
land_units_onscreen_name_ghs_lzd_mon_giant_ripperdactyl_scar_veteran	Saurus Scar-Veteran on Ancient Ripperdactyl	false
land_units_onscreen_name_slann_light	Slann Mage-Priest (Lore of Light)	true
land_units_onscreen_name_slann_life	Slann Mage-Priest (Lore of Life)	true
land_units_onscreen_name_slann_high	Slann Mage-Priest (High Magic)	true
land_units_onscreen_name_slann_heaven	Slann Mage-Priest (Lore of Heavens)	true
land_units_onscreen_name_slann_fire	Slann Mage-Priest (Lore of Fire)	true
land_units_onscreen_name_slann_campagin	Slann Mage-Priest	true
units_custom_battle_mounts_localised_description_wh_main_dwf_cha_master_engineer_0ghs_dwf_missile_mecha	The prototypes of these engines date back to the prospecting boom of the Golden Age. When waves of Engineers and Miners were swallowed by the green tide, the machines were buried beneath rubble—until recent excavations brought them back into the light. Now, the survivors of that calamity mount these refurbished, mass-produced engines to settle old scores with the Greenskins and the verminous rat-kind.	true
units_custom_battle_mounts_mount_name_wh_main_dwf_cha_master_engineer_0ghs_dwf_missile_mecha	Hate-Reckoner Mecha (Multi-Rune Gun)	true
units_custom_battle_mounts_mount_name_wh2_dlc09_tmb_cha_liche_priest_death_0ghs_main_tmb_cha_eagle_mage1	Decayed Vulture	false
units_custom_battle_mounts_mount_name_wh2_dlc09_tmb_cha_liche_priest_light_0ghs_main_tmb_cha_eagle_mage2	Decayed Vulture	false
units_custom_battle_mounts_mount_name_wh2_dlc09_tmb_cha_liche_priest_nehekhara_0ghs_main_tmb_cha_eagle_mage3	Decayed Vulture	false
units_custom_battle_mounts_mount_name_wh2_dlc09_tmb_cha_liche_priest_shadow_0ghs_main_tmb_cha_eagle_mage4	Decayed Vulture	false
units_custom_battle_mounts_mount_name_wh2_dlc09_tmb_cha_necrotect_0ghs_main_tmb_cha_elephant_necrotect	Obsidian War Elephant	false
units_custom_battle_mounts_mount_name_wh2_dlc09_tmb_cha_tomb_king_0ghs_main_tmb_cha_dragon_king	Tomb Dragon	false
units_custom_battle_mounts_mount_name_wh3_main_cth_cha_lord_magistrate_0ghs_main_cth_veh_dragon_emperor_boat_magistrate	Dragon-Emperor Cloud Barge	false
units_custom_battle_mounts_mount_name_ghs_main_cha_cth_zhaowangghs_main_cha_cth_zhaowang_1	Ten-Thousand-Li Mistlight	false
units_custom_battle_mounts_mount_name_ghs_main_cth_cha_xiaoxiaoghs_main_cth_cha_xiaoxiao_1	Red-Carbon Fire Dragon Steed	false
