key	text	tooltip
#Loc;1;text/!!!db/wyc_building_short_description_texts__.loc		
building_short_description_texts_short_description_wyc_phoenix_altar_1	It is said the Flame-Mother is a creation of Hekarti, dwelling between the mortal realm and the Realm of Chaos. She rarely enters the world—perhaps once a century—emerging through the blazing heart of a volcano.	true
building_short_description_texts_short_description_wyc_phoenix_altar_2	Now the Flame-Mother has answered your call, descending into the mortal world. With ever-burning phoenix wings, she shall reduce all things to ash.	true
building_short_description_texts_short_description_wyc_abomination_altar_1	The Bloodhorn Abomination answers your call—every twisted limb hungers for the battlefield’s feast of flesh.	true
building_short_description_texts_short_description_wyc_abomination_altar_2	The lord of the Hellpit has accepted a rich contract from Clan Gritus—thus, the Bloodhorn Abomination has descended upon the world.	true
building_short_description_texts_short_description_wyc_cygor_altar_1	This one-eyed giant is larger, stronger, and faster than any other Beastman. Even Bray-Shamans fear him—for he can silence magic itself.	true
building_short_description_texts_short_description_wyc_cygor_altar_2	Thesmund the Soul-Eater has answered your call. He has found his kin and convinced them to join your warpath.	true
building_short_description_texts_short_description_wyc_giant_altar_1	"Mad Titan" Broga dwells deep in the Grey Mountains, inside a fungus cave just big enough for him. He allows no creature—living or dead—to trespass on his domain.	true
building_short_description_texts_short_description_wyc_giant_altar_2	"Mad Titan" Broga is a brutish and arrogant giant, normally idle. Now he has heeded your call and is ready to smash his way across the land.	true
building_short_description_texts_short_description_wyc_war_hydra_altar_1	Rumors speak of a beast named Gench lurking in northern Naggarond, preying on lone Dark Elves and stray wanderers. But what happens when someone dares to invade its hunting grounds?	true
building_short_description_texts_short_description_wyc_war_hydra_altar_2	The beast Leymah has answered your call—ready to turn the entire Warhammer world into her personal hunting ground.	true
building_short_description_texts_short_description_wyc_shaggoth_altar_wef_1	Traggard the Mountainbreaker is a thousand-year-old ancient Dragon Ogre. His only thought is to annihilate mankind with deadly lightning storms.	true
building_short_description_texts_short_description_wyc_shaggoth_altar_2	Traggard the Mountainbreaker has answered your call—ready to unleash destruction and slaughter across the world.	true
building_short_description_texts_short_description_wyc_terrorgheist_altar_wef_1	In myth, the Abyssal Screecher is feared for its soul-shattering wail and eyes like voids—devouring all magic and light.	true
building_short_description_texts_short_description_wyc_terrorgheist_altar_2	The Abyssal Screecher, once a tale of terror, now answers your call—prepared to spread fear across the entire world.	true
building_short_description_texts_short_description_wyc_carnosaur_altar_1	There exists a Carnosaur without equal. The Lizardmen call it "Kagantuzan"—the Beast of the Old Ones—and venerate it as a lesser deity.	true
building_short_description_texts_short_description_wyc_carnosaur_altar_2	This greatest of wild Carnosaurs has roamed Lustria for centuries. But now, the dwindling rainforest no longer feeds its hunger—and it has answered your call.	true
building_short_description_texts_short_description_wyc_frost_wyrm_altar_wef_1	Among the northern tribes, tales speak of Frigost, the Frozen Voidspawn—a massive frost wyrm that has lurked in the tundra for centuries.	true
building_short_description_texts_short_description_wyc_frost_wyrm_altar_2	Now, Frigost the Frozen Voidspawn answers your call. Wherever it treads, blizzards rise—its freezing breath threatens to engulf the world.	true
building_short_description_texts_short_description_wyc_arachnarok_spider_altar_1	In Karak Ironpeak lives the Broodmother—Arachna'rei, the Spider Queen. This venomous beast feasts daily on Orcs, Goblins, and any fool who wanders too close.	true
building_short_description_texts_short_description_wyc_arachnarok_spider_altar_2	The venomous Spider Queen has been tamed. Use her power wisely.	true
building_short_description_texts_short_description_wyc_abomination_altar_wef_2	The corrupted lord of the Hellpit has accepted a hefty contract from Clan Gritus—the Bloodhorn Abomination now walks the mortal world.	true
building_short_description_texts_short_description_wyc_cygor_altar_wef_2	Thesmund the Soul-Eater has answered your call. He has found his kin and convinced them to follow you into battle.	true
building_short_description_texts_short_description_wyc_giant_altar_wef_2	"Mad Titan" Broga is a brutish and arrogant giant, often idle. Now he has answered your call and is ready to wreak havoc at your side.	true
building_short_description_texts_short_description_wyc_war_hydra_altar_wef_2	The beast Leymah has answered your call, prepared to turn the entire Warhammer world into its hunting ground.	true
