key	text	tooltip
#Loc;1;text/!!!db/ghs_ui_unit_bullet_point_enums.loc		
ui_unit_bullet_point_enums_onscreen_name_warpstone_keg	Warpstone Keg	false
ui_unit_bullet_point_enums_onscreen_name_jade_taoist_rune_spell	Jade Taoist Rune Spell	false
ui_unit_bullet_point_enums_tooltip_warpstone_keg	The frailty of Skavenslaves makes them the perfect fuse for a warpstone keg explosion.	false
ui_unit_bullet_point_enums_onscreen_name_ghs_ability_dwf_beer_valaya	Valaya's Chalice	true
ui_unit_bullet_point_enums_onscreen_name_ghs_ability_dwf_forge_grungni	Grungni's Forge	true
ui_unit_bullet_point_enums_onscreen_name_ghs_ability_dwf_powder_morgrim	Morgrim's Powder	true
ui_unit_bullet_point_enums_onscreen_name_ghs_ability_dwf_rage_grimnir	Grimnir's Axe	true
ui_unit_bullet_point_enums_tooltip_ghs_ability_dwf_beer_valaya	"Build fortresses, protect homes, and revel in the joy of Valaya's brew!"	true
ui_unit_bullet_point_enums_tooltip_ghs_ability_dwf_forge_grungni	"The forge burns bright, the hammer rings, and a divine weapon is forged!"	true
ui_unit_bullet_point_enums_tooltip_ghs_ability_dwf_powder_morgrim	"The cannon roars, the smoke clears, and the mountains tremble in song!"	true
ui_unit_bullet_point_enums_tooltip_ghs_ability_dwf_rage_grimnir	"Slay the dragon, conquer the wilds, and cleanse the Chaos beasts!"	true
ui_unit_bullet_point_enums_tooltip_jade_taoist_rune_spell	Jade Taoist Rune Spells are a unique development of the Wind of Qi. Casters store magical winds in talismans for later use, providing potent support despite limited control.	true
ui_unit_bullet_point_enums_tooltip_ghs_cth_cha_hongying	Hong Ying is the Moon Empress's most trusted Dragonborn Lord, rumored to carry the mysterious bloodline of the Shadow Dragon. He oversees the Gui Po Division and commands the Obsidian Crows.	true
ui_unit_bullet_point_enums_tooltip_magic_eater	Constructed from jade, these creatures boast incredible resilience and can draw power from the Winds of Magic.	true
ui_unit_bullet_point_enums_tooltip_iron_eater	Sharp weapons and heavy armor are delectable treats for this iron-consuming beast!	true
ui_unit_bullet_point_enums_tooltip_imperfect	These prototypes of the Dragon Emperor's creations cannot fully stabilize the power of the Aether Winds but still instill fear in their enemies.	true
ui_unit_bullet_point_enums_onscreen_name_ghs_cth_cha_hongying	"The Pale Moon Raven"	true
ui_unit_bullet_point_enums_onscreen_name_magic_eater	Jade Construct	true
ui_unit_bullet_point_enums_onscreen_name_iron_eater	Iron Eater Beast	true
ui_unit_bullet_point_enums_onscreen_name_imperfect	Dragon Emperor Prototype	true
ui_unit_bullet_point_enums_onscreen_name_tomb_dragon_breath	Soul Dragon's Breath	true
ui_unit_bullet_point_enums_tooltip_tomb_dragon_breath	Those who disturb the Tomb Kings' rest will face the wrath of ancient tyrant souls.	true
ui_unit_bullet_point_enums_onscreen_name_armour_hydra_breath	Cursed Flame	true
ui_unit_bullet_point_enums_onscreen_name_black_ark	Black Ark	true
ui_unit_bullet_point_enums_onscreen_name_khaine_avatar	Avatar of Khaine	true
ui_unit_bullet_point_enums_onscreen_name_medusa_curse	Touch of a Thousand Eyes	true
ui_unit_bullet_point_enums_onscreen_name_tzarkan	World Drinker	true
ui_unit_bullet_point_enums_tooltip_armour_hydra_breath	Infused with destructive magic, the many-headed hydra spews dark flames with unparalleled vitality.	true
