key	text	tooltip
#Loc;1;text/!!!db/ghs_abilities_siege.loc		
special_ability_phases_onscreen_name_ming_contact_skyflame	[[col:red]][[img:ui/battle ui/ability_icons/ming_contact_skyflame.png]][[/img]]Heaven's Fire Retribution[[/col]]	false
special_ability_phases_onscreen_name_ming_ice_heart_of_winter_upgraded_1	Advanced Heart of Winter I	false
special_ability_phases_onscreen_name_ming_ice_heart_of_winter_upgraded_2	Advanced Heart of Winter II	false
special_ability_phases_onscreen_name_ming_ice_heart_of_winter_upgraded_3	Advanced Heart of Winter III	false
special_ability_phases_onscreen_name_ming_ice_heart_of_winter_upgraded_4	Advanced Heart of Winter IV	false
special_ability_phases_onscreen_name_ming_high_magic_arcane_unforging	[[col:red]][[img:ui/battle ui/ability_icons/wh2_main_spell_high_magic_arcane_unforging.png]][[/img]]Advanced Arcane Unforging[[/col]]	false
special_ability_phases_onscreen_name_ming_main_spell_ice_ice_sheet	[[col:red]][[img:ui/battle ui/ability_icons/wh3_main_spell_ice_ice_sheet.png]][[/img]]Ice Sheet[[/col]]	false
special_ability_phases_onscreen_name_ming_ice_death_frost_tower	[[col:red]][[img:ui/battle ui/ability_icons/wh3_main_spell_ice_death_frost.png]][[/img]]Lethal Frost[[/col]]	false
special_ability_phases_onscreen_name_ming_effagee_of_da_git	[[col:red]][[img:ui/battle ui/ability_icons/ming_effagee_of_da_git.png]][[/img]]Voodoo Effigy[[/col]]	false
special_ability_phases_onscreen_name_ming_gorkll_fix_it	[[col:red]][[img:ui/battle ui/ability_icons/ming_gorkll_fix_it.png]][[/img]]Gork'll Fix It[[/col]]	false
special_ability_phases_onscreen_name_ming_overwhelming_odour	[[col:red]][[img:ui/battle ui/ability_icons/ming_pavane_of_slaanesh.png]][[/img]]Overwhelming Odor[[/col]]	false
special_ability_phases_onscreen_name_ming_pestilent_potions	Pestilence	false
special_ability_phases_onscreen_name_ming_rot_glorious_rot	Rot, Glorious Rot	false
special_ability_phases_onscreen_name_ming_virulent_contagion	Deadly Contagion!	false
special_ability_phases_onscreen_name_ming_rancid_visitations	Five Corruptions	false
special_ability_phases_onscreen_name_ming_miasma_of_pestilence	Pestilent Miasma	false
special_ability_phases_onscreen_name_ming_curse_of_the_slug	Curse of the Slug	false
special_ability_phases_onscreen_name_ming_trophy_heads	Trophy Heads	false
special_ability_phases_onscreen_name_ming_abilities_fascination	Fascination	false
special_ability_phases_onscreen_name_ming_word_of_pain	Advanced Word of Pain	false
special_ability_phases_onscreen_name_wh2_main_spell_dark_magic_soul_stealer	Soul Stealer	false
special_ability_phases_onscreen_name_wh2_dlc09_lord_passive_the_curse	The Curse	false
special_ability_phases_onscreen_name_ming_usirians_incantation_of_vengeance	Usirian's Incantation of Vengeance	false
special_ability_phases_onscreen_name_ming_usekhps_incantation_of_desiccation	Usekhp's Incantation of Desiccation	false
