key	text	tooltip
#Loc;1;text/!!!db/wyc_land_units__.loc		
land_units_onscreen_name_giant_wyc_hunted	"Mad Titan" Broga	true
land_units_onscreen_name_cygor_wyc_hunted	Thesmund the Soul-Eater	true
land_units_onscreen_name_forest_dragon_wyc_hunted	Lodishaen, Rootwyrm of the World	true
land_units_onscreen_name_war_hydra_wyc_hunted	The Beast of Leymah	true
land_units_onscreen_name_hell_pit_abomination_wyc_hunted	Bloodhorn Abomination	true
land_units_onscreen_name_dragon_ogre_shaggoth_wyc_hunted	Traggard the Mountainbreaker	true
land_units_onscreen_name_terrorgheist_wyc_hunted	Abyssal Screecher	true
land_units_onscreen_name_carnosaur_wyc_hunted	Kagantuzan	true
land_units_onscreen_name_phoenix_flamespyre_wyc_hunted	The Flame-Mother	true
land_units_onscreen_name_arachnarok_spider_wyc_hunted	Broodmother of Karak Ironpeak	true
land_units_onscreen_name_frost_wyrm_wyc_hunted	Frigost, Spawn of the Frozen Void	true
land_units_onscreen_name_war_mammoth_wyc_hunted	Bloodfjord Gutmaw Herd	true
land_units_onscreen_name_treeman_wyc_hunted	Ancient Guardian	true
