key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!!TW_Millennium_Public
monstrous_infantry	monstrous_infantry	classic_monster_beasts
twm_aircraft_airship	twm_airship	twm_aircraft
twm_aircraft_helicopter	dwf_gyrocopter	twm_aircraft
twm_aircraft_plane_bomber	dwf_gyrocopter	twm_aircraft
twm_aircraft_plane_fighter	dwf_gyrocopter	twm_aircraft
twm_armored_truck	twm_armored_truck	twm_trucks
twm_artillery_auto_gun	twm_mg	twm_artillery
twm_artillery_cannon	twm_artillery	twm_artillery
twm_artillery_howitzer	twm_artillery	twm_artillery
twm_artillery_mortar	twm_artillery	twm_artillery
twm_artillery_rocket	emp_rocket_battery	twm_artillery
twm_cavalry_light	missile_cavalry_rifle	twm_cavalry
twm_cavalry_medium	missile_cavalry_rifle	twm_cavalry
twm_deployable_building	infantry_pickaxe	twm_artillery
twm_deployable_heavy	infantry_pickaxe	twm_artillery
twm_deployable_light	infantry_pickaxe	twm_artillery
twm_elite_infantry	missile_infantry_rifle	twm_missile_infantry
twm_emp_assault_infantry	wh_dlc04_flagellant	twm_melee_infantry
twm_emp_bulwark_infantry	wh2_dlc11_cst_close_quarters_missile_infantry	twm_melee_infantry
twm_emp_special_infantry	wh_main_emp_champion	twm_missile_infantry
twm_engineer	infantry_pickaxe	twm_missile_infantry
twm_flamer_infantry	dwf_irondrakes	twm_missile_infantry
twm_militia_infantry	missile_infantry_rifle	twm_missile_infantry
twm_rifle_infantry	missile_infantry_rifle	twm_missile_infantry
twm_sharpshooter	wh2_dlc11_cst_specialist_missile_infantry	twm_missile_infantry
twm_tank_heavy	twm_tank	twm_tanks
twm_tank_light	twm_tank	twm_tanks
twm_tank_medium	twm_tank	twm_tanks
twm_tank_super_heavy	twm_tank	twm_tanks
twm_tank_support	twm_tank	twm_tanks
twm_truck	twm_truck	twm_trucks
