key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!@whc_cth_unit_wuh_
east_sanyanchong	east_sanyanchong	infantry
west_repeater_crossbow_cav	west_repeater_crossbow_cav	missile_cavalry_chariots
north_sword_crossbow	north_sword_crossbow	infantry
east_langxian	east_langxian	infantry
south_tiger_mcav	south_tiger_mcav	cavalry_chariots
guardian_lion_rider_vajra	guardian_lion_rider_vajra	cavalry_chariots
guardian_lion_rider_jian	guardian_lion_rider_jian	cavalry_chariots
north_mace_crossbow	north_mace_crossbow	infantry
west_repeater_crossbow	west_repeater_crossbow	missile_infantry
east_jiaolong_mcav	east_jiaolong_mcav	cavalry_chariots
north_bian_mcav	north_bian_mcav	cavalry_chariots
east_firework_bow	east_firework_bow	missile_infantry
west_zhanmadao	west_zhanmadao	infantry
south_greataxe_cav	south_greataxe_cav	cavalry_chariots
ogr_central	ogr_central	monster_beasts
east_flail_cav	east_flail_cav	missile_cavalry_chariots
north_modao_crossbow	north_modao_crossbow	infantry
east_jinchong	east_jinchong	infantry
south_ox_rider	south_ox_rider	cavalry_chariots
firelancer_cavalry	firelancer_cavalry	missile_cavalry_chariots
