key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!ovn_araby
camelry	arb_camelry	cavalry_chariots
heavy_camelry	arb_camelry	cavalry_chariots
missile_camelry_bow	arb_camelry_bow	missile_cavalry_chariots
missile_camelry_rifle	arb_camelry_tifle	missile_cavalry_chariots
ovn_arb_cav_waghzen	cavalry	cavalry_chariots
ovn_arb_djinns	arb_djinn	monster_beasts
ovn_arb_djinns_infantry	arb_djinn	monster_beasts
ovn_arb_djinns_missile	arb_djinn	missile_monster_beasts
ovn_arb_djinns_war_beasts	arb_djinn	monster_beasts
ovn_elephant	wh_dlc08_nor_chaos_war_mammoth	monster_beasts
ovn_flying_missile_carpetry	arb_carpet_archers	missile_cavalry_chariots
