key	icon	parent_group
#ui_unit_groupings_tables;1;db/ui_unit_groupings_tables/!!!!cr_skaven_unit_dumping_ground
cr_skv_stormfiend_grinderfists	monstrous_infantry_grinderfists	monster_beasts
cr_skv_stormfiend_mortar	monstrous_infantry_windlaunchers	missile_monster_beasts
cr_skv_mon_chimaerat	wh2_main_def_mon_war_hydra	monster_beasts
cr_skv_stormfiend_shockgauntlets	monstrous_infantry_shockgauntlets	monster_beasts
cr_skv_stormfiend_warpfire	monstrous_infantry_warpfire	missile_monster_beasts
cr_skv_stormfiend_gun	monstrous_infantry_ratling	missile_monster_beasts
cr_skv_stormfiend_doomflayers	monstrous_infantry_doomflayers	monster_beasts
cr_skv_stormfiend_warp_braziers	monstrous_infantry_warp_braziers	monster_beasts
cr_skv_mon_giant_rat	wh2_dlc16_skv_brood_horror	monster_beasts
