unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_!ak_kraka
kraka_braves		-1	melee_infantry	1	false	kraka_braves	200	0	800	wh_main_shp_transport	1	1	100	800	200	medium		0	false	wh_main_vo_culture_Dwarf	infantry_dual_axe	2	false	dwf_warrior_30_degrees		false		900.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	3	false	false		0.0000	true	1	false
kraka_cromson		-1	lord	1	false	kraka_cromson	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_main_vo_culture_Dwarf	lord_infantry_axe	0	true	dwf_warrior_15_degrees		true		1150.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Dwarf_Lord	0	true	false	1	false	false		0.0000	false	1	false
kraka_cromson_drakken		-1	lord	1	false	kraka_cromson_drakken	22	0	1600	wh_main_shp_transport	1	1	1	1600	400	heavy		0	false	wh_main_vo_culture_Dwarf	magic_chariot	0	true	dwf_warrior_15_degrees		true		1840.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Dwarf_Lord	0	true	false	1	false	false		0.0000	false	1	false
kraka_drakken	kraka_smith_1	-1	chariot	2	false	kraka_drakken	22	0	1400	wh_main_shp_transport	1	1	1	1400	500	heavy		0	false	wh_main_vo_culture_Dwarf	magic_chariot	3	true	default		true		1400.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	3	false	false		0.0000	true	1	false
kraka_frostgun		-1	missile_infantry	2	false	kraka_frostgun	64	0	900	wh_main_shp_transport	1	1	32	900	225	heavy		0	false	wh_main_vo_culture_Dwarf	kraka_frostgun	2	false	dwf_warrior_15_degrees		false		90.0000	810.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	3	false	false		0.0000	true	1	false
kraka_huskarls		-1	melee_infantry	2	false	kraka_huskarls	160	0	1200	wh_main_shp_transport	1	1	80	1200	300	heavy		0	false	wh_main_vo_culture_Dwarf	kraka_runic_inf_2h	3	false	dwf_warrior_45_degrees		false		1200.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	3	false	false		0.0000	true	1	false
kraka_marauder_horsemen		1	missile_cavalry	1	false	kraka_marauder_horsemen	120	2	625	wh_main_shp_transport	1	1	60	625	157	medium		0	false	vo_culture_None	missile_cavalry_axe	2	false	emp_reiksguard		false		200.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_group_sound	0	true	false	1	false	false		0.0000	true	1	false
kraka_nor_marauders		2	melee_infantry	1	false	kraka_nor_marauders	240	3	400	wh_main_shp_transport	1	1	120	400	100	heavy		0	false	vo_culture_None	infantry_axe	1	false	chaos_warrior_15_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_group_sound	0	true	false	2	false	false		0.0000	true	1	false
kraka_nor_marauders_spears		1	melee_infantry	1	false	kraka_nor_marauders_spears	240	0	625	wh_main_shp_transport	1	1	120	625	156	medium		0	false	wh_main_vo_culture_Chaos	infantry_spear	2	false	chaos_warrior_45_degrees		false		625.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
kraka_nor_ror_carrions		1	missile_cavalry	2	false	kraka_nor_ror_carrions	120	1	1000	wh_main_shp_transport	1	1	60	1000	250	medium		0	false	vo_culture_None	missile_cavalry_javelin	3	false	emp_reiksguard		false		475.0000	525.0000	false	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	true
kraka_nor_ror_truesons		1	melee_infantry	3	false	kraka_nor_ror_truesons	200	1	1400	wh_main_shp_transport	1	1	100	1400	350	heavy		0	false	vo_culture_None	infantry_axe	3	false	chaos_warrior_30_degrees		false		1400.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	true
kraka_pathgrinders		-1	missile_infantry	1	false	kraka_pathgrinders	120	0	700	wh_main_shp_transport	1	1	60	700	175	heavy		0	false	wh_main_vo_culture_Dwarf	wh2_dlc11_cst_explosives_infantry	2	false	dwf_warrior_30_degrees		false		300.0000	350.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	2	false	false		0.0000	true	1	false
kraka_ror_berserkers		1	melee_infantry	3	false	kraka_ror_berserkers	180	1	1100	wh_main_shp_transport	1	1	90	1100	275	medium		0	false	wh_main_vo_culture_Dwarf	infantry_dual_axe	3	false	dwf_warrior_30_degrees		false		1100.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_Infantry	0	true	false	3	false	false		0.0000	true	1	true
kraka_ror_crimsonbane		1	melee_infantry	3	false	kraka_ror_crimsonbane	200	1	1100	wh_main_shp_transport	1	1	100	1100	275	heavy		0	false	wh_main_vo_culture_Dwarf	kraka_runic_inf	3	false	dwf_warrior_45_degrees		false		1100.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Dwarf_Infantry	0	true	false	1	false	false		0.0000	true	1	true
kraka_ror_drakeguard		1	melee_infantry	3	false	kraka_ror_drakeguard	120	1	1600	wh_main_shp_transport	1	1	60	1600	400	heavy		0	false	wh_main_vo_culture_Dwarf	kraka_runic_inf_2h	3	false	dwf_warrior_45_degrees		false		1600.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_Infantry	0	true	false	1	false	false		0.0000	true	1	true
