unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_ror_all
1blood		1	monstrous_cavalry	0	false	1blood	32	0	1800	wh_main_shp_transport	1	1	32	3600	500	medium		0	false	wh3_main_vo_culture_Khorne	shock_cavalry	3	false	kho_cav		false		1800.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Khorne_Chaos_Warrior	0	true	false	6	false	false		0.0000	false	1	true
1rocket	wh3_main_foreign_slot_discovery_cth_1	1	melee_infantry	0	false	1rocket	120	0	350	wh_main_shp_transport	1	1	120	2400	550	light		0	false	wh3_main_vo_culture_Cathay	infantry_sword_dual	3	false	def_black_guard		false		1200.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	false	1	true
1rocket_	wh3_main_foreign_slot_discovery_cth_1	1	melee_infantry	0	false	1rocket_	320	0	350	wh_main_shp_transport	1	1	120	2400	400	medium		0	false	wh3_main_vo_culture_Cathay	infantry_spear	1	true	cth_peasant_spearmen		false		1000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	false	1	true
2blood		1	monster	0	false	2blood	1	0	4000	wh_main_shp_transport	1	1	1	7000	725	heavy		0	false	wh3_main_vo_culture_Khorne	wh3_main_kho_bloodthirster	3	true	kho_general_15_degrees		true		2300.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster	0	false	true	1	false	false		0.0000	false	1	true
2lancers	wh3_main_cth_celestial_1	1	melee_cavalry	0	false	2lancers	120	0	800	wh_main_shp_transport	1	1	60	3000	250	medium		0	false	wh3_main_vo_culture_Cathay	shock_cavalry	2	false	emp_reiksguard		false		1200.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_mixed	0	true	false	6	false	false		0.0000	false	1	true
2lord		1	monster	0	false	2lord	1	0	1700	wh_main_shp_transport	1	1	1	5000	650	heavy		0	false	wh3_main_vo_culture_Tzeentch	monster_generic	3	true	chs_lord_of_change		true		1700.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Tzeentch_Exalted_Lord_Of_Change	0	true	true	0	false	false		0.0000	false	1	true
3chariot		1	chariot	0	false	3chariot	1	0	1700	wh_main_shp_transport	1	1	1	3000	500	heavy		0	false	wh3_main_vo_culture_Flamer	wh3_main_tze_burning_chariot	3	true	tze_burning_chariot		true		600.0000	1100.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	2	false	false		800.0000	false	1	true
3longma		1	monstrous_cavalry	0	false	3longma	32	0	1400	wh_main_shp_transport	1	1	24	3000	550	very_heavy		0	false	wh3_main_vo_culture_Cathay	wh3_main_flying_shock_cavalry	3	false	emp_reiksguard		false	composite_scene/porthole/cth_hu1e_hr1_great_longma_riders_porthole_01.csc	1800.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_mixed	0	true	false	6	false	false		0.0000	false	1	true
4crane	wh3_main_cth_income_yin_3	1	missile_infantry	0	false	4crane	48	0	1200	wh_main_shp_transport	1	1	32	3000	250	medium		0	false	wh3_main_vo_culture_Cathay	missile_infantry_sniper	3	false	cth_crane_gunners		false		150.0000	1500.0000	false	wh2_main_vo_culture_Skaven	true	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	false	1	true
5dragoncross	wh3_main_cth_defence_yin_3	1	missile_infantry	0	false	5dragoncross	160	0	1050	wh_main_shp_transport	1	1	90	3000	450	medium		0	false	wh3_main_vo_culture_Cathay	missile_infantry_bow	3	false	cth_dragon_guard_crossbow		false		800.0000	1000.0000	false	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_mixed	0	true	false	6	false	false		0.0000	false	1	true
6jadewarr	wh3_main_cth_defence_yang_1	1	melee_infantry	0	false	6jadewarr	240	0	500	wh_main_shp_transport	1	1	120	3000	250	medium		0	false	wh3_main_vo_culture_Cathay	infantry_sword	3	false	cth_jade_warrior_0		false		500.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	6	false	false		0.0000	false	1	true
7terra		1	monster	0	false	7terra	1	0	1600	wh_main_shp_transport	1	1	1	3000	350	very_heavy		0	false	wh3_main_vo_culture_Terracotta_Sentinel	wh3_main_cth_terracotta_sentinel	3	true	cth_sentinel		true		1600.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	2	false	false		0.0000	false	1	true
8skyjunk	wh3_main_cth_growth_yin_3	1	warmachine	0	false	8skyjunk	10	0	1500	wh_main_shp_transport	1	1	8	3000	475	medium		0	false	wh3_main_vo_culture_Cathay	wh3_main_cth_balloon	3	true	default		true	composite_scene/porthole/cth_wm_sky_junk_porthole_01.csc	100.0000	1800.0000	true	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_female	0	true	false	6	false	false		0.0000	false	1	true
9jadegun	wh3_main_cth_defence_yin_3	1	missile_infantry	0	false	9jadegun	160	0	500	wh_main_shp_transport	1	1	160	3000	350	medium		0	false	wh3_main_vo_culture_Cathay	missile_infantry_rifle	3	false	cth_iron_hail_gunners		false		400.0000	2000.0000	true	vo_culture_None	true	wh3_main_vo_actor_Cathay_Cathayunit_male	0	true	false	5	false	false		0.0000	false	1	true
grn_brutes1		1	melee_infantry	0	false	grn_brutes1	240	0	550	wh_main_shp_transport	1	1	120	2300	350	medium		0	false	wh3_main_vo_culture_Slaanesh	infantry_spear	1	false	sla_soldier_15_degrees		false		550.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Slaanesh_Hellstrider	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes1_gnoblars	wh3_main_ogr_camp_defence_upkeep_1	1	missile_infantry	0	false	grn_brutes1_gnoblars	240	0	450	wh_main_shp_transport	1	1	160	950	200	light		0	false	wh3_main_vo_culture_Ogres	wh3_main_ogr_throwing_dagger_infantry	2	false	grn_goblin_45_degrees		false		200.0000	250.0000	false	vo_culture_None	true	wh3_main_vo_actor_Ogres_Gnoblarunit	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes2		1	melee_infantry	0	false	grn_brutes2	160	0	1250	wh_main_shp_transport	1	1	80	2500	375	heavy		0	false	wh3_main_vo_culture_Harpies	wh3_main_sla_daemonettes	3	false	sla_daemonette		false		1200.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Slaanesh_Daemonette	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes2_ironguts		1	monstrous_infantry	0	false	grn_brutes2_ironguts	32	0	1000	wh_main_shp_transport	1	1	16	2000	475	very_heavy		0	false	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_great_weapons	2	true	ogre_infantry		false		1000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes2_irongutss		1	monstrous_infantry	0	false	grn_brutes2_irongutss	32	0	1000	wh_main_shp_transport	1	1	16	2000	475	very_heavy		0	false	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_great_weapons	2	true	ogre_infantry		false		1000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes3		1	melee_cavalry	0	false	grn_brutes3	120	0	700	wh_main_shp_transport	1	1	48	2500	350	heavy		0	false	wh3_main_vo_culture_Slaanesh	wh3_main_sla_steed_whip	3	false	sla_cav		false		700.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Slaanesh_Hellstrider	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes3_maneaters		1	monstrous_infantry	0	false	grn_brutes3_maneaters	32	0	1200	wh_main_shp_transport	1	1	16	2000	475	very_heavy		0	false	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous	2	true	ogre_infantry		false		1200.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	false	1	true
grn_brutes4		1	chariot	0	false	grn_brutes4	4	0	1500	wh_main_shp_transport	1	1	8	5000	475	heavy		0	false	wh3_main_vo_culture_Slaanesh	wh3_main_sla_exalted_seeker_chariot	3	true	chaos_gorebeast_chariot		true		1500.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Slaanesh_Daemonette	0	false	true	6	false	false		0.0000	false	1	true
grn_brutes4_gorgers		1	melee_infantry	0	false	grn_brutes4_gorgers	32	0	1100	wh_main_shp_transport	1	1	12	3000	325	heavy		0	false	wh3_main_vo_culture_Gorger	monstrous_infantry	2	true	ogr_gorgers		false		1100.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	6	false	false		0.0000	false	1	true
grn_brutes5		1	monstrous_infantry	0	false	grn_brutes5	16	0	1300	wh_main_shp_transport	1	1	16	2500	425	heavy		0	false	wh3_main_vo_culture_Fiend_Of_Slaanesh	wh3_main_sla_fiend	3	false	sla_fiends		false		1300.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	6	false	false		0.0000	false	1	true
