unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_@exp_roster_compilation
dec_bestigor_dual_axe		1	melee_infantry	2	false	dec_bestigor_dual_axe	200	0	1000	wh_main_shp_transport	1	1	100	0	0	heavy		0	true	wh_dlc03_vo_culture_Beastmen	infantry_axe_dual	3	false	bst_gor_15		false		1000.0000	0.0000	false	vo_culture_None	false	wh_dlc03_vo_actor_Beastmen_Gor	0	true	false	0	false	false		0.0000	true	1	false
dec_gor_great_axe		2	melee_infantry	1	false	dec_gor_great_axe	240	0	650	wh_main_shp_transport	1	1	120	0	0	heavy		8	true	wh_dlc03_vo_culture_Beastmen	infantry_axe_great	2	false	bst_gor_15		false		650.0000	0.0000	false	vo_culture_None	false	wh_dlc03_vo_actor_Beastmen_Gor	0	true	false	0	false	false		0.0000	true	1	false
dec_gouge_horns		1	melee_infantry	2	false	dec_gouge_horns	32	0	1100	wh_main_shp_transport	1	1	80	0	0	heavy		0	true	wh_dlc03_vo_culture_Beastmen	infantry_axe_dual	3	false	bst_gor_15		false		1100.0000	0.0000	false	vo_culture_None	false	wh_dlc03_vo_actor_Beastmen_Gor	0	true	false	0	false	false		0.0000	true	1	false
dec_hell_knights		-1	monstrous_cavalry	3	false	dec_hell_knights	48	0	1200	wh_main_shp_transport	1	1	24	1200	300	heavy		0	true	wh_main_vo_culture_Skeleton	cavalry_flying	3	false	emp_reiksguard		false		1200.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false		0.0000	true	1	false
dec_hunters_anath_raema		-1	missile_infantry	1	false	dec_hunters_anath_raema	180	0	700	wh_main_shp_transport	1	1	90	700	175	medium		0	false	wh2_main_vo_culture_Dark_Elves	wh2_main_hef_missile_infantry_bow_spear	2	false	emp_soldier_15_degrees		false		200.0000	500.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	true	false	6	false	false		0.0000	true	1	false
dec_kastellans	wh_main_vmp_armoury_2	-1	melee_cavalry	2	false	dec_kastellans	120	0	1900	wh_main_shp_transport	1	1	60	1900	475	heavy		0	true	wh_main_vo_culture_Vampire	cavalry	4	false	emp_reiksguard		false		1900.0000	0.0000	false	vo_culture_None	false	wh_dlc02_vo_actor_Vampire_BloodKnight	0	true	false	6	false	false		0.0000	true	1	false
dec_lahmian		-1	melee_infantry	1	false	dec_lahmian	200	0	750	wh_main_shp_transport	1	1	100	750	200	medium		0	true	wh_main_vo_culture_Vampire	wh2_main_infantry_dual_swords	2	false	emp_soldier_15_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Vampire_FemaleVamp	0	true	false	6	false	false		0.0000	true	1	false
dec_lords_oblivion		-1	monstrous_cavalry	3	false	dec_lords_oblivion	8	0	2400	wh_main_shp_transport	1	1	4	2400	600	heavy		0	false	wh2_main_vo_culture_Dark_Elves	cavalry_flying	5	true	hef_dragon		false		2400.0000	0.0000	false	wh2_main_vo_culture_Dark_Elves	false	wh2_main_vo_actor_Dark_Elves_Mounted	0	true	true	2	true	false		0.0000	true	1	false
dec_magma_dragon		-1	monster	3	false	dec_magma_dragon	1	0	2000	wh_main_shp_transport	1	1	1	2000	500	heavy		0	false	wh2_main_vo_culture_Black_Dragon	dragon	4	true	hef_dragon		true		2100.0000	0.0000	true	wh2_main_vo_culture_Dark_Elves	false	wh_main_vo_actor_default	0	false	true	2	true	false		0.0000	true	1	false
