unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!!!!2xunitsize_compat_@xou_high_elves
hef_cha_anointed		-1	lord	1	false	hef_cha_anointed	1	0	850	wh_main_shp_transport	1	1	1	850	213	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_infantry_sword	0	true	hef_general_foot		true		850.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
hef_cha_anointed_flame		-1	lord	1	false	hef_cha_anointed_flame	1	0	1400	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1400.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
hef_cha_anointed_frost		-1	lord	1	false	hef_cha_anointed_frost	1	0	1100	wh_main_shp_transport	1	1	1	1250	275	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1100.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
hef_cha_noble_caledor		-1	hero	1	false	hef_cha_noble_caledor	1	0	600	wh_main_shp_transport	1	1	1	750	187	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot		true		600.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
hef_cha_noble_caledor_acolytes		-1	hero	1	false	hef_cha_noble_caledor_acolytes	1	0	600	wh_main_shp_transport	1	1	1	750	187	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot		true		600.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
hef_cha_noble_chrace		-1	hero	1	false	hef_cha_noble_chrace	1	0	600	wh_main_shp_transport	1	1	1	750	187	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot		true		600.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
hef_cha_noble_chrace_lion		-1	hero	1	false	hef_cha_noble_chrace_lion	1	0	600	wh_main_shp_transport	1	1	1	750	187	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot		true		600.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
hef_cha_noble_cothique		-1	hero	1	false	hef_cha_noble_cothique	1	0	600	wh_main_shp_transport	1	1	1	750	187	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot		true		600.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
hef_cha_noble_cothique_eagle		-1	hero	1	false	hef_cha_noble_cothique_eagle	1	0	1100	wh_main_shp_transport	1	1	1	1250	275	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1100.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
